"","Emergency","ApplyLeadTime","STG","Service","DIA","Length","Pass","Sch","Material","Weight","MemberCount","JointCount","Making_Co","After2_Co","PaintingLT"
"516","0","정상","3B","PL",3,3801,"A","S-10S","SS",12255,2,1,"삼성중공업(주)거제","하이에어",24
"517","0","정상","40","HWR",2,1526,"A","S-80","CS",11573,5,4,"(주)성광테크","(주)성광테크",23
"518","0","정상","40","HWR",2,2007,"A","S-80","CS",15076,7,6,"(주)성광테크","(주)성광테크",23
"519","0","정상","3B","HWS",2,1526,"A","S-80","CS",6514,3,2,"(주)성광테크","(주)성광테크",23
"520","0","정상","50","HWR",6,2080,"A","S-40","CS",4670,5,4,"(주)성광테크","(주)성광테크",23
"521","0","정상","3B","HWS",6,2080,"A","S-40","CS",4130,5,4,"(주)성광테크","(주)성광테크",23
"522","0","정상","50","PG",6,3776,"A","S-40","CS",8141,8,7,"해승케이피피","해승케이피피",23
"523","0","정상","40","HWS",8,482,"A","S-20","CS",4656,6,5,"(주)성광테크","(주)성광테크",23
"525","0","정상","40","HWS",8,4238,"A","S-20","CS",9691,5,4,"(주)성광테크","(주)성광테크",23
"527","0","정상","3B","HWS",8,4638,"A","S-20","CS",12519,8,7,"(주)성광테크","(주)성광테크",23
"528","0","정상","3B","HWS",8,4230,"A","S-20","CS",10345,6,5,"(주)성광테크","(주)성광테크",23
"529","0","정상","40","PL",3,3952,"A","S-10S","SS",12409,2,1,"삼성중공업(주)거제","하이에어",40
"530","0","정상","40","PL",3,1795,"A","S-10S","SS",5909,2,1,"삼성중공업(주)거제","하이에어",40
"531","0","정상","40","FWH",4,1343,"A","S-10S","SS",9206,2,1,"삼성중공업(주)거제","하이에어",23
"532","0","정상","50","FWH",4,2846,"A","S-10S","SS",11859,1,0,"삼성중공업(주)거제","하이에어",23
"535","0","정상","3B","PL",3,4373,"A","S-80","CS",21881,2,1,"성일SIM함안공장","성일SIM함안공장",28
"537","0","정상","3B","PL",3,4373,"A","S-80","CS",21700,2,1,"성일SIM함안공장","성일SIM함안공장",28
"538","0","정상","3B","PL",3,1461,"A","S-80","CS",15505,2,1,"성일SIM함안공장","성일SIM함안공장",28
"539","0","정상","3B","WM",3,4483,"A","S-80","CS",21844,2,1,"성일SIM함안공장","성일SIM함안공장",28
"540","0","정상","3B","WM",3,1461,"A","S-80","CS",16929,3,2,"성일SIM함안공장","성일SIM함안공장",28
"541","1","정상","3B","PL",4,1047,"A","S-40","CS",6718,3,2,"(주)성광테크","(주)성광테크",20
"542","0","정상","3B","PL",4,1932,"A","S-40","CS",17803,3,2,"성일SIM함안공장","성일SIM함안공장",28
"543","1","정상","3B","WM",4,1047,"A","S-40","CS",7741,4,3,"(주)성광테크","(주)성광테크",20
"544","1","정상","3B","WM",4,1047,"A","S-40","CS",6677,3,2,"(주)성광테크","(주)성광테크",20
"545","1","정상","3B","WM",4,1047,"A","S-40","CS",6722,4,3,"(주)성광테크","(주)성광테크",20
"555","1","정상","3B","PL",6,1043,"A","S-40","CS",12825,4,3,"(주)성광테크","(주)성광테크",20
"556","0","정상","50","DHW",4,1,"A","S-40","CS",18474,3,1,"성일SIM함안공장","성일SIM함안공장",29
"564","1","정상","3B","FGH",8,1053,"A","S-60","CS",18665,1,0,"(주)성광테크","(주)성광테크",22
"566","1","정상","3B","AU",2,2751,"A","S-80","CS",15038,5,4,"(주)성광테크","(주)성광테크",20
"571","1","정상","3B","N",4,1047,"A","S-40","CS",7773,5,4,"(주)성광테크","(주)성광테크",24
"572","1","정상","3B","N",4,1047,"A","S-40","CS",8130,7,6,"(주)성광테크","(주)성광테크",22
"573","1","정상","3B","N",4,1748,"A","S-40","CS",17753,3,2,"(주)성광테크","(주)성광테크",22
"574","1","정상","50","DM",2,1764,"A","S-10S","SS",4542,3,1,"건일산업(주)","하이에어",23
"576","0","정상","40","AI",2,2836,"A","S-80","CS",17030,6,5,"(주)성광테크","(주)성광테크",29
"577","0","정상","50","PW",2,1901,"A","S-10S","SS",2225,2,1,"삼성중공업(주)거제","하이에어",22
"578","0","정상","3B","PW",2,1885,"A","S-10S","SS",8382,6,5,"삼성중공업(주)거제","하이에어",22
"579","0","정상","50","WD",2,3342,"A","S-10S","SS",11784,5,4,"삼성중공업(주)거제","하이에어",30
"582","0","정상","3B","RN",4,1185,"A","S-40S","SS",18836,4,3,"삼성중공업(주)거제","하이에어",24
"584","0","정상","40","FWL",1,831,"A","S-160","CS",19492,2,1,"해승케이피피","해승케이피피",24
"585","0","정상","40","PG",3,4090,"A","S-80","CS",20244,1,0,"성일SIM함안공장","성일SIM함안공장",20
"586","0","정상","50","PG",3,604,"A","S-80","CS",11861,2,1,"성일SIM함안공장","성일SIM함안공장",20
"588","1","정상","40","DHW",2,901,"A","S-80","CS",5052,2,1,"(주)성광테크","삼녹",21
"589","1","정상","40","DHW",2,901,"A","S-80","CS",5052,2,1,"(주)성광테크","삼녹",21
"590","1","정상","50","NH",2,1864,"A","S-80","CS",10518,3,1,"건일산업(주)","건일산업(주)",34
"591","1","정상","50","PL",2,1977,"A","S-160","CS",11977,1,0,"건일산업(주)","건일산업(주)",41
"592","1","정상","40","DF",3,1342,"A","S-80","CS",15475,7,6,"성일SIM함안공장","하이에어",28
"593","0","정상","40","PG",3,4146,"A","S-80","CS",21614,6,5,"성일SIM함안공장","하이에어",28
"594","1","정상","3B","PG",3,2618,"A","S-80","CS",19962,5,4,"성일SIM함안공장","하이에어",20
"595","1","정상","40","PL",3,4638,"A","S-80","CS",21907,2,1,"(주)성광테크","(주)성광테크",23
"600","1","정상","40","PG",6,198,"A","S-40","CS",21638,8,7,"성일SIM함안공장","하이에어",27
"601","1","정상","50","PL",6,1977,"A","S-40","CS",20712,1,0,"건일산업(주)","건일산업(주)",38
"602","1","정상","40","WM",3,2609,"A","S-80","CS",18818,6,5,"건일산업(주)","건일산업(주)",25
"603","1","정상","40","WM",3,4483,"A","S-80","CS",21989,4,3,"건일산업(주)","건일산업(주)",22
"604","1","정상","50","WM",3,1977,"A","S-80","CS",15158,1,0,"건일산업(주)","건일산업(주)",38
"606","1","정상","40","WM",4,1065,"A","S-40","CS",7806,5,4,"건일산업(주)","하이에어",22
"607","1","정상","40","WM",4,5169,"A","S-40","CS",5573,3,2,"건일산업(주)","건일산업(주)",30
"608","1","정상","50","WM",4,1977,"A","S-40","CS",15613,1,0,"건일산업(주)","건일산업(주)",38
"611","1","정상","40","DHW",2,1,"A","S-80","SDSS",14100,2,0,"건일산업(주)","하이에어",25
"614","1","정상","3B","CDW",3,4638,"A","S-80","CS",21863,3,2,"(주)성광테크","(주)성광테크",23
"615","1","정상","3B","CDW",3,4638,"A","S-80","CS",21651,2,1,"(주)성광테크","(주)성광테크",23
"616","1","정상","3B","CDW",3,4638,"A","S-80","CS",21605,1,0,"(주)성광테크","(주)성광테크",28
"617","1","정상","3B","CDW",3,4638,"A","S-80","CS",21605,1,0,"(주)성광테크","(주)성광테크",28
"618","1","정상","3B","CDW",3,4638,"A","S-80","CS",21605,1,0,"(주)성광테크","(주)성광테크",28
"619","1","정상","3B","CDW",3,607,"A","S-80","CS",17293,10,9,"(주)성광테크","(주)성광테크",22
"620","1","정상","40","CDD",6,4638,"A","S-10S","SS",5617,5,4,"삼성중공업(주)거제","성도",32
"621","1","정상","40","AU",2,3555,"A","S-80","CS",15161,4,3,"건일산업(주)","건일산업(주)",22
"622","1","정상","40","AU",2,3515,"A","S-80","CS",16654,5,4,"건일산업(주)","건일산업(주)",20
"623","1","정상","40","FGL",2,4638,"A","S-160","CS",20832,4,3,"건일산업(주)","건일산업(주)",22
"624","1","정상","40","FGL",2,4429,"A","S-160","CS",20678,4,3,"건일산업(주)","건일산업(주)",22
"626","1","정상","40","N",2,3952,"A","S-80","CS",16703,6,5,"건일산업(주)","건일산업(주)",20
"631","1","정상","40","PG",0.75,1023,"A","S-160","CS",1204,2,1,"건일산업(주)","건일산업(주)",20
"632","1","정상","40","PG",2,150,"A","S-160","CS",11838,7,6,"건일산업(주)","건일산업(주)",25
"633","1","정상","40","PG",2,3813,"A","S-160","CS",18713,4,3,"건일산업(주)","건일산업(주)",22
"634","1","정상","40","NH",3,1803,"A","S-40","CS",13232,2,1,"건일산업(주)","하이에어",29
"635","1","정상","40","NH",3,4638,"A","S-40","CS",20209,2,1,"건일산업(주)","하이에어",29
"639","1","정상","40","AI",4,5137,"A","S-40","CS",5170,4,3,"건일산업(주)","건일산업(주)",22
"642","1","정상","40","N",4,5137,"A","S-40","CS",5170,4,3,"건일산업(주)","건일산업(주)",28
"644","1","정상","50","PG",6,999,"A","S-40","CS",10659,2,1,"건일산업(주)","하이에어",30
"646","1","정상","40","FGH",8,1050,"A","S-60","CS",18563,1,0,"건일산업(주)","건일산업(주)",22
"647","1","정상","40","PW",2,4638,"A","S-10S","SS",9847,2,1,"삼성중공업(주)거제","성도",26
"648","1","정상","40","DM",2,4638,"A","S-10S","SS",13359,5,4,"삼성중공업(주)거제","성도",32
"650","1","정상","40","DM",2,4638,"A","S-10S","SS",13359,5,4,"삼성중공업(주)거제","성도",32
"652","1","정상","40","DM",2,2609,"A","S-10S","SS",9491,5,4,"삼성중공업(주)거제","성도",26
"653","1","정상","40","DM",2,4638,"A","S-10S","SS",12480,5,4,"삼성중공업(주)거제","성도",26
"654","1","정상","40","WD",2,3005,"A","S-10S","SS",6595,3,2,"삼성중공업(주)거제","성도",21
"655","1","정상","40","WD",3,4638,"A","S-10S","SS",17227,6,5,"삼성중공업(주)거제","성도",32
"656","1","정상","40","WD",3,4638,"A","S-10S","SS",15070,4,3,"삼성중공업(주)거제","성도",32
"657","0","정상","40","PL",3,1270,"A","S-80","CS",16952,4,3,"해승케이피피","해승케이피피",25
"658","1","정상","3B","PG",6,4686,"A","S-40","CS",10360,9,8,"건일산업(주)","하이에어",25
"659","0","정상","40","RN",0.75,3085,"A","S-80S","SS",7356,4,3,"삼성중공업(주)거제","하이에어",34
"660","0","정상","40","RN",0.75,4749,"A","S-80S","SS",14071,3,2,"삼성중공업(주)거제","하이에어",34
"661","0","정상","40","PL",3,3773,"A","S-10S","SS",12499,3,2,"삼성중공업(주)거제","하이에어",27
"662","1","정상","40","PL",3,3588,"A","S-10S","SS",15971,8,7,"삼성중공업(주)거제","성도",26
"663","0","정상","3B","FWL",2,2249,"A","S-160","CS",16074,5,4,"성일SIM함안공장","하이에어",42
"665","0","정상","40","PL",3,4373,"A","S-80","CS",2964,9,8,"해승케이피피","해승케이피피",23
"666","0","정상","3B","FCH",1,2205,"A","S-80S","SS",2842,3,2,"삼성중공업(주)거제","하이에어",34
"668","0","정상","3B","FCH",2,2815,"A","S-10S","SS",6010,5,4,"삼성중공업(주)거제","하이에어",34
"669","0","정상","70","WM",3,4015,"A","S-80","CS",20114,1,0,"성일SIM함안공장","성일SIM함안공장",20
"670","0","정상","70","WM",3,4390,"A","S-80","CS",3043,6,5,"성일SIM함안공장","성일SIM함안공장",20
"672","1","정상","40","CDW",2,4638,"A","S-160","CS",18923,1,0,"건일산업(주)","건일산업(주)",20
"673","1","정상","50","NH",2,1942,"A","S-80","CS",10738,3,1,"건일산업(주)","건일산업(주)",21
"676","1","정상","40","PL",2,4638,"A","S-160","CS",18936,2,1,"건일산업(주)","건일산업(주)",20
"677","1","정상","3B","PL",2,2409,"A","S-160","CS",18893,11,10,"(주)성광테크","(주)성광테크",20
"678","1","정상","40","PL",2,4638,"A","S-160","CS",19984,4,3,"건일산업(주)","건일산업(주)",22
"679","1","정상","40","PL",2,4146,"A","S-160","CS",19591,3,2,"건일산업(주)","건일산업(주)",22
"683","1","정상","40","PL",2,3495,"A","S-160","CS",18453,3,2,"건일산업(주)","건일산업(주)",22
"686","1","정상","40","WM",3,4638,"A","S-80","CS",21835,2,1,"건일산업(주)","건일산업(주)",22
"687","1","정상","40","WM",3,1399,"A","S-80","CS",15318,2,1,"건일산업(주)","건일산업(주)",23
"689","1","정상","40","PL",4,1987,"A","S-40","CS",17698,3,2,"건일산업(주)","건일산업(주)",20
"690","1","정상","40","PL",4,1065,"A","S-40","CS",7819,4,3,"건일산업(주)","건일산업(주)",21
"693","1","정상","40","FGL",6,4711,"A","S-40","CS",8170,3,2,"건일산업(주)","건일산업(주)",21
"694","1","정상","40","DHW",4,1,"A","S-40","CS",3541,3,2,"건일산업(주)","삼녹",20
"695","1","정상","40","DHW",4,1,"A","S-40","CS",2395,3,2,"건일산업(주)","삼녹",20
"696","1","정상","40","DHW",8,1,"A","S-20","CS",9652,4,3,"건일산업(주)","삼녹",20
"699","1","정상","3B","AI",2,3689,"A","S-80","CS",16014,6,5,"(주)성광테크","(주)성광테크",26
"700","1","정상","3B","AU",2,3713,"A","S-80","CS",16019,4,3,"(주)성광테크","(주)성광테크",26
"704","1","정상","3B","FGL",2,4146,"A","S-160","CS",19134,3,2,"(주)성광테크","(주)성광테크",26
"706","1","정상","3B","FGL",2,4146,"A","S-160","CS",19012,3,2,"(주)성광테크","(주)성광테크",26
"707","1","정상","3B","FGL",2,1920,"A","S-160","CS",15111,4,3,"(주)성광테크","(주)성광테크",26
"708","1","정상","3B","NH",2,4638,"A","S-80","CS",16109,2,1,"(주)성광테크","(주)성광테크",26
"709","1","정상","3B","NH",2,4638,"A","S-80","CS",18645,5,4,"(주)성광테크","(주)성광테크",26
"710","1","정상","50","NH",2,1864,"A","S-80","CS",10518,3,1,"건일산업(주)","건일산업(주)",21
"711","1","정상","50","NH",3,1953,"A","S-40","CS",15598,3,1,"건일산업(주)","건일산업(주)",21
"712","1","정상","3B","PL",3,4638,"A","S-80","CS",21752,2,1,"건일산업(주)","건일산업(주)",20
"713","1","정상","3B","PL",3,4638,"A","S-80","CS",1814,4,3,"건일산업(주)","건일산업(주)",21
"714","1","정상","3B","AI",4,4666,"A","S-40","CS",2485,4,3,"(주)성광테크","(주)성광테크",21
"715","1","정상","3B","AI",4,1052,"A","S-40","CS",8192,7,6,"(주)성광테크","(주)성광테크",20
"716","1","정상","3B","N",4,4642,"A","S-40","CS",1978,4,3,"(주)성광테크","(주)성광테크",21
"717","1","정상","3B","FGH",8,1050,"A","S-60","CS",18563,1,0,"(주)성광테크","(주)성광테크",20
"718","1","정상","3B","CWS",0.75,4917,"A","S-80","CS",952,2,1,"성일SIM함안공장","하이에어",21
"719","0","정상","3B","DM",2,121,"A","S-10S","SS",2128,4,3,"삼성중공업(주)거제","하이에어",21
"720","0","정상","3B","DM",2,4638,"A","S-10S","SS",13680,7,6,"삼성중공업(주)거제","하이에어",22
"721","0","정상","50","DM",2,1977,"A","S-10S","SS",2160,1,0,"삼성중공업(주)거제","하이에어",39
"722","0","정상","3B","PW",2,3790,"A","S-10S","SS",8281,2,1,"삼성중공업(주)거제","하이에어",28
"723","0","정상","3B","PW",2,4638,"A","S-10S","SS",9895,2,1,"삼성중공업(주)거제","하이에어",34
"724","0","정상","3B","PW",2,4638,"A","S-10S","SS",8858,1,0,"삼성중공업(주)거제","하이에어",39
"726","0","정상","3B","PW",2,4638,"A","S-10S","SS",9847,2,1,"삼성중공업(주)거제","하이에어",22
"727","0","정상","50","PW",2,1830,"A","S-10S","SS",4783,3,1,"삼성중공업(주)거제","하이에어",21
"728","0","정상","3B","WD",2,3151,"A","S-10S","SS",7428,3,2,"삼성중공업(주)거제","하이에어",28
"729","0","정상","3B","WD",3,4638,"A","S-10S","SS",17214,7,6,"삼성중공업(주)거제","하이에어",27
"731","0","정상","3B","WD",3,4638,"A","S-10S","SS",15037,4,3,"삼성중공업(주)거제","하이에어",27
"732","0","정상","3B","WD",3,2187,"A","S-10S","SS",9880,3,2,"삼성중공업(주)거제","하이에어",39
"737","1","정상","50","AU",2,3140,"A","S-80","CS",17543,5,4,"건일산업(주)","건일산업(주)",30
"738","1","정상","50","N",2,2534,"A","S-80","CS",15975,6,5,"건일산업(주)","건일산업(주)",29
"739","1","정상","40","HWR",3,2495,"A","S-40","CS",16631,6,5,"건일산업(주)","건일산업(주)",28
"742","0","정상","40","RN",0.75,4564,"A","S-80S","SS",11417,3,2,"삼성중공업(주)거제","하이에어",22
"743","0","정상","50","DM",2,2807,"A","S-10S","SS",10393,11,10,"삼성중공업(주)거제","하이에어",28
"746","0","정상","40","FWL",1,1399,"A","S-160","CS",2652,5,4,"성일SIM함안공장","하이에어",36
"747","0","정상","40","FWL",1,1929,"A","S-160","CS",4453,3,2,"성일SIM함안공장","하이에어",36
"749","1","정상","40","AU",1,5184,"A","S-80","CS",2053,7,6,"건일산업(주)","건일산업(주)",23
"750","1","정상","40","AU",1,3218,"A","S-80","CS",5540,5,4,"건일산업(주)","건일산업(주)",20
"751","1","정상","50","CWS",8,417,"A","S-20","CS",3093,7,5,"건일산업(주)","건일산업(주)",20
"753","1","정상","40","DHW",4,1,"A","S-40","SDSS",6637,3,2,"성일SIM함안공장","삼녹",22
"754","0","정상","50","DHW",4,1,"A","S-40","SDSS",14622,10,9,"건일산업(주)","건일산업(주)",25
"755","1","정상","40","AU",2,4274,"A","S-80","CS",17298,4,3,"건일산업(주)","건일산업(주)",22
"756","1","정상","40","AU",2,4146,"A","S-80","CS",17436,4,3,"건일산업(주)","건일산업(주)",22
"757","1","정상","40","FGL",2,4638,"A","S-160","CS",20651,4,3,"건일산업(주)","건일산업(주)",22
"758","1","정상","40","FGL",2,4638,"A","S-160","CS",20171,3,2,"건일산업(주)","건일산업(주)",22
"759","1","정상","40","FGL",2,1624,"A","S-160","CS",12889,2,1,"건일산업(주)","건일산업(주)",20
"761","1","정상","50","FGL",2,1299,"A","S-160","CS",9007,1,0,"건일산업(주)","건일산업(주)",20
"762","1","정상","40","NH",2,4638,"A","S-80","CS",17155,3,2,"건일산업(주)","건일산업(주)",22
"763","1","정상","40","NH",2,4638,"A","S-80","CS",17395,3,2,"건일산업(주)","건일산업(주)",22
"764","1","정상","50","NH",2,785,"A","S-80","CS",7944,3,1,"건일산업(주)","건일산업(주)",21
"765","1","정상","50","NH",3,587,"A","S-40","CS",11954,3,1,"건일산업(주)","건일산업(주)",20
"766","1","정상","40","AI",4,1033,"A","S-40","CS",6729,4,3,"건일산업(주)","건일산업(주)",22
"767","1","정상","50","AI",4,599,"A","S-40","CS",13901,3,1,"건일산업(주)","건일산업(주)",24
