"","no_project","block","direction1","direction2","shape","division","work","long","width","height","total_weight","workday_plan","workday_record"
"16162","S1179","E","41","S","0","A","A",14.4,17.61,5.44,93.896,35,3
"16163","S1179","E","41","S","0","D","A",14.4,17.61,5.44,93.896,8,34
"16164","S1179","E","41","S","0","H","B",14.4,17.61,5.44,93.896,8,9
"16165","S1179","E","41","S","0","H","C",14.4,17.61,5.44,93.896,3,4
"16166","S1179","E","41","S","0","H","C",14.4,17.61,5.44,93.896,43,45
"16167","S1179","E","41","S","0","M","A",14.4,17.61,5.44,93.896,8,34
"16169","S1179","E","41","S","1","H","C",8.815,4.93,2.81,19.494,3,5
"16170","S1179","E","41","S","1","H","C",8.815,4.93,2.81,19.494,16,27
"16171","S1179","E","41","S","2","H","C",14.4,4.935,4.315,39.963,15,17
"16172","S1179","E","41","S","2","S","A",14.4,4.935,4.315,39.963,19,8
"16173","S1179","E","41","S","G","E","A",28.1,17.61,5.44,149.454,21,4
"16174","S1179","E","41","S","G","H","D",28.1,17.61,5.44,149.454,11,29
"16175","S1179","E","41","S","G","H","E",28.1,17.61,5.44,149.454,21,70
"16176","S1179","E","41","S","G","M","A",28.1,17.61,5.44,149.454,21,29
"16177","S1179","E","41","S","G","P","A",28.1,17.61,5.44,149.454,20,20
"16178","S1179","E","41","S","G","S","A",28.1,17.61,5.44,149.454,20,14
"16179","S1179","E","41","S","G","S","B",28.1,17.61,5.44,149.454,12,22
"16180","S1179","E","42","P","0","A","A",12.6,14.34,5.44,45.161,30,1
"16181","S1179","E","42","P","0","H","A",12.6,14.34,5.44,45.161,2,11
"16182","S1179","E","42","P","0","H","A",12.6,14.34,5.44,45.161,2,16
"16183","S1179","E","42","P","0","H","B",12.6,14.34,5.44,45.161,7,7
"16184","S1179","E","42","P","0","H","C",12.6,14.34,5.44,45.161,3,3
"16185","S1179","E","42","P","0","H","C",12.6,14.34,5.44,45.161,39,56
"16186","S1179","E","42","P","0","M","A",12.6,14.34,5.44,45.161,8,36
"16188","S1179","E","42","P","1","H","C",13.1,5.11,2.3,12.238,28,27
"16190","S1179","E","42","S","0","H","B",13.7,17.415,5.44,55.558,7,7
"16191","S1179","E","42","S","0","H","C",13.7,17.415,5.44,55.558,3,3
"16192","S1179","E","42","S","0","H","C",13.7,17.415,5.44,55.558,39,39
"16193","S1179","E","42","S","0","M","A",13.7,17.415,5.44,55.558,7,34
"16196","S1179","E","43","C","0","A","A",15.3,10.4,1.7,28.266,28,1
"16197","S1179","E","43","C","0","E","A",15.3,10.4,1.7,28.266,12,6
"16198","S1179","E","43","C","0","H","A",15.3,10.4,1.7,28.266,12,11
"16199","S1179","E","43","C","0","H","A",15.3,10.4,1.7,28.266,2,1
"16200","S1179","E","43","C","0","H","B",15.3,10.4,1.7,28.266,7,5
"16201","S1179","E","43","C","0","H","C",15.3,10.4,1.7,28.266,3,3
"16202","S1179","E","43","C","0","H","C",15.3,10.4,1.7,28.266,23,33
"16203","S1179","E","43","C","0","H","E",15.3,10.4,1.7,28.266,16,45
"16204","S1179","E","43","C","0","M","A",15.3,10.4,1.7,28.266,12,47
"16205","S1179","E","43","C","0","P","A",15.3,10.4,1.7,28.266,12,9
"16206","S1179","F","11","C","0","D","A",14.688,13.72,2.27,51.984,14,21
"16207","S1179","F","11","C","0","E","A",14.688,13.72,2.27,51.984,12,1
"16208","S1179","F","11","C","0","H","A",14.688,13.72,2.27,51.984,7,19
"16209","S1179","F","11","C","0","H","B",14.688,13.72,2.27,51.984,7,1
"16210","S1179","F","11","C","0","H","C",14.688,13.72,2.27,51.984,35,35
"16211","S1179","F","11","C","0","S","A",14.688,13.72,2.27,51.984,34,25
"16212","S1179","F","11","C","1","H","C",15.825,16.5,2.15,61.406,3,1
"16213","S1179","F","11","C","1","H","C",15.825,16.5,2.15,61.406,25,56
"16214","S1179","F","11","C","1","S","A",15.825,16.5,2.15,61.406,23,6
"16215","S1179","F","11","C","G","E","A",16.84,19.48,14.46,293.71,9,1
"16216","S1179","F","11","C","G","H","D",16.84,19.48,14.46,293.71,23,50
"16217","S1179","F","11","C","G","H","E",16.84,19.48,14.46,293.71,21,59
"16218","S1179","F","11","C","G","P","A",16.84,19.48,14.46,293.71,19,18
"16220","S1179","F","11","C","G","S","C",16.84,19.48,14.46,293.71,18,35
"16221","S1179","F","21","C","0","D","A",9.405,17.67,6.075,88.481,14,18
"16222","S1179","F","21","C","0","H","A",9.405,17.67,6.075,88.481,2,8
"16223","S1179","F","21","C","0","H","A",9.405,17.67,6.075,88.481,4,16
"16224","S1179","F","21","C","0","H","B",9.405,17.67,6.075,88.481,7,5
"16225","S1179","F","21","C","0","H","C",9.405,17.67,6.075,88.481,3,2
"16226","S1179","F","21","C","0","H","C",9.405,17.67,6.075,88.481,38,38
"16227","S1179","F","21","C","0","S","A",9.405,17.67,6.075,88.481,36,36
"16228","S1179","F","21","C","1","H","C",12.019,7.36,5.137,25.992,23,23
"16229","S1179","F","21","C","2","H","C",12.019,7.36,5.137,25.992,23,23
"16230","S1179","F","31","C","0","D","A",12.25,19.59,6.02,95.846,8,14
"16231","S1179","F","31","C","0","E","A",12.25,19.59,6.02,95.846,3,1
"16232","S1179","F","31","C","0","H","A",12.25,19.59,6.02,95.846,2,9
"16233","S1179","F","31","C","0","H","A",12.25,19.59,6.02,95.846,6,29
"16234","S1179","F","31","C","0","H","B",12.25,19.59,6.02,95.846,7,7
"16235","S1179","F","31","C","0","H","C",12.25,19.59,6.02,95.846,3,2
"16236","S1179","F","31","C","0","H","C",12.25,19.59,6.02,95.846,50,63
"16237","S1179","F","31","C","0","S","A",12.25,19.59,6.02,95.846,29,41
"16240","S1179","F","31","C","3","H","C",8.674,3.4,2.735,11.805,44,38
"16241","S1179","F","31","C","3","S","A",8.674,3.4,2.735,11.805,34,1
"16242","S1179","F","32","C","0","D","A",8.9,7.82,7.38,57.399,5,3
"16243","S1179","F","32","C","0","H","A",8.9,7.82,7.38,57.399,2,14
"16245","S1179","F","32","C","0","H","B",8.9,7.82,7.38,57.399,7,6
"16246","S1179","F","32","C","0","H","C",8.9,7.82,7.38,57.399,47,47
"16247","S1179","F","32","C","0","S","A",8.9,7.82,7.38,57.399,42,44
"16248","S1179","F","32","C","1","H","C",7.955,6.1,3.495,12.021,18,46
"16249","S1179","F","32","C","2","H","C",7.955,6.1,3.495,12.021,18,18
"16250","S1179","F","32","C","3","H","C",7.835,3.7,3.19,19.494,77,77
"16252","S1179","F","41","C","0","D","A",14.88,24.14,5.43,125.087,7,3
"16253","S1179","F","41","C","0","H","A",14.88,24.14,5.43,125.087,2,7
"16255","S1179","F","41","C","0","H","B",14.88,24.14,5.43,125.087,7,5
"16256","S1179","F","41","C","0","H","C",14.88,24.14,5.43,125.087,5,2
"16257","S1179","F","41","C","0","H","C",14.88,24.14,5.43,125.087,52,51
"16258","S1179","F","41","C","0","S","A",14.88,24.14,5.43,125.087,44,48
"16259","S1179","F","41","C","1","H","C",10.7,6.6,2.675,13.754,18,15
"16260","S1179","F","41","C","2","H","C",1.08,36.802,3.83,4.007,18,15
"16261","S1179","F","41","C","3","H","C",10.7,6.6,2.675,13.754,18,14
"16262","S1179","F","41","C","4","H","C",1.08,36.802,3.83,4.007,18,14
"16263","S1179","F","41","C","G","D","A",21.44,27.16,11.13,277.14,13,32
"16264","S1179","F","41","C","G","E","A",21.44,27.16,11.13,277.14,13,5
"16265","S1179","F","41","C","G","H","D",21.44,27.16,11.13,277.14,17,54
"16266","S1179","F","41","C","G","H","E",21.44,27.16,11.13,277.14,21,32
"16267","S1179","F","41","C","G","P","A",21.44,27.16,11.13,277.14,16,17
"16268","S1179","F","41","C","G","S","A",21.44,27.16,11.13,277.14,23,28
"16269","S1179","F","41","C","G","S","C",21.44,27.16,11.13,277.14,23,42
"16271","S1179","F","51","C","0","E","A",20.89,26.69,3.355,141.115,3,1
"16272","S1179","F","51","C","0","E","A",20.89,26.69,3.355,141.115,7,1
"16273","S1179","F","51","C","0","H","A",20.89,26.69,3.355,141.115,4,48
"16274","S1179","F","51","C","0","H","B",20.89,26.69,3.355,141.115,8,6
"16275","S1179","F","51","C","0","H","C",20.89,26.69,3.355,141.115,3,3
"16276","S1179","F","51","C","0","S","A",20.89,26.69,3.355,141.115,50,65
"16277","S1179","F","51","C","1","H","C",14.9,3.092,3.867,10.397,29,15
"16278","S1179","F","51","C","2","H","C",12.26,5.885,3,13.646,29,15
"16279","S1179","F","51","C","3","H","C",14.9,3.092,3.867,10.397,29,23
"16280","S1179","F","51","C","4","H","C",12.26,5.885,3,13.646,29,23
"16281","S1179","F","51","C","5","H","C",3.4,1.6,1.6,5.957,8,31
"16284","S1179","F","81","P","0","H","A",4.5,1.05,0.875,1.191,1,16
"16285","S1179","F","81","P","0","H","B",4.5,1.05,0.875,1.191,12,13
"16286","S1179","F","81","S","0","H","B",4.5,1.05,0.875,1.191,12,13
"16287","S1179","F","82","P","0","H","B",2.4,1.05,0.875,0.704,12,13
"16288","S1179","F","82","S","0","H","B",2.4,1.05,0.875,0.704,12,13
"16290","S1179","F","91","C","0","H","A",3.3,1.05,2.85,2.599,4,11
"16292","S1179","F","91","C","0","H","B",3.3,1.05,2.85,2.599,12,13
"16293","S1179","H","11","P","0","D","A",12.66,17.56,6.01,107.867,8,35
"16294","S1179","H","11","P","0","H","A",12.66,17.56,6.01,107.867,4,15
"16295","S1179","H","11","P","0","H","A",12.66,17.56,6.01,107.867,8,34
"16296","S1179","H","11","P","0","H","B",12.66,17.56,6.01,107.867,7,7
"16297","S1179","H","11","P","0","H","C",12.66,17.56,6.01,107.867,37,70
"16298","S1179","H","11","P","0","H","E",12.66,17.56,6.01,107.867,36,63
"16299","S1179","H","11","P","0","P","A",12.66,17.56,6.01,107.867,19,32
"16300","S1179","H","11","P","0","S","A",12.66,17.56,6.01,107.867,51,63
"16301","S1179","H","11","P","1","H","C",12.66,17.435,5.33,107.975,6,3
"16302","S1179","H","11","P","1","H","C",12.66,17.435,5.33,107.975,43,39
"16303","S1179","H","11","P","1","S","A",12.66,17.435,5.33,107.975,26,63
"16304","S1179","H","11","S","0","D","A",12.66,17.56,6.01,107.867,8,39
"16305","S1179","H","11","S","0","H","B",12.66,17.56,6.01,107.867,7,7
"16306","S1179","H","11","S","0","H","C",12.66,17.56,6.01,107.867,30,33
"16307","S1179","H","11","S","0","H","E",12.66,17.56,6.01,107.867,36,63
"16308","S1179","H","11","S","0","P","A",12.66,17.56,6.01,107.867,20,28
"16310","S1179","H","11","S","1","H","C",12.66,17.435,5.33,107.975,6,3
"16311","S1179","H","11","S","1","H","C",12.66,17.435,5.33,107.975,27,24
"16312","S1179","H","11","S","1","S","A",12.66,17.435,5.33,107.975,26,10
"16313","S1179","H","12","P","0","D","A",12.7,13.1,5.975,90.539,5,17
"16314","S1179","H","12","P","0","H","A",12.7,13.1,5.975,90.539,3,15
"16315","S1179","H","12","P","0","H","A",12.7,13.1,5.975,90.539,8,28
"16316","S1179","H","12","P","0","H","B",12.7,13.1,5.975,90.539,7,12
"16317","S1179","H","12","P","0","H","C",12.7,13.1,5.975,90.539,31,19
"16318","S1179","H","12","P","0","H","E",12.7,13.1,5.975,90.539,27,58
"16319","S1179","H","12","P","0","P","A",12.7,13.1,5.975,90.539,17,22
"16320","S1179","H","12","P","0","S","A",12.7,13.1,5.975,90.539,24,16
"16321","S1179","H","12","P","1","H","C",12.7,12.422,6.1,85.124,3,12
"16322","S1179","H","12","P","1","H","C",12.7,12.422,6.1,85.124,22,44
"16323","S1179","H","12","S","0","D","A",12.7,13.1,5.975,90.539,5,17
"16324","S1179","H","12","S","0","H","B",12.7,13.1,5.975,90.539,7,12
"16325","S1179","H","12","S","0","H","C",12.7,13.1,5.975,90.539,32,51
"16326","S1179","H","12","S","0","H","E",12.7,13.1,5.975,90.539,27,58
"16327","S1179","H","12","S","0","P","A",12.7,13.1,5.975,90.539,17,22
"16328","S1179","H","12","S","0","S","A",12.7,13.1,5.975,90.539,24,18
"16329","S1179","H","12","S","1","H","C",12.7,12.422,6.1,85.124,3,12
"16330","S1179","H","12","S","1","H","C",12.7,12.422,6.1,85.124,22,44
"16331","S1179","H","18","P","0","D","A",14.91,12.65,4.38,93.355,5,13
"16332","S1179","H","18","P","0","H","A",14.91,12.65,4.38,93.355,6,11
"16333","S1179","H","18","P","0","H","A",14.91,12.65,4.38,93.355,8,29
"16334","S1179","H","18","P","0","H","B",14.91,12.65,4.38,93.355,7,9
"16335","S1179","H","18","P","0","H","C",14.91,12.65,4.38,93.355,40,20
"16336","S1179","H","18","P","0","P","A",14.91,12.65,4.38,93.355,17,20
"16337","S1179","H","18","P","0","S","A",14.91,12.65,4.38,93.355,50,44
"16338","S1179","H","18","P","1","H","C",14.905,12.64,4.36,88.156,3,3
"16339","S1179","H","18","P","1","H","C",14.905,12.64,4.36,88.156,31,60
"16340","S1179","H","18","P","1","S","A",14.905,12.64,4.36,88.156,28,17
"16341","S1179","H","18","S","0","D","A",14.91,12.65,4.38,93.355,7,5
"16342","S1179","H","18","S","0","H","B",14.91,12.65,4.38,93.355,7,9
"16343","S1179","H","18","S","0","H","C",14.91,12.65,4.38,93.355,28,23
"16344","S1179","H","18","S","0","P","A",14.91,12.65,4.38,93.355,17,21
"16345","S1179","H","18","S","0","S","A",14.91,12.65,4.38,93.355,50,58
"16346","S1179","H","18","S","1","H","C",14.905,12.64,4.36,88.156,3,3
"16347","S1179","H","18","S","1","H","C",14.905,12.64,4.36,88.156,32,44
"16348","S1179","H","18","S","1","S","A",14.905,12.64,4.36,88.156,28,17
"16349","S1179","H","19","P","0","H","A",14.77,12.96,4.89,107.434,8,36
"16350","S1179","H","19","P","0","H","B",14.77,12.96,4.89,107.434,7,24
"16351","S1179","H","19","P","0","H","C",14.77,12.96,4.89,107.434,32,44
"16352","S1179","H","19","P","0","P","A",14.77,12.96,4.89,107.434,20,20
"16354","S1179","H","19","P","1","H","C",14.765,12.96,4.89,107.434,5,1
"16355","S1179","H","19","P","1","H","C",14.765,12.96,4.89,107.434,26,46
"16356","S1179","H","19","S","0","D","A",14.77,12.96,4.89,107.434,5,27
"16357","S1179","H","19","S","0","H","B",14.77,12.96,4.89,107.434,7,3
"16358","S1179","H","19","S","0","H","C",14.77,12.96,4.89,107.434,32,44
"16359","S1179","H","19","S","0","P","A",14.77,12.96,4.89,107.434,20,20
"16361","S1179","H","19","S","1","H","C",14.765,12.96,4.89,107.434,5,1
"16362","S1179","H","19","S","1","H","C",14.765,12.96,4.89,107.434,26,65
"16363","S1179","L","11","C","0","H","A",15.244,14.235,3.78,69.637,2,49
"16364","S1179","L","11","C","0","H","A",15.244,14.235,3.78,69.637,2,2
"16365","S1179","L","11","C","0","H","B",15.244,14.235,3.78,69.637,7,9
"16366","S1179","L","11","C","0","H","C",15.244,14.235,3.78,69.637,21,22
"16367","S1179","L","11","C","1","H","C",15.249,10.88,0.997,37.039,5,1
"16368","S1179","L","11","C","1","H","C",15.249,10.88,0.997,37.039,3,29
"16369","S1179","L","11","C","2","H","C",15.244,4.18,4.33,33.248,5,29
"16370","S1179","L","12","C","0","H","A",13.13,14.235,3.78,60.756,2,13
"16371","S1179","L","12","C","0","H","A",13.13,14.235,3.78,60.756,2,2
"16372","S1179","L","12","C","0","H","B",13.13,14.235,3.78,60.756,7,9
"16373","S1179","L","12","C","0","H","C",13.13,14.235,3.78,60.756,21,22
"16374","S1179","L","12","C","1","H","C",13.13,10.88,0.997,32.273,5,1
"16375","S1179","L","12","C","1","H","C",13.13,10.88,0.997,32.273,3,29
"16376","S1179","L","12","C","2","H","C",13.13,4.18,4.33,28.808,5,29
"16377","S1179","L","13","C","0","H","A",13.5,14.235,2.81,58.59,2,11
"16378","S1179","L","13","C","0","H","A",13.5,14.235,2.81,58.59,2,1
"16379","S1179","L","13","C","0","H","B",13.5,14.235,2.81,58.59,7,9
"16380","S1179","L","13","C","0","H","C",13.5,14.235,2.81,58.59,19,22
"16381","S1179","L","13","C","1","H","C",13.5,10.88,0.997,32.707,5,1
"16382","S1179","L","13","C","1","H","C",13.5,10.88,0.997,32.707,6,29
"16383","S1179","L","13","C","2","H","C",13.5,3.75,2.75,25.559,3,29
"16384","S1179","L","13","C","G","D","A",27.12,3.75,3.78,122.27,7,7
"16385","S1179","L","13","C","G","H","D",27.12,3.75,3.78,122.27,9,8
"16386","S1179","L","13","C","G","H","E",27.12,3.75,3.78,122.27,27,55
"16387","S1179","L","13","C","G","P","A",27.12,3.75,3.78,122.27,7,7
"16389","S1179","L","14","C","0","H","A",13.62,14.235,3.78,63.68,2,11
"16390","S1179","L","14","C","0","H","A",13.62,14.235,3.78,63.68,2,1
"16391","S1179","L","14","C","0","H","B",13.62,14.235,3.78,63.68,7,9
"16392","S1179","L","14","C","0","H","C",13.62,14.235,3.78,63.68,19,22
"16393","S1179","L","14","C","1","H","C",13.62,10.88,0.997,34.006,5,1
"16394","S1179","L","14","C","1","H","C",13.62,10.88,0.997,34.006,6,29
"16395","S1179","L","14","C","2","H","C",13.62,4.17,4.33,29.566,3,29
"16396","S1179","L","15","C","0","H","A",15,14.235,3.78,70.07,16,16
"16397","S1179","L","15","C","0","H","A",15,14.235,3.78,70.07,2,2
"16398","S1179","L","15","C","0","H","B",15,14.235,3.78,70.07,7,8
"16399","S1179","L","15","C","0","H","C",15,14.235,3.78,70.07,22,22
"16400","S1179","L","15","C","1","H","C",15,10.88,0.997,37.472,5,1
"16401","S1179","L","15","C","1","H","C",15,10.88,0.997,37.472,3,28
"16402","S1179","L","15","C","2","H","C",15,4.17,4.33,32.382,3,28
"16403","S1179","L","15","C","G","D","A",28.62,4.17,4.33,129.31,3,4
"16404","S1179","L","15","C","G","H","D",28.62,4.17,4.33,129.31,11,8
"16405","S1179","L","15","C","G","P","A",28.62,4.17,4.33,129.31,10,11
"16406","S1179","L","15","C","G","S","C",28.62,4.17,4.33,129.31,18,6
"16407","S1179","L","16","C","0","H","A",13.62,14.235,2.81,59.24,16,16
"16408","S1179","L","16","C","0","H","A",13.62,14.235,2.81,59.24,2,1
"16409","S1179","L","16","C","0","H","B",13.62,14.235,2.81,59.24,7,8
"16410","S1179","L","16","C","0","H","C",13.62,14.235,2.81,59.24,22,22
"16411","S1179","L","16","C","1","H","C",13.62,10.88,0.997,33.14,5,1
"16412","S1179","L","16","C","1","H","C",13.62,10.88,0.997,33.14,3,28
"16413","S1179","L","16","C","2","H","C",13.62,3.75,2.75,25.775,3,28
"16414","S1179","L","17","C","0","D","A",15.12,14.235,3.78,71.261,5,26
"16415","S1179","L","17","C","0","H","A",15.12,14.235,3.78,71.261,15,15
"16416","S1179","L","17","C","0","H","A",15.12,14.235,3.78,71.261,2,1
"16417","S1179","L","17","C","0","H","B",15.12,14.235,3.78,71.261,7,6
"16418","S1179","L","17","C","0","H","C",15.12,14.235,3.78,71.261,16,16
"16419","S1179","L","17","C","0","P","A",15.12,14.235,3.78,71.261,12,15
"16420","S1179","L","17","C","0","S","C",15.12,14.235,3.78,71.261,22,36
"16421","S1179","L","17","C","1","H","C",15.12,10.88,0.997,37.688,3,1
"16422","S1179","L","17","C","1","H","C",15.12,10.88,0.997,37.688,6,22
"16423","S1179","L","17","C","2","H","C",15.12,4.19,4.34,33.14,14,31
"16424","S1179","L","18","C","0","H","A",15.12,14.235,3.78,71.586,24,24
"16425","S1179","L","18","C","0","H","A",15.12,14.235,3.78,71.586,4,1
"16426","S1179","L","18","C","0","H","B",15.12,14.235,3.78,71.586,5,1
"16427","S1179","L","18","C","0","H","C",15.12,14.235,3.78,71.586,14,23
"16428","S1179","L","18","C","1","H","C",15.12,10.88,0.997,37.688,3,1
"16429","S1179","L","18","C","1","H","C",15.12,10.88,0.997,37.688,3,23
"16430","S1179","L","18","C","2","H","C",15.12,4.19,4.34,33.898,6,23
"16431","S1179","L","18","C","G","D","A",30.652,14.235,3.78,144.039,5,6
"16432","S1179","L","18","C","G","H","D",30.652,14.235,3.78,144.039,5,10
