"","no_project","block","direction1","direction2","shape","division","work","long","width","height","total_weight","workday_plan","workday_record"
"9315","S1159","S","13","S","3","H","C",13.93,10.1,2.013,32.382,3,3
"9316","S1159","S","13","S","3","H","C",13.93,10.1,2.013,32.382,10,5
"9317","S1159","S","14","P","0","D","A",13.62,19.3,4.04,146.747,7,33
"9318","S1159","S","14","P","0","H","A",13.62,19.3,4.04,146.747,2,37
"9319","S1159","S","14","P","0","H","A",13.62,19.3,4.04,146.747,6,33
"9320","S1159","S","14","P","0","H","B",13.62,19.3,4.04,146.747,13,13
"9321","S1159","S","14","P","0","H","C",13.62,19.3,4.04,146.747,3,4
"9322","S1159","S","14","P","0","H","C",13.62,19.3,4.04,146.747,45,46
"9324","S1159","S","14","P","1","H","C",13.62,7.36,3.835,46.244,3,2
"9325","S1159","S","14","P","1","H","C",13.62,7.36,3.835,46.244,13,11
"9326","S1159","S","14","P","1","S","A",13.62,7.36,3.835,46.244,11,29
"9327","S1159","S","14","P","2","H","C",13.62,3.965,6.3,52.959,7,10
"9328","S1159","S","14","P","3","H","C",13.62,4.329,3.507,16.028,7,5
"9329","S1159","S","14","P","4","H","C",13.62,3.7,3.435,22.418,7,11
"9330","S1159","S","14","P","5","H","C",13.62,10.88,2.011,34.656,3,2
"9331","S1159","S","14","P","5","H","C",13.62,10.88,2.011,34.656,9,1
"9332","S1159","S","14","S","0","D","A",13.62,19.3,4.04,146.747,7,22
"9333","S1159","S","14","S","0","H","B",13.62,19.3,4.04,146.747,13,13
"9334","S1159","S","14","S","0","H","C",13.62,19.3,4.04,146.747,3,4
"9335","S1159","S","14","S","0","H","C",13.62,19.3,4.04,146.747,51,59
"9337","S1159","S","14","S","1","H","C",13.62,7.36,3.835,46.244,3,2
"9338","S1159","S","14","S","1","H","C",13.62,7.36,3.835,46.244,13,12
"9339","S1159","S","14","S","1","S","A",13.62,7.36,3.835,46.244,11,29
"9340","S1159","S","14","S","2","H","C",13.62,3.965,6.3,52.959,7,9
"9341","S1159","S","14","S","3","H","C",13.62,4.329,3.507,16.028,7,21
"9342","S1159","S","14","S","4","H","C",13.62,3.7,3.435,22.418,7,4
"9343","S1159","S","14","S","5","H","C",13.62,10.88,2.011,34.656,3,2
"9344","S1159","S","14","S","5","H","C",13.62,10.88,2.011,34.656,9,21
"9345","S1159","S","15","P","0","D","A",15,19.3,4.04,163.641,7,6
"9346","S1159","S","15","P","0","H","A",15,19.3,4.04,163.641,2,24
"9347","S1159","S","15","P","0","H","A",15,19.3,4.04,163.641,7,16
"9348","S1159","S","15","P","0","H","B",15,19.3,4.04,163.641,6,6
"9349","S1159","S","15","P","0","H","C",15,19.3,4.04,163.641,5,2
"9350","S1159","S","15","P","0","H","C",15,19.3,4.04,163.641,45,37
"9352","S1159","S","15","P","1","H","C",15,7.353,3.865,49.277,7,2
"9353","S1159","S","15","P","1","H","C",15,7.353,3.865,49.277,7,17
"9354","S1159","S","15","P","1","S","A",15,7.353,3.865,49.277,9,18
"9355","S1159","S","15","P","2","H","C",15,3.95,6.314,49.277,7,14
"9356","S1159","S","15","P","3","H","C",15,4.33,3.51,17.87,4,15
"9357","S1159","S","15","P","4","H","C",15,3.834,3.435,24.909,7,10
"9358","S1159","S","15","P","5","H","C",15,10.88,2.011,39.313,5,2
"9359","S1159","S","15","P","5","H","C",15,10.88,2.011,39.313,8,11
"9360","S1159","S","15","S","0","D","A",15,19.3,4.04,163.641,7,6
"9361","S1159","S","15","S","0","H","B",15,19.3,4.04,163.641,6,6
"9362","S1159","S","15","S","0","H","C",15,19.3,4.04,163.641,3,2
"9363","S1159","S","15","S","0","H","C",15,19.3,4.04,163.641,48,43
"9365","S1159","S","15","S","1","H","C",15,7.353,3.865,49.277,3,2
"9366","S1159","S","15","S","1","H","C",15,7.353,3.865,49.277,8,5
"9367","S1159","S","15","S","1","S","A",15,7.353,3.865,49.277,9,31
"9368","S1159","S","15","S","2","H","C",15,3.95,6.314,49.277,5,14
"9369","S1159","S","15","S","3","H","C",15,4.33,3.51,17.87,6,10
"9370","S1159","S","15","S","4","H","C",15,3.834,3.435,24.909,5,14
"9371","S1159","S","15","S","5","H","C",15,10.88,2.011,39.313,7,2
"9372","S1159","S","15","S","5","H","C",15,10.88,2.011,39.313,8,11
"9373","S1159","S","16","P","0","D","A",13.62,19.3,3.96,143.389,7,4
"9374","S1159","S","16","P","0","H","A",13.62,19.3,3.96,143.389,4,22
"9375","S1159","S","16","P","0","H","A",13.62,19.3,3.96,143.389,6,10
"9376","S1159","S","16","P","0","H","B",13.62,19.3,3.96,143.389,4,4
"9377","S1159","S","16","P","0","H","C",13.62,19.3,3.96,143.389,3,2
"9378","S1159","S","16","P","0","H","C",13.62,19.3,3.96,143.389,39,36
"9380","S1159","S","16","P","1","H","C",13.62,7.353,3.865,42.129,5,2
"9381","S1159","S","16","P","1","H","C",13.62,7.353,3.865,42.129,7,15
"9382","S1159","S","16","P","1","S","A",13.62,7.353,3.865,42.129,9,17
"9383","S1159","S","16","P","2","H","C",13.62,3.95,6.3,41.371,7,11
"9384","S1159","S","16","P","3","H","C",13.62,4.33,3.46,15.487,6,9
"9385","S1159","S","16","P","4","H","C",13.62,3.704,3.435,21.66,7,7
"9386","S1159","S","16","P","5","H","C",13.62,10.88,2.011,34.006,3,4
"9387","S1159","S","16","P","5","H","C",13.62,10.88,2.011,34.006,8,3
"9388","S1159","S","16","S","0","D","A",13.62,19.3,3.96,143.389,7,3
"9389","S1159","S","16","S","0","H","B",13.62,19.3,3.96,143.389,4,4
"9390","S1159","S","16","S","0","H","C",13.62,19.3,3.96,143.389,3,2
"9391","S1159","S","16","S","0","H","C",13.62,19.3,3.96,143.389,46,45
"9393","S1159","S","16","S","1","H","C",13.62,7.353,3.865,42.129,6,2
"9394","S1159","S","16","S","1","H","C",13.62,7.353,3.865,42.129,7,4
"9395","S1159","S","16","S","1","S","A",13.62,7.353,3.865,42.129,11,26
"9396","S1159","S","16","S","2","H","C",13.62,3.95,6.3,41.371,7,16
"9397","S1159","S","16","S","3","H","C",13.62,4.33,3.46,15.487,6,14
"9398","S1159","S","16","S","4","H","C",13.62,3.704,3.435,21.66,7,16
"9399","S1159","S","16","S","5","H","C",13.62,10.88,2.011,34.006,3,4
"9400","S1159","S","16","S","5","H","C",13.62,10.88,2.011,34.006,8,16
"9401","S1159","S","17","P","0","D","A",15.12,19.3,4.05,165.699,7,1
"9402","S1159","S","17","P","0","H","A",15.12,19.3,4.05,165.699,3,37
"9403","S1159","S","17","P","0","H","A",15.12,19.3,4.05,165.699,5,40
"9404","S1159","S","17","P","0","H","B",15.12,19.3,4.05,165.699,7,1
"9405","S1159","S","17","P","0","H","C",15.12,19.3,4.05,165.699,3,1
"9406","S1159","S","17","P","0","H","C",15.12,19.3,4.05,165.699,37,56
"9407","S1159","S","17","P","0","H","E",15.12,19.3,4.05,165.699,19,43
"9408","S1159","S","17","P","0","P","A",15.12,19.3,4.05,165.699,15,13
"9409","S1159","S","17","P","0","S","A",15.12,19.3,4.05,165.699,56,1
"9410","S1159","S","17","P","0","S","C",15.12,19.3,4.05,165.699,28,11
"9411","S1159","S","17","P","1","H","C",15.12,7.353,3.865,47.435,5,1
"9412","S1159","S","17","P","1","H","C",15.12,7.353,3.865,47.435,17,43
"9415","S1159","S","17","P","5","H","C",15.12,10.88,2.011,40.937,3,1
"9417","S1159","S","17","S","0","D","A",15.12,19.3,4.05,165.699,7,1
"9418","S1159","S","17","S","0","H","B",15.12,19.3,4.05,165.699,7,1
"9419","S1159","S","17","S","0","H","C",15.12,19.3,4.05,165.699,3,1
"9420","S1159","S","17","S","0","H","C",15.12,19.3,4.05,165.699,40,56
"9421","S1159","S","17","S","0","H","E",15.12,19.3,4.05,165.699,19,45
"9422","S1159","S","17","S","0","P","A",15.12,19.3,4.05,165.699,15,13
"9423","S1159","S","17","S","0","S","A",15.12,19.3,4.05,165.699,54,1
"9424","S1159","S","17","S","0","S","C",15.12,19.3,4.05,165.699,28,11
"9425","S1159","S","17","S","1","H","C",15.12,7.353,3.865,47.435,3,1
"9426","S1159","S","17","S","1","H","C",15.12,7.353,3.865,47.435,17,43
"9429","S1159","S","17","S","5","H","C",15.12,10.88,2.011,40.937,5,1
"9431","S1159","S","18","P","0","D","A",14.905,13.88,4.97,95.087,7,5
"9432","S1159","S","18","P","0","H","A",14.905,13.88,4.97,95.087,9,15
"9433","S1159","S","18","P","0","H","B",14.905,13.88,4.97,95.087,9,14
"9434","S1159","S","18","P","0","H","C",14.905,13.88,4.97,95.087,43,33
"9435","S1159","S","18","P","0","S","A",14.905,13.88,4.97,95.087,85,14
"9436","S1159","S","18","P","1","H","C",14.961,5.141,3.73,19.602,7,7
"9437","S1159","S","18","P","2","H","C",14.905,4.84,3.54,29.674,6,2
"9438","S1159","S","18","P","2","H","C",14.905,4.84,3.54,29.674,7,4
"9439","S1159","S","18","P","3","H","C",15.028,9.477,2.741,33.898,3,1
"9440","S1159","S","18","P","3","H","C",15.028,9.477,2.741,33.898,8,12
"9441","S1159","S","18","P","G","D","A",29.933,9.477,3.54,173.28,14,20
"9442","S1159","S","18","P","G","H","D",29.933,9.477,3.54,173.28,22,23
"9443","S1159","S","18","P","G","H","E",29.933,9.477,3.54,173.28,18,47
"9444","S1159","S","18","P","G","P","A",29.933,9.477,3.54,173.28,16,20
"9445","S1159","S","18","P","G","S","A",29.933,9.477,3.54,173.28,21,22
"9446","S1159","S","18","P","G","S","C",29.933,9.477,3.54,173.28,28,31
"9447","S1159","S","18","S","0","D","A",14.905,13.88,4.97,95.087,7,6
"9448","S1159","S","18","S","0","H","B",14.905,13.88,4.97,95.087,9,14
"9449","S1159","S","18","S","0","H","C",14.905,13.88,4.97,95.087,43,54
"9451","S1159","S","18","S","1","H","C",14.961,5.141,3.73,19.602,6,9
"9452","S1159","S","18","S","2","H","C",14.905,4.84,3.54,29.674,5,2
"9453","S1159","S","18","S","2","H","C",14.905,4.84,3.54,29.674,8,14
"9454","S1159","S","18","S","3","H","C",15.028,9.477,2.741,33.898,3,1
"9455","S1159","S","18","S","3","H","C",15.028,9.477,2.741,33.898,9,15
"9456","S1159","S","18","S","G","D","A",29.67,13.88,7.38,173.28,14,20
"9457","S1159","S","18","S","G","H","D",29.67,13.88,7.38,173.28,20,21
"9458","S1159","S","18","S","G","H","E",29.67,13.88,7.38,173.28,18,52
"9459","S1159","S","18","S","G","P","A",29.67,13.88,7.38,173.28,16,27
"9460","S1159","S","18","S","G","S","A",29.67,13.88,7.38,173.28,21,20
"9461","S1159","S","18","S","G","S","C",29.67,13.88,7.38,173.28,28,31
"9462","S1159","S","19","P","0","D","A",14.765,9.44,7.38,78.193,7,6
"9463","S1159","S","19","P","0","H","A",14.765,9.44,7.38,78.193,9,21
"9464","S1159","S","19","P","0","H","B",14.765,9.44,7.38,78.193,7,5
"9465","S1159","S","19","P","0","H","C",14.765,9.44,7.38,78.193,41,49
"9467","S1159","S","19","P","1","H","C",14.765,5.768,5.274,24.368,4,8
"9468","S1159","S","19","P","2","H","C",14.765,7.42,3.82,36.822,3,1
"9469","S1159","S","19","P","2","H","C",14.765,7.42,3.82,36.822,8,13
"9470","S1159","S","19","P","3","H","C",15.832,4.685,4.133,33.898,5,2
"9471","S1159","S","19","P","3","H","C",15.832,4.685,4.133,33.898,9,11
"9472","S1159","S","19","S","0","D","A",14.765,9.44,7.38,78.193,7,4
"9473","S1159","S","19","S","0","H","B",14.765,9.44,7.38,78.193,7,5
"9474","S1159","S","19","S","0","H","C",14.765,9.44,7.38,78.193,45,49
"9476","S1159","S","19","S","1","H","C",14.765,5.768,5.274,24.368,7,15
"9477","S1159","S","19","S","2","H","C",14.765,7.42,3.82,36.822,3,2
"9478","S1159","S","19","S","2","H","C",14.765,7.42,3.82,36.822,7,8
"9479","S1159","S","19","S","3","H","C",15.832,4.685,4.133,33.898,3,2
"9480","S1159","S","19","S","3","H","C",15.832,4.685,4.133,33.898,11,14
"9481","S1159","T","11","P","0","H","A",12.54,14.15,2.66,40.071,2,14
"9482","S1159","T","11","P","0","H","A",12.54,14.15,2.66,40.071,5,3
"9483","S1159","T","11","P","0","H","B",12.54,14.15,2.66,40.071,5,5
"9484","S1159","T","11","P","0","H","C",12.54,14.15,2.66,40.071,13,16
"9485","S1159","T","11","P","1","H","C",12.54,10.88,0.997,29.566,3,5
"9486","S1159","T","11","P","1","H","C",12.54,10.88,0.997,29.566,6,5
"9487","S1159","T","11","P","2","H","C",8.61,3.355,2.66,11.48,3,5
"9488","S1159","T","11","P","G","D","A",17.27,13.33,5.83,50.251,3,6
"9489","S1159","T","11","P","G","H","D",17.27,13.33,5.83,50.251,8,1
"9491","S1159","T","11","P","G","P","A",17.27,13.33,5.83,50.251,8,15
"9492","S1159","T","11","P","G","S","C",17.27,13.33,5.83,50.251,14,27
"9493","S1159","T","11","S","0","D","A",12.54,14.15,2.66,40.071,3,4
"9494","S1159","T","11","S","0","H","B",12.54,14.15,2.66,40.071,5,5
"9495","S1159","T","11","S","0","H","C",12.54,14.15,2.66,40.071,13,15
"9496","S1159","T","11","S","0","H","E",12.54,14.15,2.66,40.071,24,67
"9497","S1159","T","11","S","0","P","A",12.54,14.15,2.66,40.071,8,15
"9498","S1159","T","11","S","0","S","C",12.54,14.15,2.66,40.071,14,4
"9499","S1159","T","11","S","1","H","C",11.848,10.879,0.997,29.566,3,5
"9500","S1159","T","11","S","1","H","C",11.848,10.879,0.997,29.566,6,5
"9501","S1159","T","11","S","2","H","C",8.61,3.355,2.66,11.48,3,5
"9502","S1159","T","12","P","0","D","A",12.54,14.15,2.66,42.562,13,3
"9503","S1159","T","12","P","0","D","A",12.54,14.15,2.66,42.562,12,3
"9504","S1159","T","12","P","0","H","A",12.54,14.15,2.66,42.562,2,22
"9505","S1159","T","12","P","0","H","A",12.54,14.15,2.66,42.562,2,5
"9506","S1159","T","12","P","0","H","B",12.54,14.15,2.66,42.562,8,8
"9507","S1159","T","12","P","0","H","C",12.54,14.15,2.66,42.562,16,21
"9509","S1159","T","12","P","0","P","A",12.54,14.15,2.66,42.562,11,1
"9510","S1159","T","12","P","0","S","C",12.54,14.15,2.66,42.562,18,43
"9511","S1159","T","12","P","1","H","C",12.54,10.88,0.997,29.999,6,12
"9512","S1159","T","12","P","1","H","C",12.54,10.88,0.997,29.999,5,34
"9513","S1159","T","12","P","2","H","C",6.97,4.194,2.413,12.455,4,32
"9514","S1159","T","12","S","0","D","A",12.54,14.15,2.66,42.562,13,3
"9515","S1159","T","12","S","0","D","A",12.54,14.15,2.66,42.562,12,3
"9516","S1159","T","12","S","0","H","B",12.54,14.15,2.66,42.562,8,8
"9517","S1159","T","12","S","0","H","C",12.54,14.15,2.66,42.562,19,21
"9519","S1159","T","12","S","0","P","A",12.54,14.15,2.66,42.562,11,1
"9520","S1159","T","12","S","0","S","C",12.54,14.15,2.66,42.562,18,42
"9521","S1159","T","12","S","1","H","C",11.848,10.88,0.997,29.999,6,12
"9522","S1159","T","12","S","1","H","C",11.848,10.88,0.997,29.999,5,34
"9523","S1159","T","12","S","2","H","C",6.97,4.194,2.413,12.455,4,32
"9524","S1159","T","13","P","0","D","A",12.54,14.15,2.66,48.518,11,3
"9525","S1159","T","13","P","0","H","A",12.54,14.15,2.66,48.518,2,14
"9526","S1159","T","13","P","0","H","A",12.54,14.15,2.66,48.518,2,4
"9527","S1159","T","13","P","0","H","B",12.54,14.15,2.66,48.518,8,8
"9528","S1159","T","13","P","0","H","C",12.54,14.15,2.66,48.518,18,18
"9530","S1159","T","13","P","0","P","A",12.54,14.15,2.66,48.518,11,1
"9531","S1159","T","13","P","0","S","C",12.54,14.15,2.66,48.518,18,42
"9532","S1159","T","13","P","1","H","C",12.54,10.88,0.997,29.999,3,27
"9533","S1159","T","13","P","1","H","C",12.54,10.88,0.997,29.999,3,32
"9534","S1159","T","13","P","2","H","C",10.38,4.194,2.413,18.411,5,26
"9535","S1159","T","13","S","0","D","A",12.54,14.15,2.66,48.518,11,3
"9536","S1159","T","13","S","0","H","B",12.54,14.15,2.66,48.518,8,8
"9537","S1159","T","13","S","0","H","C",12.54,14.15,2.66,48.518,18,18
"9539","S1159","T","13","S","0","P","A",12.54,14.15,2.66,48.518,11,1
"9540","S1159","T","13","S","0","S","C",12.54,14.15,2.66,48.518,18,42
"9541","S1159","T","13","S","1","H","C",11.848,10.88,0.997,29.999,3,27
"9542","S1159","T","13","S","1","H","C",11.848,10.88,0.997,29.999,3,32
"9543","S1159","T","13","S","2","H","C",10.38,4.194,2.413,18.411,5,27
"9544","S1159","T","14","P","0","D","A",12.54,14.15,2.66,48.843,5,8
"9545","S1159","T","14","P","0","H","A",12.54,14.15,2.66,48.843,2,19
"9546","S1159","T","14","P","0","H","A",12.54,14.15,2.66,48.843,2,3
"9547","S1159","T","14","P","0","H","B",12.54,14.15,2.66,48.843,7,34
"9548","S1159","T","14","P","0","H","C",12.54,14.15,2.66,48.843,23,28
"9549","S1159","T","14","P","0","P","A",12.54,14.15,2.66,48.843,10,8
"9550","S1159","T","14","P","0","S","C",12.54,14.15,2.66,48.843,20,37
"9551","S1159","T","14","P","1","H","C",12.54,10.88,0.997,29.999,5,33
"9552","S1159","T","14","P","1","H","C",12.54,10.88,0.997,29.999,6,27
"9553","S1159","T","14","P","2","H","C",10.38,3.355,2.663,18.411,3,22
"9554","S1159","T","14","S","0","D","A",12.54,14.15,2.66,48.843,5,8
"9555","S1159","T","14","S","0","H","B",12.54,14.15,2.66,48.843,7,34
"9556","S1159","T","14","S","0","H","C",12.54,14.15,2.66,48.843,23,28
"9557","S1159","T","14","S","0","P","A",12.54,14.15,2.66,48.843,10,8
"9558","S1159","T","14","S","0","S","C",12.54,14.15,2.66,48.843,20,39
"9559","S1159","T","14","S","1","H","C",11.848,10.88,0.997,29.999,5,33
"9560","S1159","T","14","S","1","H","C",11.848,10.88,0.997,29.999,6,27
"9561","S1159","T","14","S","2","H","C",10.38,3.355,2.663,18.411,3,22
"9562","S1159","T","15","P","0","D","A",12.54,14.15,2.66,48.843,5,5
"9563","S1159","T","15","P","0","H","A",12.54,14.15,2.66,48.843,2,8
"9564","S1159","T","15","P","0","H","A",12.54,14.15,2.66,48.843,5,3
"9565","S1159","T","15","P","0","H","B",12.54,14.15,2.66,48.843,7,7
"9566","S1159","T","15","P","0","H","C",12.54,14.15,2.66,48.843,34,32
"9567","S1159","T","15","P","0","P","A",12.54,14.15,2.66,48.843,10,1
"9568","S1159","T","15","P","0","S","C",12.54,14.15,2.66,48.843,18,36
"9569","S1159","T","15","P","1","H","C",12.54,10.88,0.997,29.999,3,32
"9570","S1159","T","15","P","1","H","C",12.54,10.88,0.997,29.999,4,26
"9571","S1159","T","15","P","2","H","C",10.38,3.355,2.663,18.519,3,20
"9572","S1159","T","15","S","0","D","A",12.54,14.15,2.66,48.843,5,5
"9573","S1159","T","15","S","0","H","B",12.54,14.15,2.66,48.843,7,7
"9574","S1159","T","15","S","0","H","C",12.54,14.15,2.66,48.843,33,31
"9575","S1159","T","15","S","0","P","A",12.54,14.15,2.66,48.843,10,1
"9576","S1159","T","15","S","0","S","C",12.54,14.15,2.66,48.843,18,38
"9577","S1159","T","15","S","1","H","C",11.848,10.88,0.997,29.999,3,32
"9578","S1159","T","15","S","1","H","C",11.848,10.88,0.997,29.999,4,26
"9579","S1159","T","15","S","2","H","C",10.38,3.355,2.663,18.519,3,20
"9580","S1159","T","16","P","0","D","A",11.04,14.15,2.66,38.013,3,4
"9582","S1159","T","16","P","0","H","A",11.04,14.15,2.66,38.013,2,1
"9583","S1159","T","16","P","0","H","B",11.04,14.15,2.66,38.013,7,12
"9584","S1159","T","16","P","0","H","C",11.04,14.15,2.66,38.013,32,19
"9585","S1159","T","16","P","0","H","E",11.04,14.15,2.66,38.013,19,49
"9586","S1159","T","16","P","0","P","A",11.04,14.15,2.66,38.013,11,9
"9587","S1159","T","16","P","0","S","C",11.04,14.15,2.66,38.013,28,42
"9588","S1159","T","16","P","1","H","C",11.04,10.88,0.997,26.317,5,12
"9589","S1159","T","16","P","1","H","C",11.04,10.88,0.997,26.317,5,1
"9590","S1159","T","16","P","2","H","C",6.37,3.355,2.663,14.512,3,12
"9591","S1159","T","16","S","0","D","A",11.04,14.15,2.66,38.013,3,4
"9592","S1159","T","16","S","0","H","B",11.04,14.15,2.66,38.013,7,12
"9593","S1159","T","16","S","0","H","C",11.04,14.15,2.66,38.013,32,19
"9594","S1159","T","16","S","0","H","E",11.04,14.15,2.66,38.013,19,47
"9595","S1159","T","16","S","0","P","A",11.04,14.15,2.66,38.013,11,9
"9596","S1159","T","16","S","0","S","C",11.04,14.15,2.66,38.013,28,42
"9597","S1159","T","16","S","1","H","C",10.348,10.88,0.997,26.317,5,12
"9598","S1159","T","16","S","1","H","C",10.348,10.88,0.997,26.317,5,1
"9599","S1159","T","16","S","2","H","C",6.37,3.355,2.663,14.512,3,20
"9600","S1159","U","11","C","0","D","E",29.754,15.58,0,0,14,20
"9601","S1159","U","12","C","0","D","E",14.643,11.653,0,0,9,20
"9602","S1159","U","13","C","0","D","E",29.13,13.317,0,0,18,20
"9603","S1159","U","13","P","0","D","E",27.476,6.125,0,0,18,20
"9604","S1159","U","13","S","0","D","E",27.174,6.278,0,0,18,20
"9605","S1159","U","14","C","0","D","E",29.269,15.084,0,0,14,20
"9606","S1159","U","15","C","0","D","E",30.825,11.255,0,0,14,20
"9607","S1160","A","11","C","0","H","A",6.04,2.624,6.104,22.743,2,15
"9608","S1160","A","11","C","0","H","A",6.04,2.624,6.104,22.743,12,8
"9609","S1160","A","11","C","0","H","B",6.04,2.624,6.104,22.743,7,10
"9610","S1160","A","11","C","0","H","C",6.04,2.624,6.104,22.743,64,72
"9611","S1160","A","11","C","0","H","E",6.04,2.624,6.104,22.743,21,33
"9612","S1160","A","11","C","0","M","A",6.04,2.624,6.104,22.743,7,27
"9613","S1160","A","11","C","0","P","A",6.04,2.624,6.104,22.743,11,15
"9614","S1160","A","11","C","0","P","A",6.04,2.624,6.104,22.743,13,15
"9615","S1160","A","11","C","0","S","A",6.04,2.624,6.104,22.743,58,67
"9616","S1160","A","11","C","1","H","C",3.538,2.681,2.681,8.447,8,33
"9618","S1160","A","21","C","0","H","A",7.7,19.007,3.7,106.242,2,33
"9619","S1160","A","21","C","0","H","A",7.7,19.007,3.7,106.242,7,29
"9620","S1160","A","21","C","0","H","B",7.7,19.007,3.7,106.242,7,4
"9621","S1160","A","21","C","0","H","C",7.7,19.007,3.7,106.242,5,1
"9622","S1160","A","21","C","0","H","C",7.7,19.007,3.7,106.242,58,59
"9623","S1160","A","21","C","0","H","E",7.7,19.007,3.7,106.242,23,31
"9624","S1160","A","21","C","0","M","A",7.7,19.007,3.7,106.242,7,20
"9625","S1160","A","21","C","0","P","A",7.7,19.007,3.7,106.242,16,20
"9626","S1160","A","21","C","0","S","A",7.7,19.007,3.7,106.242,51,59
"9627","S1160","A","21","C","1","H","C",7.708,10.355,4.22,26.317,28,27
"9628","S1160","A","21","C","2","H","C",7.708,10.355,4.22,28.375,28,27
"9630","S1160","A","31","C","0","E","A",11.815,24.6,5.238,173.28,15,1
"9631","S1160","A","31","C","0","H","A",11.815,24.6,5.238,173.28,2,28
"9632","S1160","A","31","C","0","H","A",11.815,24.6,5.238,173.28,4,14
"9633","S1160","A","31","C","0","H","B",11.815,24.6,5.238,173.28,7,7
"9634","S1160","A","31","C","0","H","C",11.815,24.6,5.238,173.28,3,4
"9635","S1160","A","31","C","0","H","C",11.815,24.6,5.238,173.28,57,79
"9636","S1160","A","31","C","0","H","E",11.815,24.6,5.238,173.28,24,27
"9637","S1160","A","31","C","0","M","A",11.815,24.6,5.238,173.28,15,54
"9638","S1160","A","31","C","0","P","A",11.815,24.6,5.238,173.28,19,39
"9639","S1160","A","31","C","0","S","A",11.815,24.6,5.238,173.28,42,62
"9640","S1160","A","31","C","1","H","C",6.8,9,4.9,26.858,34,33
"9641","S1160","A","31","C","2","H","C",7.755,5.66,4.51,15.162,34,33
"9642","S1160","A","31","C","3","H","C",6.8,9,4.9,26.858,34,33
"9643","S1160","A","31","C","4","H","C",7.755,5.66,4.51,15.162,34,33
"9645","S1160","A","41","C","0","D","A",11.814,25.982,5.49,145.447,12,8
"9646","S1160","A","41","C","0","E","A",11.814,25.982,5.49,145.447,14,3
"9647","S1160","A","41","C","0","E","A",11.814,25.982,5.49,145.447,10,7
"9648","S1160","A","41","C","0","H","A",11.814,25.982,5.49,145.447,5,12
"9649","S1160","A","41","C","0","H","A",11.814,25.982,5.49,145.447,3,19
"9650","S1160","A","41","C","0","H","B",11.814,25.982,5.49,145.447,7,8
"9651","S1160","A","41","C","0","H","C",11.814,25.982,5.49,145.447,3,3
"9652","S1160","A","41","C","0","H","C",11.814,25.982,5.49,145.447,72,60
"9653","S1160","A","41","C","0","H","E",11.814,25.982,5.49,145.447,21,29
"9654","S1160","A","41","C","0","M","A",11.814,25.982,5.49,145.447,12,61
"9655","S1160","A","41","C","0","M","A",11.814,25.982,5.49,145.447,10,29
"9656","S1160","A","41","C","0","P","A",11.814,25.982,5.49,145.447,11,12
"9657","S1160","A","41","C","0","S","A",11.814,25.982,5.49,145.447,43,47
"9658","S1160","A","41","C","0","S","B",11.814,25.982,5.49,145.447,10,7
"9659","S1160","A","41","C","0","S","C",11.814,25.982,5.49,145.447,10,20
"9660","S1160","A","41","C","1","H","C",14,5.4,2.59,20.36,18,45
"9661","S1160","A","41","C","2","H","C",14,5.4,2.59,19.386,18,45
"9662","S1160","B","11","C","0","D","A",12.66,14.08,2.18,74.835,7,9
"9663","S1160","B","11","C","0","H","A",12.66,14.08,2.18,74.835,2,29
"9664","S1160","B","11","C","0","H","A",12.66,14.08,2.18,74.835,2,16
"9665","S1160","B","11","C","0","H","B",12.66,14.08,2.18,74.835,7,4
"9666","S1160","B","11","C","0","H","C",12.66,14.08,2.18,74.835,3,1
"9667","S1160","B","11","C","0","H","C",12.66,14.08,2.18,74.835,22,32
"9668","S1160","B","11","C","1","D","A",12.66,14.08,2.165,47.002,7,13
"9669","S1160","B","11","C","1","H","C",12.66,14.08,2.165,47.002,3,2
"9670","S1160","B","11","C","1","H","C",12.66,14.08,2.165,47.002,15,10
"9671","S1160","B","12","C","0","D","A",12.7,20.721,2.18,119.888,5,10
"9672","S1160","B","12","C","0","H","A",12.7,20.721,2.18,119.888,2,29
"9673","S1160","B","12","C","0","H","A",12.7,20.721,2.18,119.888,2,12
"9674","S1160","B","12","C","0","H","B",12.7,20.721,2.18,119.888,7,6
"9675","S1160","B","12","C","0","H","C",12.7,20.721,2.18,119.888,3,3
"9676","S1160","B","12","C","0","H","C",12.7,20.721,2.18,119.888,25,25
"9677","S1160","B","12","C","1","D","A",12.7,11.86,2.165,46.461,8,13
"9678","S1160","B","12","C","1","H","C",12.7,11.86,2.165,46.461,3,3
"9679","S1160","B","12","C","1","H","C",12.7,11.86,2.165,46.461,8,17
"9680","S1160","B","12","C","2","H","C",12.7,8.86,2.165,29.891,3,3
"9681","S1160","B","12","C","2","H","C",12.7,8.86,2.165,29.891,8,17
"9682","S1160","B","13","C","G","D","A",13.93,32.2,7.787,280.822,9,1
"9683","S1160","B","13","C","G","H","E",13.93,32.2,7.787,280.822,24,27
"9684","S1160","B","13","C","G","P","A",13.93,32.2,7.787,280.822,21,21
"9685","S1160","B","13","C","G","S","A",13.93,32.2,7.787,280.822,14,10
"9686","S1160","B","13","P","0","D","A",13.93,13.36,7.787,153.028,6,10
"9687","S1160","B","13","P","0","H","A",13.93,13.36,7.787,153.028,5,19
"9688","S1160","B","13","P","0","H","A",13.93,13.36,7.787,153.028,7,23
"9689","S1160","B","13","P","0","H","B",13.93,13.36,7.787,153.028,8,14
