"","block_group","block_location","ship_type","weight","business","workday_plan","workday_record"
"45443","E","P","PC50",9,"CorpDL",6,11
"45444","E","S","PC50",9,"CorpDL",6,11
"45445","E","P","PC50",17,"CorpDL",8,11
"45446","E","S","PC50",17,"CorpDL",8,11
"45447","E","P","PC50",27,"CorpDL",7,11
"45448","E","S","PC50",27,"CorpDL",7,11
"45449","E","P","PC50",11,"CorpKHseongpo",5,38
"45450","E","S","PC50",19,"CorpKHseongpo",5,38
"45451","E","P","PC50",25,"CorpKHseongpo",7,38
"45452","E","S","PC50",24,"CorpKHseongpo",7,38
"45453","E","P","PC50",7,"CorpKHseongpo",4,38
"45454","E","C","PC50",18,"1YARD",7,13
"45455","F","C","PC50",16,"CorpKHseongpo",9,27
"45456","F","C","PC50",32,"CorpKHseongpo",7,27
"45457","F","P","PC50",13,"CorpKHseongpo",11,32
"45458","F","S","PC50",12,"CorpKHseongpo",11,32
"45459","F","P","PC50",27,"CorpKHseongpo",7,32
"45460","F","S","PC50",11,"CorpKHseongpo",7,32
"45461","F","P","PC50",10,"CorpKHseongpo",9,32
"45462","F","S","PC50",10,"CorpKHseongpo",9,32
"45463","F","P","PC50",8,"CorpKHseongpo",9,31
"45464","F","S","PC50",8,"CorpKHseongpo",9,31
"45465","F","P","PC50",32,"CorpKHseongpo",5,31
"45466","F","S","PC50",31,"CorpKHseongpo",5,31
"45467","F","P","PC50",10,"CorpKHseongpo",9,31
"45468","F","S","PC50",9,"CorpKHseongpo",9,31
"45469","F","C","PC50",3,"CorpKHseongpo",3,25
"45470","F","P","PC50",2,"CorpKHseongpo",3,25
"45471","F","S","PC50",2,"CorpKHseongpo",3,25
"45472","F","P","PC50",2,"CorpKHseongpo",3,25
"45473","F","S","PC50",2,"CorpKHseongpo",3,25
"45478","F","P","PC50",3,"CorpKHseongpo",3,28
"45487","H","P","PC50",10,"CorpKHseongpo",8,41
"45488","H","S","PC50",9,"CorpKHseongpo",8,41
"45489","H","P","PC50",23,"CorpKHseongpo",7,41
"45490","H","S","PC50",23,"CorpKHseongpo",7,41
"45491","H","P","PC50",24,"CorpKHseongpo",7,41
"45492","H","S","PC50",24,"CorpKHseongpo",7,41
"45493","H","P","PC50",16,"CorpKHseongpo",8,41
"45494","H","S","PC50",16,"CorpKHseongpo",8,41
"45497","H","P","PC50",57,"CorpKHMT",6,25
"45498","H","S","PC50",57,"CorpKHMT",6,25
"45499","L","C","PC50",30,"CorpWDHI",3,25
"45500","L","C","PC50",53,"CorpWDHI",3,25
"45501","L","C","PC50",25,"CorpWDHI",3,21
"45502","L","C","PC50",55,"CorpWDHI",3,21
"45503","L","C","PC50",26,"CorpDKHI",5,13
"45504","L","C","PC50",38,"CorpDKHI",5,13
"45505","L","C","PC50",23,"CorpDKHI",3,15
"45506","L","C","PC50",36,"CorpDKHI",5,15
"45507","L","C","PC50",36,"CorpDKHI",3,19
"45508","L","C","PC50",21,"CorpDKHI",5,19
"45509","L","C","PC50",40,"CorpDKHI",5,10
"45510","L","C","PC50",25,"CorpDKHI",3,10
"45511","L","C","PC50",26,"CorpDKHI",5,14
"45512","L","C","PC50",20,"CorpDKHI",3,14
"45513","L","C","PC50",41,"CorpDKHI",3,12
"45514","L","C","PC50",26,"CorpDKHI",3,12
"45522","M","P","PC50",30,"CorpOrientalJH",3,13
"45523","M","S","PC50",37,"CorpOrientalJH",3,13
"45524","M","C","PC50",30,"CorpOrientalJH",3,13
"45525","S","P","PC50",24,"2YARD",3,39
"45526","S","S","PC50",24,"2YARD",3,39
"45527","S","P","PC50",19,"2YARD",7,39
"45528","S","S","PC50",19,"2YARD",7,39
"45529","S","P","PC50",10,"2YARD",5,39
"45530","S","S","PC50",10,"2YARD",5,39
"45531","S","P","PC50",21,"2YARD",3,39
"45532","S","S","PC50",21,"2YARD",3,39
"45533","S","P","PC50",34,"1YARD",5,38
"45534","S","S","PC50",34,"1YARD",5,38
"45535","S","P","PC50",43,"1YARD",7,38
"45536","S","S","PC50",43,"1YARD",7,38
"45537","S","P","PC50",8,"1YARD",5,38
"45538","S","S","PC50",8,"1YARD",5,38
"45539","S","P","PC50",16,"1YARD",5,38
"45540","S","S","PC50",16,"1YARD",5,38
"45541","S","P","PC50",43,"1YARD",9,38
"45542","S","S","PC50",43,"1YARD",9,38
"45543","S","P","PC50",6,"1YARD",3,38
"45544","S","S","PC50",6,"1YARD",3,38
"45545","S","P","PC50",32,"1YARD",5,38
"45546","S","S","PC50",32,"1YARD",5,38
"45547","S","P","PC50",36,"1YARD",7,38
"45548","S","S","PC50",36,"1YARD",7,38
"45549","S","P","PC50",7,"1YARD",5,38
"45550","S","S","PC50",7,"1YARD",5,38
"45551","S","P","PC50",14,"1YARD",5,38
"45552","S","S","PC50",14,"1YARD",5,38
"45553","S","P","PC50",32,"1YARD",9,38
"45554","S","S","PC50",32,"1YARD",9,38
"45555","S","P","PC50",13,"1YARD",3,38
"45556","S","S","PC50",13,"1YARD",3,38
"45557","S","P","PC50",5,"1YARD",3,38
"45558","S","S","PC50",5,"1YARD",3,38
"45559","S","P","PC50",30,"1YARD",3,42
"45560","S","S","PC50",29,"1YARD",3,42
"45561","S","P","PC50",35,"1YARD",7,42
"45562","S","S","PC50",35,"1YARD",7,42
"45563","S","P","PC50",7,"1YARD",3,42
"45564","S","S","PC50",7,"1YARD",3,42
"45565","S","P","PC50",13,"1YARD",3,42
"45566","S","S","PC50",13,"1YARD",3,42
"45567","S","P","PC50",30,"1YARD",9,42
"45568","S","S","PC50",30,"1YARD",9,42
"45569","S","P","PC50",13,"1YARD",3,42
"45570","S","S","PC50",13,"1YARD",3,42
"45571","S","P","PC50",5,"1YARD",5,42
"45572","S","S","PC50",5,"1YARD",5,42
"45587","S","P","PC50",29,"CorpKane",9,21
"45588","S","S","PC50",29,"CorpKane",9,21
"45589","S","P","PC50",42,"CorpKane",6,21
"45590","S","S","PC50",42,"CorpKane",6,21
"45591","S","P","PC50",24,"CorpKane",6,21
"45592","S","S","PC50",24,"CorpKane",6,21
"45593","S","P","PC50",11,"CorpKane",3,21
"45594","S","S","PC50",11,"CorpKane",3,21
"45597","T","P","PC50",35,"CorpDKHI",3,16
"45598","T","S","PC50",35,"CorpDKHI",3,16
"45601","T","P","PC50",34,"CorpDKHI",3,27
"45602","T","S","PC50",35,"CorpDKHI",3,27
"45603","T","P","PC50",34,"CorpDKHI",4,25
"45604","T","S","PC50",35,"CorpDKHI",4,25
"45605","T","P","PC50",29,"CorpDKHI",3,22
"45606","T","S","PC50",29,"CorpDKHI",3,22
"45610","B","C","PC50",52,"1YARD",2,43
"45611","B","P","PC50",52,"1YARD",3,43
"45612","B","S","PC50",35,"1YARD",3,43
"45613","B","C","PC50",64,"1YARD",3,32
"45614","B","P","PC50",60,"1YARD",5,32
"45615","B","S","PC50",41,"1YARD",5,32
"45616","B","C","PC50",53,"1YARD",3,33
"45617","B","P","PC50",52,"1YARD",5,33
"45618","B","S","PC50",35,"1YARD",5,33
"45619","B","C","PC50",52,"1YARD",3,33
"45620","B","P","PC50",52,"1YARD",5,33
"45621","B","S","PC50",36,"1YARD",5,33
"45622","B","C","PC50",79,"1YARD",3,32
"45623","B","P","PC50",43,"1YARD",5,32
"45624","B","S","PC50",36,"1YARD",5,32
"45625","B","C","PC50",55,"1YARD",5,35
"45626","B","P","PC50",47,"1YARD",5,35
"45627","B","S","PC50",29,"1YARD",5,35
"45628","B","C","PC50",25,"1YARD",3,37
"45629","B","C","PC50",45,"1YARD",3,37
"45630","D","P","PC50",63,"KLHI",4,11
"45631","D","S","PC50",39,"KLHI",6,11
"45632","D","P","PC50",11,"KLHI",3,11
"45633","D","S","PC50",8,"KLHI",3,11
"45642","D","P","PC50",65,"KLHI",6,9
"45643","D","S","PC50",39,"KLHI",6,9
"45646","D","P","PC50",9,"KLHI",5,23
"45647","D","S","PC50",9,"KLHI",5,23
"45648","E","C","PC50",20,"1YARD",9,31
"45649","E","C","PC50",66,"1YARD",5,31
"45650","E","C","PC50",18,"1YARD",9,26
"45651","E","C","PC50",20,"1YARD",5,26
"45652","E","P","PC50",29,"1YARD",5,26
"45653","E","S","PC50",16,"1YARD",5,26
"45654","E","P","PC50",37,"1YARD",8,10
"45655","E","S","PC50",40,"1YARD",8,10
"45656","E","P","PC50",14,"1YARD",8,7
"45657","E","S","PC50",14,"1YARD",8,7
"45658","E","P","PC50",18,"1YARD",9,36
"45659","E","S","PC50",20,"1YARD",9,36
"45660","E","P","PC50",10,"1YARD",7,36
"45661","E","S","PC50",16,"1YARD",7,36
"45662","E","P","PC50",33,"CorpKane",8,21
"45663","E","S","PC50",42,"CorpKane",8,21
"45664","E","P","PC50",12,"CorpKane",6,21
"45665","E","P","PC50",35,"CorpKane",7,21
"45666","E","S","PC50",36,"CorpKane",7,21
"45667","E","P","PC50",12,"CorpKane",6,21
"45668","E","S","PC50",11,"CorpKane",6,21
"45669","E","P","PC50",9,"CorpKane",6,21
"45670","E","S","PC50",9,"CorpKane",6,21
"45673","E","P","PC50",27,"CorpKane",7,17
"45675","E","P","PC50",21,"CorpKane",7,24
"45676","E","S","PC50",23,"CorpKane",7,24
"45677","E","P","PC50",11,"CorpKane",4,24
"45678","E","P","PC50",33,"CorpKane",7,24
"45679","E","S","PC50",40,"CorpKane",7,24
"45680","E","P","PC50",9,"CorpKane",4,24
"45681","E","S","PC50",10,"CorpKane",4,24
"45682","E","P","PC50",11,"CorpKane",5,26
"45683","E","S","PC50",19,"CorpKane",5,26
"45684","E","P","PC50",25,"CorpKane",7,26
"45685","E","S","PC50",24,"CorpKane",5,26
"45686","E","P","PC50",7,"CorpKane",4,26
"45687","E","C","PC50",18,"2YARD",7,12
"45688","F","C","PC50",16,"2YARD",10,31
"45689","F","C","PC50",32,"2YARD",5,31
"45690","F","P","PC50",13,"2YARD",9,43
"45691","F","S","PC50",13,"2YARD",9,43
"45692","F","C","PC50",29,"2YARD",7,43
"45693","F","C","PC50",5,"2YARD",9,27
"45694","F","C","PC50",18,"2YARD",7,27
"45695","F","C","PC50",15,"2YARD",7,27
"45696","F","P","PC50",6,"2YARD",9,27
"45697","F","S","PC50",6,"2YARD",9,27
"45698","F","P","PC50",13,"CorpDL",9,37
"45699","F","S","PC50",12,"CorpDL",9,37
"45700","F","P","PC50",27,"CorpDL",7,37
"45701","F","S","PC50",11,"CorpDL",7,37
"45702","F","P","PC50",10,"CorpDL",9,37
"45703","F","S","PC50",10,"CorpDL",9,37
"45704","F","C","PC50",3,"CorpDL",5,9
"45705","F","P","PC50",2,"CorpDL",5,9
"45706","F","S","PC50",2,"CorpDL",5,9
"45707","F","P","PC50",2,"CorpDL",5,9
"45708","F","S","PC50",2,"CorpDL",5,9
"45713","H","P","PC50",10,"2YARD",9,32
"45714","H","S","PC50",9,"2YARD",9,32
"45715","H","P","PC50",23,"2YARD",7,32
"45716","H","S","PC50",23,"2YARD",7,32
"45717","H","P","PC50",24,"2YARD",7,32
"45718","H","S","PC50",24,"2YARD",7,32
"45719","H","P","PC50",16,"2YARD",9,32
"45720","H","S","PC50",16,"2YARD",9,32
"45721","H","P","PC50",27,"2YARD",9,41
"45722","H","S","PC50",27,"2YARD",9,41
"45723","H","P","PC50",57,"2YARD",7,41
"45724","H","S","PC50",57,"2YARD",7,41
"45731","L","C","PC50",23,"CorpKSP",3,12
"45732","L","C","PC50",36,"CorpKSP",4,12
"45733","L","C","PC50",36,"CorpKSP",3,12
"45734","L","C","PC50",21,"CorpKSP",4,12
"45735","L","C","PC50",40,"CorpKSP",3,16
"45736","L","C","PC50",25,"CorpKSP",3,16
"45737","L","C","PC50",26,"CorpKSP",3,14
"45738","L","C","PC50",20,"CorpKSP",3,14
"45739","L","C","PC50",41,"CorpKSP",3,9
"45740","L","C","PC50",26,"CorpKSP",3,9
"45741","L","C","PC50",37,"CorpKSP",5,16
"45742","L","C","PC50",18,"CorpKSP",3,16
"45747","M","S","PC50",33,"CorpOrientalJH",4,34
"45748","M","P","PC50",4,"CorpOrientalJH",3,31
"45749","M","S","PC50",4,"CorpOrientalJH",3,31
"45752","M","C","PC50",39,"CorpOrientalJH",3,31
"45753","S","P","PC50",34,"1YARD",3,43
"45754","S","S","PC50",34,"1YARD",3,43
"45755","S","P","PC50",43,"1YARD",7,43
"45756","S","S","PC50",43,"1YARD",7,43
"45757","S","P","PC50",8,"1YARD",3,43
"45758","S","S","PC50",8,"1YARD",3,43
"45759","S","P","PC50",16,"1YARD",3,43
"45760","S","S","PC50",16,"1YARD",3,43
"45761","S","P","PC50",43,"1YARD",9,43
"45762","S","S","PC50",43,"1YARD",9,43
"45763","S","P","PC50",6,"1YARD",4,43
"45764","S","S","PC50",6,"1YARD",4,43
"45765","S","P","PC50",29,"1YARD",3,30
"45766","S","S","PC50",29,"1YARD",3,30
"45767","S","P","PC50",38,"1YARD",7,30
"45768","S","S","PC50",38,"1YARD",7,30
"45769","S","P","PC50",12,"1YARD",5,30
"45770","S","S","PC50",12,"1YARD",5,30
"45771","S","P","PC50",12,"1YARD",4,30
"45772","S","S","PC50",12,"1YARD",4,30
"45773","S","P","PC50",43,"1YARD",7,30
"45774","S","S","PC50",43,"1YARD",7,30
"45775","S","P","PC50",6,"1YARD",10,30
"45776","S","S","PC50",6,"1YARD",10,30
"45777","S","P","PC50",25,"1YARD",7,31
"45778","S","S","PC50",23,"1YARD",7,31
"45779","S","P","PC50",20,"1YARD",7,31
"45780","S","S","PC50",20,"1YARD",7,31
"45781","S","P","PC50",16,"1YARD",3,31
"45782","S","S","PC50",16,"1YARD",3,31
"45783","S","P","PC50",5,"1YARD",5,31
"45784","S","S","PC50",5,"1YARD",5,31
"45785","S","P","PC50",4,"1YARD",5,31
"45786","S","S","PC50",4,"1YARD",5,31
"45787","S","P","PC50",12,"1YARD",5,31
"45788","S","S","PC50",12,"1YARD",5,31
"45789","S","P","PC50",17,"1YARD",5,31
"45790","S","S","PC50",17,"1YARD",5,31
"45791","T","P","PC50",29,"DHMC",3,29
"45792","T","S","PC50",29,"DHMC",3,29
"45793","T","P","PC50",35,"DHMC",5,29
"45794","T","S","PC50",35,"DHMC",5,29
"45797","T","P","PC50",34,"DHMC",3,22
"45798","T","S","PC50",35,"DHMC",3,22
"45799","T","P","PC50",34,"DHMC",3,13
"45800","T","S","PC50",35,"DHMC",3,13
"45801","T","P","PC50",29,"DHMC",5,13
"45802","T","S","PC50",29,"DHMC",5,13
"45806","D","P","PC50",63,"CorpHYIndustry",4,14
"45807","D","S","PC50",39,"CorpHYIndustry",4,14
"45808","D","P","PC50",11,"CorpHYIndustry",3,14
"45809","D","S","PC50",8,"CorpHYIndustry",3,14
"45810","D","P","PC50",67,"CorpHYIndustry",4,12
"45811","D","S","PC50",42,"CorpHYIndustry",6,12
"45814","D","P","PC50",63,"CorpHYIndustry",6,10
"45815","D","S","PC50",36,"CorpHYIndustry",6,10
"45817","D","S","PC50",40,"CorpHYIndustry",6,10
"45818","D","P","PC50",56,"CorpHYIndustry",7,20
"45819","D","S","PC50",31,"CorpHYIndustry",7,20
"45822","D","P","PC50",65,"CorpHYIndustry",4,12
"45823","D","S","PC50",39,"CorpHYIndustry",4,12
"45826","D","P","PC50",9,"CorpHYIndustry",3,12
"45827","D","S","PC50",9,"CorpHYIndustry",3,12
"45828","E","C","PC50",20,"1YARD",9,37
"45829","E","C","PC50",66,"1YARD",7,37
"45830","E","C","PC50",18,"1YARD",9,24
"45831","E","C","PC50",20,"1YARD",7,24
"45832","E","P","PC50",29,"1YARD",3,24
"45833","E","S","PC50",16,"1YARD",3,24
"45834","E","P","PC50",37,"1YARD",9,20
"45835","E","S","PC50",40,"1YARD",9,20
"45836","E","P","PC50",14,"1YARD",11,12
"45837","E","S","PC50",14,"1YARD",11,12
"45838","E","C","PC50",18,"1YARD",7,21
"45839","F","P","PC50",13,"CorpWDHI",11,15
"45840","F","S","PC50",13,"CorpWDHI",11,15
"45841","F","C","PC50",29,"CorpWDHI",5,15
"45842","F","C","PC50",3,"CorpKHseongpo",3,28
"45843","F","P","PC50",2,"CorpKHseongpo",3,28
"45844","F","S","PC50",2,"CorpKHseongpo",3,28
"45845","F","P","PC50",2,"CorpKHseongpo",3,28
"45846","F","S","PC50",2,"CorpKHseongpo",3,28
"45850","F","P","PC50",3,"CorpKHseongpo",3,35
"45851","L","C","PC50",26,"CorpWDHI",5,38
"45852","L","C","PC50",38,"CorpWDHI",5,38
"45853","L","C","PC50",40,"CorpWDHI",5,32
"45854","L","C","PC50",25,"CorpWDHI",5,32
"45859","M","P","PC50",11,"CorpOrientalJH",5,33
"45860","M","S","PC50",11,"CorpOrientalJH",5,33
"45868","M","P","PC50",4,"CorpOrientalJH",3,33
"45869","M","S","PC50",4,"CorpOrientalJH",3,33
"45871","T","P","PC50",29,"CorpWDHI",3,30
"45872","T","S","PC50",29,"CorpWDHI",3,30
"45873","T","P","PC50",35,"CorpWDHI",5,30
"45874","T","S","PC50",35,"CorpWDHI",5,30
"45875","T","P","PC50",34,"CorpWDHI",5,21
"45876","T","S","PC50",35,"CorpWDHI",5,21
"45877","T","P","PC50",34,"CorpWDHI",3,10
"45878","T","S","PC50",35,"CorpWDHI",3,10
"45879","T","P","PC50",34,"CorpWDHI",3,14
"45880","T","S","PC50",35,"CorpWDHI",3,14
"45881","T","P","PC50",29,"CorpWDHI",5,11
"45882","T","S","PC50",29,"CorpWDHI",5,11
"45883","A","C","PC31",17,"CorpDW",9,34
"45884","A","C","PC31",14,"CorpDW",3,34
"45885","A","C","PC31",16,"CorpDW",3,34
"45886","A","P","PC31",23,"2YARD",7,37
"45887","A","S","PC31",23,"2YARD",7,37
"45888","A","P","PC31",93,"2YARD",6,37
"45889","A","S","PC31",34,"2YARD",4,37
"45890","A","P","PC31",23,"2YARD",7,39
"45891","A","S","PC31",23,"2YARD",7,39
"45892","A","P","PC31",56,"2YARD",7,39
"45893","A","S","PC31",41,"2YARD",7,39
"45894","A","P","PC31",10,"2YARD",7,39
"45895","A","S","PC31",6,"2YARD",7,39
"45896","A","P","PC31",12,"2YARD",7,39
"45897","B","P","PC31",85,"2YARD",3,27
"45898","B","S","PC31",95,"2YARD",3,27
"45899","B","P","PC31",68,"2YARD",7,27
"45900","B","S","PC31",61,"2YARD",5,27
"45901","D","P","PC31",63,"CorpDL",7,23
"45902","D","S","PC31",61,"CorpDL",7,23
"45903","D","P","PC31",19,"CorpDL",7,23
"45904","D","S","PC31",19,"CorpDL",7,23
"45905","D","S","PC31",15,"CorpDL",7,23
"45906","D","P","PC31",12,"CorpDL",7,23
"45907","D","S","PC31",12,"CorpDL",7,23
"45908","D","P","PC31",87,"CorpDL",5,7
"45909","D","S","PC31",82,"CorpDL",7,7
"45910","D","S","PC31",31,"CorpDL",5,7
"45911","D","P","PC31",74,"CorpDL",7,6
"45912","D","S","PC31",70,"CorpDL",7,6
"45913","D","P","PC31",21,"CorpDL",7,6
"45914","D","S","PC31",26,"CorpDL",7,6
"45915","D","S","PC31",19,"CorpDL",7,6
"45916","D","P","PC31",72,"CorpDL",5,7
"45917","D","S","PC31",68,"CorpDL",7,7
"45918","D","S","PC31",24,"CorpDL",5,7
"45919","D","P","PC31",75,"CorpDL",7,34
"45920","D","S","PC31",71,"CorpDL",7,34
"45921","D","P","PC31",21,"CorpDL",7,34
"45922","D","S","PC31",26,"CorpDL",7,34
"45923","D","S","PC31",19,"CorpDL",7,34
"45924","D","P","PC31",77,"CorpDL",5,18
"45925","D","S","PC31",72,"CorpDL",7,18
"45926","D","S","PC31",24,"CorpDL",5,18
"45927","D","P","PC31",74,"CorpDL",7,4
"45928","D","S","PC31",70,"CorpDL",7,4
"45929","D","P","PC31",21,"CorpDL",7,4
"45930","D","S","PC31",26,"CorpDL",7,4
"45931","D","S","PC31",19,"CorpDL",7,4
"45932","D","P","PC31",72,"CorpDL",5,4
"45933","D","S","PC31",68,"CorpDL",7,4
"45934","D","S","PC31",24,"CorpDL",5,4
"45935","D","P","PC31",73,"CorpDL",7,14
"45936","D","S","PC31",69,"CorpDL",7,14
"45937","D","P","PC31",21,"CorpDL",5,14
"45938","D","S","PC31",26,"CorpDL",5,14
"45939","D","S","PC31",19,"CorpDL",7,14
"45940","D","P","PC31",61,"CorpDL",7,9
"45941","D","S","PC31",57,"CorpDL",7,9
"45942","D","S","PC31",23,"CorpDL",7,9
"45943","D","P","PC31",14,"CorpDL",7,27
"45944","D","S","PC31",14,"CorpDL",7,27
"45945","E","C","PC31",59,"2YARD",9,23
"45946","E","C","PC31",131,"2YARD",7,23
"45947","E","C","PC31",23,"2YARD",11,19
"45948","E","C","PC31",35,"2YARD",7,19
"45949","E","P","PC31",43,"2YARD",7,19
"45950","E","S","PC31",27,"2YARD",7,19
"45951","E","P","PC31",33,"2YARD",7,32
"45952","E","S","PC31",36,"2YARD",7,32
"45953","E","P","PC31",46,"2YARD",7,32
"45954","E","S","PC31",54,"2YARD",7,32
"45955","E","P","PC31",30,"2YARD",7,24
"45956","E","S","PC31",30,"2YARD",7,24
"45957","E","C","PC31",28,"1YARD",7,19
"45958","F","P","PC31",33,"CorpDW",8,29
"45959","F","S","PC31",33,"CorpDW",8,29
"45960","F","P","PC31",20,"CorpDW",7,29
"45961","F","S","PC31",24,"CorpDW",7,29
"45962","F","P","PC31",19,"CorpDW",7,29
"45963","F","S","PC31",23,"CorpDW",7,29
"45984","H","P","PC31",48,"CorpKSP",9,20
"45985","H","S","PC31",48,"CorpKSP",9,20
"45986","H","P","PC31",42,"CorpKSP",7,20
"45987","H","S","PC31",42,"CorpKSP",7,20
"45990","H","P","PC31",44,"CorpKSP",7,18
"45992","L","C","PC31",65,"2YARD",7,39
"45993","L","C","PC31",38,"2YARD",7,39
"45994","L","C","PC31",65,"2YARD",7,33
"45995","L","C","PC31",67,"2YARD",7,33
"45996","L","C","PC31",67,"1YARD",7,29
"45997","M","P","PC31",32,"STX",5,21
"45998","M","S","PC31",30,"STX",5,21
"45999","M","P","PC31",35,"STX",3,19
"46000","M","S","PC31",34,"STX",3,19
"46001","M","P","PC31",34,"STX",3,27
"46002","M","S","PC31",32,"STX",3,27
"46003","M","C","PC31",26,"STX",5,11
"46006","M","P","PC31",9,"STX",3,10
"46007","M","S","PC31",9,"STX",3,10
"46008","M","C","PC31",14,"STX",3,9
"46009","M","C","PC31",14,"STX",3,9
"46010","M","C","PC31",38,"STX",3,9
"46011","T","P","PC31",39,"2YARD",7,31
"46012","T","P","PC31",60,"1YARD",7,37
"46013","T","P","PC31",60,"1YARD",7,21
"46014","T","P","PC31",60,"1YARD",7,32
"46015","T","P","PC31",60,"1YARD",7,17
"46016","T","P","PC31",60,"1YARD",5,29
"46020","A","P","PC31",18,"CorpDW",6,35
"46021","A","S","PC31",19,"CorpDW",6,35
"46022","A","C","PC31",30,"CorpDW",5,35
"46023","A","P","PC31",54,"CorpDW",7,35
"46024","A","S","PC31",53,"CorpDW",7,35
"46025","A","C","PC31",12,"CorpDW",3,35
"46030","A","P","PC31",23,"CorpDSHI",9,35
"46031","A","S","PC31",23,"CorpDSHI",9,35
"46032","A","P","PC31",56,"CorpDSHI",7,35
"46033","A","S","PC31",41,"CorpDSHI",7,35
"46034","A","P","PC31",10,"CorpDSHI",6,35
"46035","A","S","PC31",6,"CorpDSHI",6,35
"46036","A","P","PC31",12,"CorpDSHI",6,35
"46037","B","P","PC31",63,"1YARD",23,31
"46038","B","S","PC31",72,"1YARD",23,31
"46039","B","P","PC31",52,"1YARD",25,31
"46040","B","S","PC31",47,"1YARD",25,31
"46041","B","P","PC31",85,"1YARD",5,24
"46042","B","S","PC31",95,"1YARD",5,24
"46043","B","P","PC31",68,"1YARD",7,24
"46044","B","S","PC31",61,"1YARD",7,24
"46045","B","P","PC31",75,"1YARD",5,25
"46046","B","S","PC31",84,"1YARD",5,25
"46047","B","P","PC31",63,"1YARD",7,25
"46048","B","S","PC31",58,"1YARD",7,25
"46049","B","P","PC31",86,"1YARD",23,23
"46050","B","S","PC31",95,"1YARD",21,23
"46051","B","P","PC31",67,"1YARD",24,23
"46052","B","S","PC31",60,"1YARD",24,23
"46053","B","P","PC31",75,"1YARD",23,25
"46054","B","S","PC31",84,"1YARD",21,25
"46055","B","P","PC31",62,"1YARD",24,25
"46056","B","S","PC31",57,"1YARD",24,25
"46057","B","P","PC31",63,"2YARD",24,41
"46058","B","S","PC31",58,"2YARD",24,41
"46059","B","P","PC31",75,"2YARD",25,41
"46060","B","S","PC31",84,"2YARD",25,41
"46061","D","P","PC31",63,"CorpDL",5,22
"46062","D","S","PC31",61,"CorpDL",5,22
"46063","D","P","PC31",19,"CorpDL",7,22
"46064","D","S","PC31",19,"CorpDL",7,22
"46065","D","S","PC31",15,"CorpDL",7,22
"46066","D","P","PC31",12,"CorpDL",7,22
"46067","D","S","PC31",12,"CorpDL",7,22
"46068","D","P","PC31",87,"CorpDL",8,18
"46069","D","S","PC31",82,"CorpDL",7,18
"46070","D","S","PC31",31,"CorpDL",8,18
"46071","D","P","PC31",74,"CorpDL",7,14
"46072","D","S","PC31",70,"CorpDL",7,14
"46073","D","P","PC31",21,"CorpDL",7,14
"46074","D","S","PC31",26,"CorpDL",7,14
"46075","D","S","PC31",19,"CorpDL",7,14
"46076","D","P","PC31",72,"CorpDL",7,12
"46077","D","S","PC31",68,"CorpDL",7,12
"46078","D","S","PC31",24,"CorpDL",7,12
"46079","D","P","PC31",75,"CorpDL",7,23
"46080","D","S","PC31",71,"CorpDL",7,23
"46081","D","P","PC31",21,"CorpDL",7,23
"46082","D","S","PC31",26,"CorpDL",7,23
"46083","D","S","PC31",19,"CorpDL",7,23
"46084","D","P","PC31",77,"CorpDL",5,23
"46085","D","S","PC31",72,"CorpDL",7,23
"46086","D","S","PC31",24,"CorpDL",5,23
"46087","D","P","PC31",74,"CorpDL",7,13
"46088","D","S","PC31",70,"CorpDL",7,13
"46089","D","P","PC31",21,"CorpDL",7,13
"46090","D","S","PC31",26,"CorpDL",7,13
"46091","D","S","PC31",19,"CorpDL",7,13
"46092","D","P","PC31",72,"CorpDL",7,43
"46093","D","S","PC31",68,"CorpDL",7,43
"46094","D","S","PC31",24,"CorpDL",7,43
"46095","D","P","PC31",73,"CorpDL",7,6
"46096","D","S","PC31",69,"CorpDL",7,6
"46097","D","P","PC31",21,"CorpDL",7,6
"46098","D","S","PC31",26,"CorpDL",7,6
"46099","D","S","PC31",19,"CorpDL",7,6
"46100","D","P","PC31",61,"CorpDL",7,4
"46101","D","S","PC31",57,"CorpDL",7,4
"46102","D","S","PC31",23,"CorpDL",7,4
"46103","D","P","PC31",71,"CorpDL",7,17
"46104","D","S","PC31",51,"CorpDL",7,17
"46105","D","P","PC31",21,"CorpDL",7,17
"46106","D","S","PC31",12,"CorpDL",7,17
"46107","D","S","PC31",19,"CorpDL",7,17
"46108","D","P","PC31",41,"CorpDL",7,20
"46109","D","S","PC31",38,"CorpDL",5,20
"46110","D","S","PC31",25,"CorpDL",7,20
"46111","D","P","PC31",14,"CorpDL",7,13
"46112","D","S","PC31",14,"CorpDL",7,13
"46113","E","C","PC31",59,"2YARD",9,34
"46114","E","C","PC31",131,"2YARD",7,34
"46115","E","C","PC31",23,"2YARD",9,11
"46116","E","C","PC31",35,"2YARD",5,11
"46117","E","P","PC31",43,"2YARD",5,11
"46118","E","S","PC31",27,"2YARD",5,11
"46119","E","P","PC31",33,"1YARD",7,26
"46120","E","S","PC31",36,"1YARD",7,26
"46121","E","P","PC31",46,"1YARD",5,26
"46122","E","S","PC31",54,"1YARD",5,26
"46123","E","P","PC31",30,"2YARD",7,39
"46124","E","S","PC31",30,"2YARD",7,39
"46125","E","P","PC31",68,"2YARD",7,32
"46126","E","S","PC31",68,"2YARD",7,32
