"","block_group","block_location","ship_type","weight","business","workday_plan","workday_record"
"13859","S","S","BC51",90,"2YARD",5,5
"13860","S","P","BC51",120,"2YARD",5,5
"13861","S","S","BC51",120,"2YARD",5,5
"13862","S","P","BC51",57,"2YARD",5,6
"13863","S","S","BC51",57,"2YARD",5,4
"13864","S","P","BC51",92,"2YARD",5,3
"13865","S","S","BC51",91,"2YARD",5,12
"13866","S","P","BC51",120,"2YARD",5,17
"13867","S","S","BC51",120,"2YARD",5,3
"13868","S","P","BC51",93,"2YARD",5,2
"13869","S","S","BC51",93,"2YARD",5,11
"13870","S","P","BC51",130,"2YARD",5,12
"13871","S","S","BC51",130,"2YARD",5,2
"13872","S","P","BC51",42,"2YARD",5,4
"13873","S","S","BC51",42,"2YARD",5,2
"13874","S","P","BC51",79,"2YARD",5,5
"13875","S","S","BC51",79,"2YARD",5,7
"13876","S","P","BC51",130,"2YARD",5,14
"13877","S","S","BC51",130,"2YARD",5,16
"13878","S","P","BC51",46,"2YARD",5,16
"13879","S","S","BC51",46,"2YARD",5,6
"13880","S","P","BC51",88,"2YARD",5,13
"13881","S","S","BC51",88,"2YARD",5,17
"13882","S","P","BC51",130,"2YARD",5,3
"13883","S","S","BC51",130,"2YARD",5,3
"13884","S","P","BC51",48,"2YARD",5,17
"13885","S","S","BC51",48,"2YARD",5,3
"13886","S","P","BC51",70,"2YARD",5,3
"13887","S","S","BC51",70,"2YARD",5,11
"13888","S","P","BC51",140,"2YARD",5,17
"13889","S","S","BC51",140,"2YARD",5,3
"13890","S","P","BC51",90,"2YARD",5,4
"13891","S","S","BC51",90,"2YARD",5,13
"13892","S","P","BC51",75,"2YARD",5,3
"13893","S","S","BC51",75,"2YARD",5,2
"13894","S","P","BC51",75,"2YARD",5,3
"13895","S","S","BC51",75,"2YARD",5,2
"13896","T","P","BC51",20,"DHMC",5,11
"13897","T","S","BC51",19,"DHMC",5,11
"13898","T","P","BC51",56,"DHMC",5,11
"13899","T","S","BC51",58,"DHMC",5,11
"13900","T","P","BC51",57,"DHMC",5,18
"13901","T","S","BC51",34,"DHMC",5,18
"13902","T","P","BC51",36,"DHMC",5,18
"13903","T","S","BC51",60,"DHMC",5,18
"13904","T","P","BC51",68,"DHMC",5,15
"13905","T","S","BC51",69,"DHMC",5,15
"13906","T","P","BC51",36,"DHMC",5,15
"13907","T","S","BC51",38,"DHMC",5,15
"13908","T","P","BC51",50,"DHMC",5,8
"13909","T","S","BC51",63,"DHMC",5,8
"13910","T","P","BC51",46,"DHMC",5,8
"13911","T","S","BC51",48,"DHMC",5,8
"13912","T","P","BC51",48,"DHMC",5,14
"13913","T","S","BC51",49,"DHMC",5,14
"13914","T","P","BC51",46,"DHMC",5,14
"13915","T","S","BC51",48,"DHMC",5,14
"13916","T","P","BC51",48,"DHMC",5,14
"13917","T","S","BC51",48,"DHMC",5,14
"13918","T","P","BC51",46,"DHMC",5,14
"13919","T","S","BC51",48,"DHMC",5,14
"13920","T","P","BC51",50,"DHMC",5,10
"13921","T","S","BC51",50,"DHMC",5,10
"13922","T","P","BC51",44,"DHMC",5,10
"13923","T","S","BC51",46,"DHMC",5,10
"13924","T","P","BC51",47,"CorpSDsacheon",5,13
"13925","T","S","BC51",55,"CorpSDsacheon",5,13
"13926","T","P","BC51",50,"CorpSDsacheon",5,13
"13927","T","S","BC51",48,"CorpSDsacheon",5,13
"13928","W","P","BC51",1,"CorpSDmasan",3,5
"13929","W","S","BC51",1,"CorpSDmasan",3,5
"13930","W","P","BC51",1,"CorpSDmasan",3,5
"13931","W","S","BC51",1,"CorpSDmasan",3,5
"13932","W","P","BC51",1,"CorpSDmasan",3,5
"13933","W","S","BC51",1,"CorpSDmasan",3,5
"13934","W","P","BC51",1,"CorpSDmasan",3,5
"13935","W","S","BC51",1,"CorpSDmasan",3,5
"13936","W","P","BC51",1,"CorpSDmasan",3,6
"13937","W","S","BC51",1,"CorpSDmasan",3,6
"13938","W","P","BC51",1,"CorpSDmasan",3,6
"13939","W","S","BC51",1,"CorpSDmasan",3,6
"13940","W","P","BC51",1,"CorpSDmasan",3,7
"13941","W","S","BC51",1,"CorpSDmasan",3,7
"13942","W","P","BC51",1,"CorpSDmasan",3,7
"13943","W","S","BC51",1,"CorpSDmasan",3,7
"13944","W","P","BC51",1,"CorpSDmasan",3,16
"13945","W","S","BC51",1,"CorpSDmasan",3,16
"13946","W","P","BC51",1,"CorpSDmasan",3,16
"13947","W","S","BC51",1,"CorpSDmasan",3,16
"13948","W","P","BC51",1,"CorpSDmasan",3,7
"13949","W","S","BC51",1,"CorpSDmasan",3,7
"13950","W","P","BC51",1,"CorpSDmasan",3,7
"13951","W","S","BC51",1,"CorpSDmasan",3,7
"13952","W","P","BC51",1,"CorpSDmasan",3,11
"13953","W","S","BC51",1,"CorpSDmasan",3,11
"13954","W","P","BC51",1,"CorpSDmasan",3,11
"13955","W","S","BC51",1,"CorpSDmasan",3,11
"13956","W","P","BC51",1,"CorpSDmasan",3,20
"13957","W","S","BC51",1,"CorpSDmasan",3,20
"13958","W","P","BC51",1,"CorpSDmasan",3,20
"13959","W","S","BC51",1,"CorpSDmasan",3,20
"13960","W","P","BC51",1,"CorpSDmasan",3,17
"13961","W","S","BC51",1,"CorpSDmasan",3,17
"13962","W","P","BC51",1,"CorpSDmasan",3,17
"13963","W","S","BC51",1,"CorpSDmasan",3,17
"13964","A","C","BC51",20,"2YARD",7,4
"13965","A","C","BC51",30,"2YARD",7,4
"13966","A","C","BC51",14,"2YARD",7,4
"13967","A","P","BC51",50,"2YARD",7,3
"13968","A","S","BC51",50,"2YARD",7,3
"13969","A","C","BC51",50,"2YARD",7,3
"13970","A","P","BC51",50,"2YARD",7,3
"13971","A","S","BC51",50,"2YARD",7,3
"13972","A","C","BC51",61,"2YARD",7,3
"13973","A","P","BC51",28,"CorpSDsacheon",7,15
"13974","A","S","BC51",51,"CorpSDsacheon",7,15
"13975","A","P","BC51",23,"CorpSDsacheon",7,15
"13976","A","S","BC51",45,"CorpSDsacheon",7,15
"13977","A","P","BC51",21,"CorpSDsacheon",7,15
"13978","A","S","BC51",41,"CorpSDsacheon",7,15
"13979","A","P","BC51",73,"CorpBS",7,18
"13980","A","S","BC51",61,"CorpBS",7,19
"13981","A","P","BC51",25,"CorpBS",7,18
"13982","A","S","BC51",30,"CorpBS",7,19
"13983","A","P","BC51",15,"CorpBS",7,18
"13984","A","S","BC51",15,"CorpBS",7,19
"13985","A","C","BC51",91,"exception",7,7
"13986","B","P","BC51",62,"2YARD",5,8
"13987","B","S","BC51",24,"2YARD",5,4
"13988","B","P","BC51",60,"2YARD",5,8
"13989","B","S","BC51",30,"2YARD",5,4
"13990","B","P","BC51",62,"2YARD",5,10
"13991","B","S","BC51",32,"2YARD",5,5
"13992","B","P","BC51",110,"2YARD",5,5
"13993","B","S","BC51",70,"2YARD",5,8
"13994","B","P","BC51",54,"2YARD",5,5
"13995","B","S","BC51",35,"2YARD",5,5
"13996","B","P","BC51",150,"2YARD",5,5
"13997","B","S","BC51",100,"2YARD",5,7
"13998","B","P","BC51",66,"2YARD",5,4
"13999","B","S","BC51",45,"2YARD",5,3
"14000","B","P","BC51",157,"2YARD",5,3
"14001","B","S","BC51",105,"2YARD",5,5
"14002","B","P","BC51",80,"2YARD",5,12
"14003","B","S","BC51",43,"2YARD",5,12
"14004","B","P","BC51",190,"2YARD",5,11
"14005","B","S","BC51",140,"2YARD",5,11
"14006","B","P","BC51",57,"2YARD",5,7
"14007","B","S","BC51",40,"2YARD",5,9
"14008","B","P","BC51",180,"2YARD",5,9
"14009","B","S","BC51",120,"2YARD",5,12
"14010","B","P","BC51",78,"2YARD",5,9
"14011","B","S","BC51",48,"2YARD",5,9
"14012","B","P","BC51",200,"2YARD",5,9
"14013","B","S","BC51",140,"2YARD",5,9
"14014","B","P","BC51",66,"2YARD",5,8
"14015","B","S","BC51",38,"2YARD",5,8
"14016","B","P","BC51",200,"2YARD",5,8
"14017","B","S","BC51",140,"2YARD",5,8
"14018","B","P","BC51",64,"2YARD",5,6
"14019","B","S","BC51",38,"2YARD",5,6
"14020","B","P","BC51",200,"2YARD",5,6
"14021","B","S","BC51",140,"2YARD",5,10
"14022","B","P","BC51",57,"2YARD",5,6
"14023","B","S","BC51",31,"2YARD",5,6
"14024","B","P","BC51",205,"2YARD",5,7
"14025","B","S","BC51",145,"2YARD",5,13
"14026","B","P","BC51",200,"2YARD",5,9
"14027","B","S","BC51",58,"2YARD",5,13
"14028","B","P","BC51",50,"2YARD",5,13
"14029","B","S","BC51",112,"2YARD",5,18
"14030","B","P","BC51",64,"2YARD",5,11
"14031","B","S","BC51",52,"2YARD",5,11
"14032","B","P","BC51",170,"2YARD",5,6
"14033","B","S","BC51",100,"2YARD",5,14
"14035","B","S","BC51",32,"CorpDK",5,10
"14037","B","S","BC51",60,"CorpDK",5,10
"14038","C","P","BC51",5,"CorpSDmasan",4,4
"14039","C","S","BC51",5,"CorpSDmasan",4,4
"14040","C","P","BC51",6,"CorpSDmasan",4,5
"14041","C","S","BC51",6,"CorpSDmasan",4,5
"14042","C","P","BC51",6,"CorpSDmasan",4,11
"14043","C","S","BC51",6,"CorpSDmasan",4,11
"14044","C","P","BC51",6,"CorpSDmasan",4,10
"14045","C","S","BC51",6,"CorpSDmasan",4,10
"14046","C","P","BC51",6,"CorpSDmasan",4,4
"14047","C","S","BC51",6,"CorpSDmasan",4,4
"14048","C","P","BC51",6,"CorpSDmasan",4,2
"14049","C","S","BC51",6,"CorpSDmasan",4,2
"14050","C","P","BC51",6,"CorpSDmasan",4,5
"14051","C","S","BC51",6,"CorpSDmasan",4,5
"14052","C","P","BC51",6,"CorpSDmasan",4,5
"14053","C","S","BC51",6,"CorpSDmasan",4,5
"14054","C","P","BC51",5,"CorpSDmasan",4,5
"14055","C","S","BC51",5,"CorpSDmasan",4,5
"14056","C","C","BC51",6,"CorpSDmasan",4,4
"14057","C","C","BC51",6,"CorpSDmasan",4,4
"14058","C","C","BC51",6,"CorpSDmasan",4,5
"14059","C","C","BC51",6,"CorpSDmasan",4,5
"14060","C","C","BC51",6,"CorpSDmasan",4,11
"14061","C","C","BC51",6,"CorpSDmasan",4,11
"14062","C","C","BC51",6,"CorpSDmasan",4,10
"14063","C","C","BC51",6,"CorpSDmasan",4,10
"14064","C","C","BC51",6,"CorpSDmasan",4,4
"14065","C","C","BC51",6,"CorpSDmasan",4,4
"14066","C","C","BC51",6,"CorpSDmasan",4,2
"14067","C","C","BC51",6,"CorpSDmasan",4,2
"14068","C","C","BC51",6,"CorpSDmasan",4,5
"14069","C","C","BC51",6,"CorpSDmasan",4,5
"14070","C","C","BC51",6,"CorpSDmasan",4,5
"14071","C","C","BC51",6,"CorpSDmasan",4,5
"14072","C","C","BC51",6,"CorpSDmasan",4,5
"14073","C","C","BC51",6,"CorpSDmasan",4,5
"14074","D","C","BC51",70,"KIEng",5,13
"14077","D","C","BC51",86,"CorpSD",5,3
"14078","D","C","BC51",77,"CorpSDsacheon",5,15
"14079","D","C","BC51",77,"CorpSDsacheon",5,25
"14080","D","C","BC51",71,"CorpSDmasan",5,2
"14081","D","C","BC51",62,"CorpSDmasan",5,7
"14082","D","P","BC51",33,"2YARD",5,8
"14083","D","S","BC51",33,"2YARD",5,10
"14084","D","P","BC51",56,"2YARD",5,10
"14085","D","S","BC51",56,"2YARD",5,7
"14086","D","P","BC51",102,"2YARD",5,13
"14087","D","S","BC51",102,"2YARD",5,7
"14088","D","P","BC51",8,"2YARD",5,7
"14089","D","S","BC51",8,"2YARD",5,7
"14090","D","P","BC51",69,"2YARD",5,7
"14091","D","S","BC51",72,"2YARD",5,11
"14092","D","P","BC51",46,"2YARD",5,8
"14093","D","S","BC51",46,"2YARD",5,14
"14094","D","P","BC51",102,"2YARD",5,7
"14095","D","S","BC51",102,"2YARD",5,8
"14096","D","P","BC51",40,"2YARD",5,14
"14097","D","S","BC51",40,"2YARD",5,14
"14098","D","P","BC51",8,"2YARD",5,8
"14099","D","S","BC51",8,"2YARD",5,8
"14100","D","P","BC51",43,"2YARD",5,8
"14101","D","S","BC51",43,"2YARD",5,11
"14102","D","P","BC51",40,"2YARD",5,8
"14103","D","S","BC51",40,"2YARD",5,8
"14104","D","P","BC51",100,"2YARD",5,11
"14105","D","S","BC51",100,"2YARD",5,8
"14106","D","P","BC51",54,"2YARD",5,17
"14107","D","S","BC51",54,"2YARD",5,17
"14108","D","P","BC51",40,"2YARD",5,19
"14109","D","S","BC51",40,"2YARD",5,19
"14110","D","P","BC51",100,"2YARD",5,19
"14111","D","S","BC51",100,"2YARD",5,17
"14112","D","P","BC51",47,"2YARD",5,5
"14113","D","S","BC51",47,"2YARD",5,5
"14114","D","P","BC51",60,"2YARD",5,5
"14115","D","S","BC51",60,"2YARD",5,12
"14116","D","P","BC51",120,"2YARD",5,12
"14117","D","S","BC51",120,"2YARD",5,5
"14118","D","P","BC51",45,"2YARD",5,13
"14119","D","S","BC51",45,"2YARD",5,13
"14120","D","P","BC51",40,"2YARD",5,13
"14121","D","S","BC51",40,"2YARD",5,13
"14122","D","P","BC51",110,"2YARD",5,5
"14123","D","S","BC51",110,"2YARD",5,5
"14124","D","P","BC51",48,"CorpST",5,3
"14125","D","S","BC51",48,"CorpST",5,13
"14126","D","P","BC51",60,"CorpST",5,3
"14127","D","S","BC51",60,"CorpST",5,13
"14128","D","P","BC51",120,"CorpST",5,3
"14129","D","S","BC51",120,"CorpST",5,6
"14130","D","P","BC51",49,"CorpST",5,4
"14131","D","S","BC51",49,"CorpST",5,11
"14132","D","P","BC51",60,"CorpST",5,4
"14133","D","S","BC51",60,"CorpST",5,11
"14134","D","P","BC51",120,"CorpST",5,4
"14135","D","S","BC51",120,"CorpST",5,4
"14136","D","P","BC51",128,"2YARD",5,11
"14137","D","P","BC51",41,"2YARD",5,7
"14138","D","S","BC51",58,"2YARD",5,11
"14139","D","S","BC51",41,"2YARD",5,7
"14140","D","P","BC51",60,"2YARD",5,7
"14141","D","S","BC51",130,"2YARD",5,7
"14142","D","P","BC51",33,"2YARD",5,7
"14143","D","S","BC51",33,"2YARD",5,7
"14144","D","P","BC51",60,"2YARD",4,7
"14145","D","S","BC51",60,"2YARD",4,14
"14146","D","P","BC51",110,"2YARD",4,14
"14147","D","S","BC51",110,"2YARD",4,7
"14148","D","P","BC51",37,"CorpDK",7,16
"14149","D","S","BC51",37,"CorpDK",7,19
"14150","D","P","BC51",50,"CorpDK",7,16
"14151","D","S","BC51",50,"CorpDK",7,19
"14152","D","P","BC51",100,"CorpDK",7,16
"14153","D","S","BC51",100,"CorpDK",7,16
"14154","D","P","BC51",39,"CorpTKNano",4,9
"14155","D","S","BC51",39,"CorpTKNano",4,13
"14156","D","P","BC51",50,"CorpTKNano",5,9
"14157","D","S","BC51",50,"CorpTKNano",5,13
"14158","D","P","BC51",110,"CorpTKNano",4,9
"14159","D","S","BC51",110,"CorpTKNano",4,12
"14160","D","P","BC51",45,"CorpTKNano",4,9
"14161","D","S","BC51",45,"CorpTKNano",4,12
"14162","D","P","BC51",14,"1YARD",4,8
"14163","D","S","BC51",14,"1YARD",5,11
"14164","D","P","BC51",40,"1YARD",4,8
"14165","D","S","BC51",40,"1YARD",4,11
"14166","D","P","BC51",100,"1YARD",4,8
"14167","D","S","BC51",100,"1YARD",5,8
"14168","D","C","BC51",6,"DSHI",3,12
"14169","E","C","BC51",29,"2YARD",7,6
"14170","E","C","BC51",32,"2YARD",7,10
"14171","E","C","BC51",90,"2YARD",7,2
"14172","E","P","BC51",36,"2YARD",7,3
"14173","E","S","BC51",33,"2YARD",7,3
"14174","E","P","BC51",20,"2YARD",7,1
"14175","E","S","BC51",20,"2YARD",7,1
"14176","E","P","BC51",43,"2YARD",7,2
"14177","E","S","BC51",39,"2YARD",7,13
"14178","E","P","BC51",20,"2YARD",7,2
"14179","E","S","BC51",29,"2YARD",7,10
"14180","E","P","BC51",15,"2YARD",7,2
"14181","E","S","BC51",10,"2YARD",7,2
"14182","E","P","BC51",24,"2YARD",7,12
"14183","E","S","BC51",30,"2YARD",7,9
"14184","E","P","BC51",16,"2YARD",7,1
"14185","E","S","BC51",20,"2YARD",7,1
"14186","E","P","BC51",75,"CorpBS",7,2
"14187","E","S","BC51",94,"CorpBS",7,2
"14188","E","P","BC51",35,"CorpBS",7,2
"14189","E","S","BC51",30,"CorpBS",7,2
"14190","E","P","BC51",20,"CorpBS",7,2
"14191","E","S","BC51",15,"CorpBS",7,2
"14192","E","P","BC51",15,"CorpBS",7,2
"14193","E","P","BC51",15,"CorpBS",7,2
"14194","E","S","BC51",5,"CorpBS",7,10
"14195","E","P","BC51",10,"CorpBS",7,2
"14196","E","P","BC51",10,"CorpBS",7,2
"14197","E","S","BC51",5,"CorpBS",7,10
"14198","E","P","BC51",80,"2YARD",7,2
"14199","E","S","BC51",77,"2YARD",7,10
"14200","E","P","BC51",30,"2YARD",7,13
"14201","E","S","BC51",30,"2YARD",7,2
"14202","E","P","BC51",106,"2YARD",7,2
"14203","E","S","BC51",103,"2YARD",7,2
"14204","E","P","BC51",40,"2YARD",7,12
"14205","E","S","BC51",40,"2YARD",7,12
"14206","E","P","BC51",20,"2YARD",7,7
"14207","E","S","BC51",15,"2YARD",7,12
"14208","E","P","BC51",20,"2YARD",7,6
"14209","E","S","BC51",10,"2YARD",7,12
"14210","E","P","BC51",10,"2YARD",7,12
"14211","E","P","BC51",63,"CorpBS",7,2
"14212","E","S","BC51",63,"CorpBS",7,2
"14213","E","P","BC51",20,"CorpBS",7,2
"14214","E","S","BC51",20,"CorpBS",7,4
"14215","E","P","BC51",15,"CorpBS",7,2
"14216","E","S","BC51",15,"CorpBS",7,6
"14217","E","P","BC51",10,"CorpBS",7,2
"14218","E","C","BC51",31,"CorpDK",3,5
"14219","F","C","BC51",73,"CorpBS",7,12
"14220","F","C","BC51",100,"CorpBS",7,12
"14221","F","P","BC51",35,"CorpBS",7,17
"14222","F","S","BC51",36,"CorpBS",7,17
"14223","F","P","BC51",20,"CorpBS",7,16
"14224","F","S","BC51",15,"CorpBS",7,17
"14225","F","P","BC51",33,"CorpBS",7,4
"14226","F","S","BC51",34,"CorpBS",7,4
"14227","F","P","BC51",20,"CorpBS",7,4
"14228","F","S","BC51",15,"CorpBS",7,4
"14229","F","C","BC51",61,"CorpSDmasan",7,16
"14230","F","C","BC51",30,"CorpSDmasan",7,16
"14231","F","C","BC51",30,"CorpSDmasan",7,16
"14232","F","P","BC51",40,"CorpSDmasan",7,16
"14233","F","S","BC51",40,"CorpSDmasan",7,16
"14234","F","P","BC51",45,"CorpBS",7,9
"14235","F","S","BC51",37,"CorpBS",7,9
"14236","F","P","BC51",15,"CorpBS",7,9
"14237","F","S","BC51",15,"CorpBS",7,9
"14238","F","P","BC51",5,"CorpBS",7,9
"14239","F","S","BC51",5,"CorpBS",7,9
"14240","F","P","BC51",42,"CorpSDmasan",6,14
"14241","F","S","BC51",37,"CorpSDmasan",6,14
"14242","F","P","BC51",15,"CorpSDmasan",6,14
"14243","F","S","BC51",10,"CorpSDmasan",6,14
"14244","F","P","BC51",5,"CorpSDmasan",6,14
"14245","F","S","BC51",10,"CorpSDmasan",6,14
"14246","F","P","BC51",16,"CorpBS",7,2
"14247","F","S","BC51",9,"CorpBS",7,11
"14248","F","P","BC51",35,"CorpBS",7,2
"14249","F","S","BC51",33,"CorpBS",7,4
"14250","F","P","BC51",5,"CorpBS",7,2
"14251","F","S","BC51",5,"CorpBS",7,11
"14252","F","P","BC51",5,"CorpBS",7,2
"14253","F","S","BC51",5,"CorpBS",7,11
"14254","F","P","BC51",50,"CorpBS",7,2
"14255","F","S","BC51",45,"CorpBS",7,11
"14256","F","P","BC51",27,"CorpBS",7,4
"14257","F","S","BC51",76,"CorpBS",7,12
"14258","F","P","BC51",33,"CorpBS",7,4
"14259","F","S","BC51",25,"CorpBS",7,12
"14260","F","P","BC51",5,"CorpBS",7,4
"14261","F","S","BC51",5,"CorpBS",7,12
"14262","F","P","BC51",5,"CorpBS",7,4
"14263","F","S","BC51",5,"CorpBS",7,12
"14264","F","P","BC51",5,"CorpBS",7,4
"14265","F","S","BC51",5,"CorpBS",7,12
"14266","F","P","BC51",45,"CorpBS",7,4
"14267","F","S","BC51",50,"CorpBS",7,12
"14268","F","P","BC51",4,"CorpKW",3,19
"14269","F","S","BC51",4,"CorpKW",3,19
"14270","F","P","BC51",12,"CorpKW",3,19
"14271","F","S","BC51",12,"CorpKW",3,19
"14272","F","C","BC51",4,"CorpBS",3,8
"14273","F","P","BC51",3,"CorpBS",3,8
"14274","F","S","BC51",3,"CorpBS",3,8
"14275","F","P","BC51",2,"CorpBS",3,8
"14276","F","S","BC51",1,"CorpBS",3,8
"14277","H","P","BC51",41,"CorpWDHI",7,22
"14278","H","S","BC51",41,"CorpWDHI",7,22
"14279","H","P","BC51",80,"CorpWDHI",7,22
"14280","H","S","BC51",80,"CorpWDHI",7,22
"14281","H","P","BC51",30,"CorpWDHI",7,22
"14282","H","S","BC51",30,"CorpWDHI",7,22
"14283","H","P","BC51",54,"CorpWDHI",7,9
"14284","H","S","BC51",54,"CorpWDHI",7,9
"14285","H","P","BC51",80,"CorpWDHI",7,9
"14286","H","S","BC51",80,"CorpWDHI",7,9
"14287","H","P","BC51",20,"CorpWDHI",7,9
"14288","H","S","BC51",20,"CorpWDHI",7,9
"14289","H","P","BC51",51,"2YARD",7,6
"14290","H","S","BC51",51,"2YARD",7,6
"14291","H","P","BC51",40,"2YARD",7,6
"14292","H","S","BC51",40,"2YARD",7,6
"14293","H","P","BC51",40,"2YARD",7,6
"14294","H","S","BC51",40,"2YARD",7,6
"14295","H","P","BC51",33,"2YARD",7,6
"14296","H","S","BC51",33,"2YARD",7,6
"14298","H","S","BC51",17,"CorpDK",6,11
"14304","H","S","BC51",36,"CorpDK",6,11
"14305","M","C","BC51",100,"CorpSDmasan",3,13
"14306","M","P","BC51",10,"CorpSDmasan",3,4
"14307","M","S","BC51",10,"CorpSDmasan",3,4
"14308","M","C","BC51",36,"CorpSDmasan",3,10
"14309","M","P","BC51",23,"CorpSDmasan",3,2
"14310","M","C","BC51",77,"CorpSDmasan",3,1
"14311","M","C","BC51",27,"CorpSDmasan",3,5
"14312","M","C","BC51",63,"CorpSDmasan",3,2
"14313","M","C","BC51",33,"CorpSDmasan",3,11
"14314","M","C","BC51",52,"CorpSDmasan",3,3
"14315","M","C","BC51",48,"CorpSDmasan",3,4
"14316","M","C","BC51",48,"CorpSDmasan",3,6
"14317","M","P","BC51",10,"CorpSDmasan",3,4
"14318","M","S","BC51",10,"CorpSDmasan",3,4
"14319","M","C","BC51",28,"CorpSDmasan",3,4
"14320","R","P","BC51",36,"MACGREGORKAYABA",5,5
"14321","R","S","BC51",36,"MACGREGORKAYABA",5,5
"14322","R","P","BC51",41,"MACGREGORKAYABA",5,5
"14323","R","S","BC51",41,"MACGREGORKAYABA",5,5
"14324","R","P","BC51",33,"MACGREGORKAYABA",5,5
"14325","R","S","BC51",33,"MACGREGORKAYABA",5,5
"14326","R","P","BC51",33,"MACGREGORKAYABA",5,5
"14327","R","S","BC51",33,"MACGREGORKAYABA",5,5
"14328","R","P","BC51",33,"MACGREGORKAYABA",5,5
"14329","R","S","BC51",33,"MACGREGORKAYABA",5,5
"14330","R","P","BC51",41,"MACGREGORKAYABA",5,5
"14331","R","S","BC51",41,"MACGREGORKAYABA",5,5
"14332","R","P","BC51",33,"MACGREGORKAYABA",5,5
"14333","R","S","BC51",33,"MACGREGORKAYABA",5,5
"14334","R","P","BC51",33,"MACGREGORKAYABA",5,5
"14335","R","S","BC51",33,"MACGREGORKAYABA",5,5
"14336","R","P","BC51",28,"MACGREGORKAYABA",5,5
"14337","R","S","BC51",28,"MACGREGORKAYABA",5,5
"14338","S","P","BC51",70,"CorpSDmasan",5,10
"14339","S","S","BC51",70,"CorpSDmasan",5,10
"14340","S","P","BC51",110,"CorpSDmasan",5,10
"14341","S","S","BC51",110,"CorpSDmasan",5,10
"14342","S","P","BC51",89,"CorpSDmasan",5,6
"14343","S","S","BC51",89,"CorpSDmasan",5,6
"14344","S","P","BC51",100,"CorpSDmasan",5,6
"14345","S","S","BC51",100,"CorpSDmasan",5,6
"14346","S","P","BC51",33,"CorpSDmasan",5,6
"14347","S","S","BC51",33,"CorpSDmasan",5,6
"14348","S","P","BC51",90,"2YARD",5,3
"14349","S","S","BC51",90,"2YARD",5,7
"14350","S","P","BC51",120,"2YARD",5,13
"14351","S","S","BC51",120,"2YARD",5,3
"14352","S","P","BC51",57,"2YARD",5,3
"14353","S","S","BC51",57,"2YARD",5,3
"14354","S","P","BC51",92,"2YARD",5,7
"14355","S","S","BC51",91,"2YARD",5,7
"14356","S","P","BC51",120,"2YARD",5,10
"14357","S","S","BC51",120,"2YARD",5,7
"14358","S","P","BC51",93,"2YARD",5,5
"14359","S","S","BC51",93,"2YARD",5,8
"14360","S","P","BC51",130,"2YARD",5,12
"14361","S","S","BC51",130,"2YARD",5,5
"14362","S","P","BC51",42,"2YARD",5,5
"14363","S","S","BC51",42,"2YARD",5,5
"14364","S","P","BC51",79,"2YARD",5,3
"14365","S","S","BC51",79,"2YARD",5,6
"14366","S","P","BC51",130,"2YARD",5,10
"14367","S","S","BC51",130,"2YARD",5,3
"14368","S","P","BC51",46,"2YARD",5,3
"14369","S","S","BC51",46,"2YARD",5,3
"14370","S","P","BC51",88,"2YARD",5,4
"14371","S","S","BC51",88,"2YARD",5,11
"14372","S","P","BC51",130,"2YARD",5,16
"14373","S","S","BC51",130,"2YARD",5,4
"14374","S","P","BC51",48,"2YARD",5,5
"14375","S","S","BC51",48,"2YARD",5,4
"14376","S","P","BC51",70,"2YARD",5,8
"14377","S","S","BC51",70,"2YARD",5,8
"14378","S","P","BC51",140,"2YARD",5,13
"14379","S","S","BC51",140,"2YARD",5,7
"14380","S","P","BC51",90,"2YARD",5,21
"14381","S","S","BC51",90,"2YARD",5,25
"14382","S","P","BC51",150,"2YARD",5,14
"14383","S","S","BC51",150,"2YARD",5,13
"14384","T","P","BC51",20,"CorpCWHI",5,17
"14385","T","S","BC51",19,"CorpCWHI",5,17
"14386","T","P","BC51",56,"CorpCWHI",5,17
"14387","T","S","BC51",58,"CorpCWHI",5,17
"14388","T","P","BC51",57,"CorpCWHI",5,6
"14389","T","S","BC51",34,"CorpCWHI",5,6
"14390","T","P","BC51",36,"CorpCWHI",5,6
"14391","T","S","BC51",60,"CorpCWHI",5,6
"14392","T","P","BC51",68,"CorpCWHI",5,10
"14393","T","S","BC51",69,"CorpCWHI",5,10
"14394","T","P","BC51",36,"CorpCWHI",5,10
"14395","T","S","BC51",38,"CorpCWHI",5,10
"14396","T","P","BC51",50,"DHMC",5,9
"14397","T","S","BC51",63,"DHMC",5,9
"14398","T","P","BC51",46,"DHMC",5,9
"14399","T","S","BC51",48,"DHMC",5,9
"14400","T","P","BC51",48,"DHMC",5,5
"14401","T","S","BC51",49,"DHMC",5,5
"14402","T","P","BC51",46,"DHMC",5,5
"14403","T","S","BC51",48,"DHMC",5,5
