,DIA,Length,Weight,MemberCount,JointCount,Emergency,ApplyLeadTime,BLOCK,STG,Service,NO_Serial,Problem,NO_Base,NO_SetPLT,Pass,Sch,Material,Making_Co,After2_Co,Distribution,PaintingLT
30624,3.0,4810,37.844,4,2,1,정상,S810A,3B,FDT,80.0,제작지연,SN2126TS81PTPP0400,PP039,B,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,40.0
30625,3.0,6000,54.935,8,5,1,정상,S810A,3B,FDT,80.0,제작지연,SN2126TS81PTPP0400,PP039,B,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,27.0
30626,3.0,4575,44.202,9,6,1,정상,S810A,40,FDT,80.0,제작지연,SN2126TS81PTPP0400,PP048,B,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,23.0
30627,3.0,1786,18.871,4,3,0,정상,S810A,40,FDT,80.0,제작지연,SN2126TS81PTPP0400,PP048,B,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,22.0
30628,0.75,101,1.122,2,1,1,정상,S810A,3B,FDT,80.0,제작지연,SN2126TS81PTPP0400,PP039S810A,B,S-80S,SS,삼성중공업(주)거제,하이에어,조선물류,23.0
30629,2.0,822,16.389,11,10,0,정상,S810B,40,DN,80.0,제작지연,SN2126TS81PTPP0400,PP048S810B,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,22.0
30630,2.0,728,7.358,4,3,0,정상,S810B,40,DN,80.0,제작지연,SN2126TS81PTPP0400,PP048,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,20.0
30631,2.0,1138,8.97,4,3,0,정상,S810B,40,DN,80.0,제작지연,SN2126TS81PTPP0400,PP048,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,22.0
30632,2.0,580,13.427,10,9,0,정상,S810B,40,DN,80.0,제작지연,SN2126TS81PTPP0400,PP048S810B,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,22.0
30633,2.0,348,6.023,5,4,0,정상,S810B,40,DN,80.0,제작지연,SN2126TS81PTPP0400,PP048,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,20.0
30634,2.0,915,8.253,5,4,0,정상,S810B,40,DN,80.0,제작지연,SN2126TS81PTPP0400,PP048,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,37.0
30635,2.0,810,17.285999999999998,11,10,0,정상,S810B,40,DN,80.0,제작지연,SN2126TS81PTPP0400,PP048S810B,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,20.0
30636,2.0,329,5.678,4,3,0,정상,S810B,40,DN,80.0,제작지연,SN2126TS81PTPP0400,PP048,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,20.0
30637,2.0,738,7.397,4,3,0,정상,S810B,40,DN,80.0,제작지연,SN2126TS81PTPP0400,PP048,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,20.0
30638,2.0,810,14.127,10,9,0,정상,S810B,40,DN,80.0,제작지연,SN2126TS81PTPP0400,PP048S810B,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,22.0
30639,2.0,1080,8.902000000000001,5,4,0,정상,S810B,40,DN,80.0,제작지연,SN2126TS81PTPP0400,PP048,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,28.0
30640,2.0,355,6.05,5,4,1,정상,S810B,40,DN,80.0,제작지연,SN2126TS81PTPP0400,PP048,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,40.0
30641,4.0,2196,53.093,7,5,0,정상,S810B,50,OL,77.0,제작지연,SN2126T8SM00PP0500,PP058,A,S-10S,SS,성일,하이에어,조선물류,11.0
30642,6.0,1112,39.589,5,4,0,정상,S810B,50,VA,80.0,제작지연,SN2126TS81PTPP0400,PP058,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,40.0
30643,2.0,453,6.232,6,5,0,정상,S810A,40,DN,80.0,제작지연,SN2126TS81PTPP0400,PP048,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,20.0
30644,2.0,271,11.732000000000001,8,7,0,정상,S810A,40,DN,80.0,제작지연,SN2126TS81PTPP0400,PP048,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,22.0
30645,2.0,654,5.432,3,2,1,정상,S810A,40,DN,80.0,제작지연,SN2126TS81PTPP0400,PP048S810A,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,28.0
30646,2.0,667,5.484,3,2,1,정상,S810A,40,DN,80.0,제작지연,SN2126TS81PTPP0400,PP048S810A,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,21.0
30647,2.0,666,5.32,2,1,1,정상,S810A,40,DN,80.0,제작지연,SN2126TS81PTPP0400,PP048S810A,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,20.0
30648,2.0,1328,16.015,8,7,0,정상,S810A,40,DN,80.0,제작지연,SN2126TS81PTPP0400,PP048,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,22.0
30649,2.0,654,5.272,2,1,1,정상,S810A,40,DN,80.0,제작지연,SN2126TS81PTPP0400,PP048S810A,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,20.0
30650,2.0,1000,10.633,4,3,0,정상,S810A,40,FWL,80.0,설계(REV),SN2126TS81PTPP0400,PP048,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,22.0
30651,4.0,1328,56.391000000000005,6,5,0,정상,S810A,40,FGH,80.0,제작지연,SN2126TS81PTPP0400,PP048,A,S-40S,SS,삼성중공업(주)거제,하이에어,조선물류,37.0
30652,4.0,5179,141.48,8,5,0,정상,S810A,40,FGH,30.0,제작지연,SN2126TS81PTPP0400,PP048A2204,A,S-40S,SS,성일,하이에어,조선물류,15.0
30653,4.0,634,68.133,10,8,0,정상,S810A,40,FGH,100.0,제작지연,SN2126TS81PTPP0400,PP048,A,S-40S,SS,성일,하이에어,조선물류,31.0
30654,3.0,634,42.553000000000004,11,13,0,정상,S810A,40,FGH,30.0,제작지연,SN2126TS81PTPP0400,PP048A2104,A,S-40S,SS,성일,하이에어,조선물류,9.0
30655,4.0,240,28.141,7,5,0,정상,S810A,40,FGH,100.0,제작지연,SN2126TS81PTPP0400,PP048S810A,A,S-40S,SS,성일,하이에어,조선물류,27.0
30656,4.0,1382,69.583,17,15,0,정상,S810A,40,FGH,30.0,제작지연,SN2126TS81PTPP0400,PP048A2104,A,S-40S,SS,성일,하이에어,조선물류,21.0
30657,4.0,1710,59.315,5,3,0,정상,S810A,40,FGH,100.0,제작지연,SN2126TS81PTPP0400,PP048,A,S-40S,SS,성일,하이에어,조선물류,27.0
30658,4.0,0,30.905,3,2,0,정상,S810A,40,FGH,80.0,제작지연,SN2126TS81PTPP0400,PP048,A,S-40S,SS,삼성중공업(주)거제,하이에어,조선물류,77.0
30659,2.0,939,15.14,8,6,1,정상,S810A,40,FWL,80.0,제작지연,SN2126TS81PTPP0400,PP048,B,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,22.0
30660,2.0,1480,26.23,12,10,0,정상,S810A,3B,FWL,80.0,제작지연,SN2126TS810APP03B0,PP039,B,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,15.0
30661,2.0,6000,33.339,6,4,1,정상,S810A,3B,FWL,80.0,제작지연,SN2126TS81PTPP0400,PP039,B,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,22.0
30662,0.75,279,1.984,4,2,0,정상,S810A,40,DN,80.0,제작지연,SN2126TS81PTPP0400,PP048,A,S-80S,SS,삼성중공업(주)거제,하이에어,조선물류,40.0
30663,0.75,1049,5.949,6,5,0,정상,S810A,40,DN,80.0,제작지연,SN2126TS81PTPP0400,PP048,A,S-80S,SS,삼성중공업(주)거제,하이에어,조선물류,26.0
30664,0.75,455,2.932,7,6,0,정상,S810A,40,DN,80.0,제작지연,SN2126TS81PTPP0400,PP048,A,S-80S,SS,삼성중공업(주)거제,하이에어,조선물류,19.0
30665,0.75,257,1.1,3,2,1,정상,S810A,40,DN,80.0,제작지연,SN2126TS81PTPP0400,PP048,A,S-80S,SS,삼성중공업(주)거제,하이에어,조선물류,19.0
30666,0.75,661,3.299,7,6,1,정상,S810A,40,DN,80.0,제작지연,SN2126TS81PTPP0400,PP048,A,S-80S,SS,삼성중공업(주)거제,하이에어,조선물류,22.0
30667,2.0,1625,26.872,14,13,0,정상,S810A,40,DN,80.0,제작지연,SN2126TS81PTPP0400,PP048,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,22.0
30668,2.0,275,9.228,7,6,1,정상,S810A,3B,DN,80.0,제작지연,SN2126TS81PTPP0400,PP039,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,22.0
30669,2.0,275,8.845,8,7,1,정상,S810A,3B,DN,80.0,제작지연,SN2126TS81PTPP0400,PP039,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,40.0
30670,2.0,648,12.972999999999999,7,6,0,정상,S810A,40,FWL,80.0,제작지연,SN2126TS81PTPP0400,PP048S810A,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,16.0
30671,2.0,2189,20.844,7,5,0,정상,S810A,40,FWL,80.0,제작지연,SN2126TS81PTPP0400,PP048,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,22.0
30672,2.0,5500,36.924,7,4,0,정상,S810A,40,FWL,80.0,제작지연,SN2126TS81PTPP0400,PP048,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,28.0
30673,2.0,1030,20.33,10,7,0,정상,S810A,40,FWL,30.0,제작지연,SN2126TS81PTPP0400,PP048A1104,A,S-10S,SS,성일,하이에어,조선물류,14.0
30674,2.0,710,14.110999999999999,7,6,0,정상,S810A,40,NL,30.0,제작지연,SN2126TS81PTPP0400,PP048A1104,A,S-10S,SS,성일,하이에어,조선물류,14.0
30675,2.0,780,14.890999999999998,7,4,0,정상,S810A,40,NL,30.0,제작지연,SN2126TS81PTPP0400,PP048A1104,A,S-10S,SS,성일,하이에어,조선물류,15.0
30676,2.0,2308,17.386,6,4,0,정상,S810A,40,NL,30.0,제작지연,SN2126TS81PTPP0400,PP048A1104,A,S-10S,SS,성일,하이에어,조선물류,12.0
30677,2.0,1939,10.232999999999999,5,4,0,정상,S810A,40,NL,80.0,제작지연,SN2126TS81PTPP0400,PP048,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,24.0
30678,0.75,574,3.319,5,4,1,정상,S810A,40,NL,80.0,제작지연,SN2126TS81PTPP0400,PP048,A,S-80S,SS,삼성중공업(주)거제,하이에어,조선물류,19.0
30679,0.75,519,3.759,3,2,1,정상,S810A,40,NL,80.0,제작지연,SN2126TS81PTPP0400,PP048,A,S-80S,SS,삼성중공업(주)거제,하이에어,조선물류,24.0
30680,2.0,2373,17.183,6,2,0,정상,S810A,50,PW,80.0,설계보류,SN2126TS81PTPP0400,PP058,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,22.0
30681,2.0,510,7.922999999999999,4,1,0,정상,S810A,40,PW,80.0,설계보류,SN2126TS81PTPP0400,PP048,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,20.0
30682,2.0,2157,25.554000000000002,11,7,1,정상,S810A,3B,FWL,100.0,제작지연,SN2126TS81PTPP0400,PP039,B,S-10S,SS,성일,하이에어,조선물류,39.0
30683,3.0,652,39.926,8,6,0,정상,S810A,40,FGH,100.0,제작지연,SN2126TS81PTPP0400,PP048,A,S-40S,SS,성일,하이에어,조선물류,39.0
30684,4.0,243,27.898000000000003,7,5,0,정상,S810A,40,FGH,100.0,제작지연,SN2126TS81PTPP0400,PP048,A,S-40S,SS,성일,하이에어,조선물류,29.0
30685,3.0,3940,65.348,15,12,1,정상,S810A,50,FDT,50.0,LT부족,SN2126T8SM00PP0500,PP05RB2104,B,S-10S,SS,삼성중공업(주)거제,성도,조선물류,53.0
30686,2.0,4863,30.638,6,4,0,정상,S810A,40,VA,80.0,제작지연,SN2126TS81PTPP0400,PP048,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,30.0
30687,2.0,5118,33.955,8,7,0,정상,S810A,40,VA,30.0,제작지연,SN2126TS81PTPP0400,PP048A1104,A,S-10S,SS,성일,하이에어,조선물류,9.0
30688,2.0,3253,41.273999999999994,17,12,0,정상,S810A,40,VA,30.0,제작지연,SN2126TS81PTPP0400,PP048A1104,A,S-10S,SS,성일,하이에어,조선물류,14.0
30689,4.0,900,25.748,4,3,0,정상,S810A,40,FGH,80.0,제작지연,SN2126TS81PTPP0400,PP048,A,S-40S,SS,삼성중공업(주)거제,하이에어,조선물류,37.0
30690,4.0,1302,52.931000000000004,9,7,0,정상,S810A,40,FGH,100.0,제작지연,SN2126TS81PTPP0400,PP048,B,S-40S,SS,성일,하이에어,조선물류,20.0
30691,4.0,1780,42.773999999999994,4,2,1,정상,S810A,40,FGH,80.0,제작지연,SN2126TS81PTPP0400,PP048,B,S-40S,SS,삼성중공업(주)거제,하이에어,조선물류,37.0
30692,4.0,5848,122.26700000000001,9,9,0,정상,S810A,40,FGH,30.0,제작지연,SN2126TS81PTPP0400,PP048B2204,B,S-40S,SS,성일,하이에어,조선물류,14.0
30693,4.0,828,25.873,4,2,1,정상,S810A,40,FGH,80.0,제작지연,SN2126TS81PTPP0400,PP048,B,S-40S,SS,삼성중공업(주)거제,하이에어,조선물류,37.0
30694,4.0,1896,22.07,2,1,1,정상,S810A,40,VA,80.0,제작지연,SN2126TS81PTPP0400,PP048S810A,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,149.0
30695,4.0,2311,32.333,3,2,0,정상,S810A,50,VA,80.0,설계보류,SN2126T8SM00PP0700,PP05RS810A,B,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,27.0
30696,4.0,4246,72.343,8,5,1,정상,S810A,50,VA,50.0,LT부족,SN2126T8SM00PP0500,PP05RB2104,B,S-10S,SS,삼성중공업(주)거제,성도,조선물류,10.0
30697,4.0,2551,58.566,10,7,1,정상,S810A,3B,VA,100.0,제작지연,SN2126TS81PTPP0400,PP039,B,S-10S,SS,성일,하이에어,조선물류,31.0
30698,4.0,339,27.206999999999997,4,2,0,정상,S810A,50,VA,80.0,제작지연,SN2126T8SM00PP0700,PP05RS810A,B,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,27.0
30699,0.5,4124,14.350999999999999,4,1,1,정상,S810D,50,VA,50.0,제작지연,SN2126T8SM1PPP0500,PP058A1105,A,S-80S,SS,성일,하이에어,조선물류,12.0
30700,0.75,4321,18.445999999999998,3,0,1,정상,S810D,50,VA,50.0,제작지연,SN2126T8SM1PPP0500,PP058A1105,A,S-80S,SS,성일,하이에어,조선물류,22.0
30701,0.75,3821,18.61,6,3,1,정상,S810D,50,VA,50.0,제작지연,SN2126T8SM1PPP0500,PP058A1105,A,S-80S,SS,성일,하이에어,조선물류,12.0
30702,1.0,3824,21.699,6,3,1,정상,S810D,50,VA,50.0,제작지연,SN2126T8SM1PPP0500,PP058A1105,A,S-80S,SS,성일,하이에어,조선물류,19.0
30703,1.0,3824,21.699,6,3,1,정상,S810D,50,VA,50.0,제작지연,SN2126T8SM1PPP0500,PP058A1105,A,S-80S,SS,성일,하이에어,조선물류,22.0
30704,1.0,1532,14.705,7,5,1,정상,S810D,50,WD,50.0,제작지연,SN2126T8SM1PPP0500,PP058A1105,A,S-80S,SS,성일,하이에어,조선물류,22.0
30705,1.0,2217,12.216,5,3,0,정상,S810D,40,WD,80.0,제작지연,SN2126TS810DPP0300,PP048S810D,A,S-80S,SS,삼성중공업(주)거제,하이에어,조선물류,27.0
30706,2.0,5183,32.556,6,3,0,정상,S810D,3B,VA,80.0,제작지연,SN2126TS810DPP0300,PP039S810D,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,24.0
30707,2.0,3206,19.096,5,3,0,정상,S810D,40,VA,30.0,제작지연,SN2126TS81PTPP0400,PP048A2104,A,S-10S,SS,성일,하이에어,조선물류,11.0
30708,2.0,6000,28.61,3,1,0,정상,S810D,40,VA,30.0,제작지연,SN2126TS81PTPP0400,PP048A2104,A,S-10S,SS,성일,하이에어,조선물류,10.0
30709,2.0,6000,35.77,6,3,0,정상,S810D,40,VA,30.0,제작지연,SN2126TS81PTPP0400,PP048A2104,A,S-10S,SS,성일,하이에어,조선물류,10.0
30710,2.0,6000,34.12,6,3,0,정상,S810D,30,VA,80.0,제작지연,SN2126TS810DPP0300,PP038S810D,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,24.0
30711,2.0,6000,28.61,3,1,0,정상,S810D,30,VA,80.0,제작지연,SN2126TS810DPP0300,PP038S810D,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,30.0
30712,2.0,3978,21.156999999999996,4,2,0,정상,S810D,50,VA,80.0,제작지연,SN2126TS810DPP0300,PP058S810D,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,24.0
30713,2.0,4228,22.533,5,3,1,정상,S810D,50,WD,50.0,제작지연,SN2126T8SM1PPP0500,PP058A1104,A,S-10S,SS,성일,하이에어,조선물류,14.0
30714,2.0,6000,34.28,6,3,0,정상,S810D,50,WD,80.0,제작지연,SN2126TS810DPP0300,PP05MS810D,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,22.0
30715,2.0,3958,22.253,5,3,0,정상,S810D,40,WD,80.0,제작지연,SN2126TS810DPP0300,PP048S810D,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,22.0
30716,2.0,6000,29.605999999999998,6,4,0,정상,S810D,40,WD,80.0,제작지연,SN2126TS81PTPP0400,PP048S810D,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,16.0
30717,2.0,5845,33.665,6,3,0,정상,S810D,30,WD,80.0,제작지연,SN2126TS810DPP0300,PP038S810D,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,24.0
30718,2.0,6000,34.38,6,3,0,정상,S810D,40,WD,80.0,제작지연,SN2126TS810DPP0300,PP048S810D,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,27.0
30719,3.0,6000,76.2,3,1,0,정상,S810D,3B,FWL,22.0,제작지연,SN2126TS810DPP0300,PP039S810D,A,S-40S,SS,성일,하이에어,조선물류,10.0
30720,3.0,6000,83.61,3,0,0,정상,S810D,3B,FWL,22.0,제작지연,SN2126TS810DPP0300,PP039S810D,A,S-40S,SS,성일,하이에어,조선물류,9.0
30721,3.0,4935,74.668,4,2,0,정상,S810D,3B,FWL,22.0,제작지연,SN2126TS810DPP0300,PP039S810D,A,S-40S,SS,성일,하이에어,조선물류,10.0
30722,3.0,4074,51.792,10,7,1,정상,S810D,50,OL,50.0,제작지연,SN2126T8SM1PPP0500,PP058A1104,A,S-10S,SS,성일,하이에어,조선물류,22.0
30723,0.5,1264,7.065,6,4,0,정상,S810D,40,VA,30.0,제작지연,SN2126TS81PTPP0400,PP048B1105,B,S-80S,SS,성일,하이에어,조선물류,15.0
30724,0.5,904,6.085,6,4,1,정상,S810D,50,VA,50.0,제작지연,SN2126T8SM1PPP0500,PP058B1105,B,S-80S,SS,성일,하이에어,조선물류,22.0
30725,0.75,982,10.718,8,6,0,정상,S810D,40,VA,30.0,제작지연,SN2126TS81PTPP0400,PP048B2105,B,S-80S,SS,성일,하이에어,조선물류,12.0
30726,0.75,1052,8.4,5,3,0,정상,S810D,30,VA,80.0,제작지연,SN2126TS810DPP0300,PP038S810D,B,S-80S,SS,삼성중공업(주)거제,하이에어,조선물류,28.0
30727,0.75,4344,19.758,6,3,0,정상,S810D,30,VA,80.0,제작지연,SN2126TS810DPP0300,PP038S810D,B,S-80S,SS,삼성중공업(주)거제,하이에어,조선물류,23.0
30728,0.75,1245,6.216,5,4,0,정상,S810D,40,VA,30.0,제작지연,SN2126TS81PTPP0400,PP048B2105,B,S-80S,SS,성일,하이에어,조선물류,13.0
30729,0.75,6000,27.246,7,3,0,정상,S810D,30,VA,80.0,제작지연,SN2126TS810DPP0300,PP038,B,S-80S,SS,삼성중공업(주)거제,하이에어,조선물류,23.0
30730,0.75,3808,18.836,7,4,0,정상,S810D,40,VA,80.0,제작지연,SN2126TS810DPP0300,PP048S810D,B,S-80S,SS,삼성중공업(주)거제,하이에어,조선물류,27.0
30731,0.75,6000,26.61,4,0,0,정상,S810D,40,VA,80.0,제작지연,SN2126TS810DPP0300,PP048S810D,B,S-80S,SS,삼성중공업(주)거제,하이에어,조선물류,24.0
30732,1.0,1672,10.450999999999999,6,5,0,정상,S810D,40,VA,30.0,제작지연,SN2126TS81PTPP0400,PP048B2105,B,S-80S,SS,성일,하이에어,조선물류,15.0
30733,1.0,6000,28.38,4,0,0,정상,S810D,30,VA,80.0,제작지연,SN2126TS810DPP0300,PP038S810D,B,S-80S,SS,삼성중공업(주)거제,하이에어,조선물류,23.0
30734,1.0,3809,21.86,8,5,0,정상,S810D,30,VA,22.0,제작지연,SN2126TS810DPP0300,PP038S810D,B,S-80S,SS,성일,하이에어,조선물류,10.0
30735,1.0,6000,28.38,4,0,0,정상,S810D,40,VA,80.0,제작지연,SN2126TS810DPP0300,PP048S810D,B,S-80S,SS,삼성중공업(주)거제,하이에어,조선물류,21.0
30736,1.0,3004,23.963,11,8,0,정상,S810D,40,VA,30.0,제작지연,SN2126TS81PTPP0400,PP048B2105,B,S-80S,SS,성일,하이에어,조선물류,21.0
30737,1.0,1690,7.6160000000000005,3,2,0,정상,S810D,30,VA,80.0,제작지연,SN2126TS810DPP0300,PP038S810D,B,S-80S,SS,삼성중공업(주)거제,하이에어,조선물류,19.0
30738,1.0,5900,31.858,9,5,0,정상,S810D,30,VA,80.0,제작지연,SN2126TS810DPP0300,PP038S810D,B,S-80S,SS,삼성중공업(주)거제,하이에어,조선물류,23.0
30739,1.0,3809,21.936,9,6,0,정상,S810D,30,VA,80.0,제작지연,SN2126TS810DPP0300,PP038S810D,B,S-80S,SS,삼성중공업(주)거제,하이에어,조선물류,23.0
30740,1.0,6000,28.38,4,0,0,정상,S810D,40,VA,80.0,제작지연,SN2126TS810DPP0300,PP048S810D,B,S-80S,SS,삼성중공업(주)거제,하이에어,조선물류,21.0
30741,1.0,3646,20.967,5,2,1,정상,S810D,50,WD,50.0,제작지연,SN2126T8SM1PPP0500,PP058B1105,B,S-80S,SS,성일,하이에어,조선물류,22.0
30742,2.0,1130,11.398,6,5,0,정상,S810D,40,VA,30.0,제작지연,SN2126TS81PTPP0400,PP048B2104,B,S-10S,SS,성일,하이에어,조선물류,12.0
30743,2.0,2743,21.68,7,5,0,정상,S810D,40,VA,80.0,제작지연,SN2126TS810DPP0300,PP048S810D,B,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,22.0
30744,2.0,3604,31.627,10,8,0,정상,S810D,40,VA,30.0,제작지연,SN2126TS81PTPP0400,PP048B2104,B,S-10S,SS,성일,하이에어,조선물류,10.0
30745,2.0,1438,12.72,7,6,0,정상,S810D,40,VA,30.0,제작지연,SN2126TS81PTPP0400,PP048B2104,B,S-10S,SS,성일,하이에어,조선물류,12.0
30746,2.0,2275,22.515,7,5,0,정상,S810D,30,VA,22.0,제작지연,SN2126TS810DPP0300,PP038S810D,B,S-10S,SS,성일,하이에어,조선물류,13.0
30747,3.0,749,33.364000000000004,10,8,0,정상,S810D,40,FWL,30.0,제작지연,SN2126TS81PTPP0400,PP048B2104,B,S-40S,SS,성일,하이에어,조선물류,15.0
30748,3.0,2846,54.078,6,4,0,정상,S810D,3B,FWL,80.0,제작지연,SN2126TS810DPP0300,PP039S810D,B,S-40S,SS,삼성중공업(주)거제,하이에어,조선물류,19.0
30749,3.0,3008,36.312,7,5,0,정상,S810D,40,OL,30.0,제작지연,SN2126TS81PTPP0400,PP048B1104,B,S-10S,SS,성일,하이에어,조선물류,14.0
30750,0.75,6000,23.64,3,0,0,정상,S810D,40,VA,30.0,제작지연,SN2126TS81PTPP0400,PP048B1105,B,S-80S,SS,성일,하이에어,조선물류,9.0
30751,1.0,6000,28.39,3,0,0,정상,S810D,30,VA,22.0,제작지연,SN2126TS810DPP0300,PP038S810D,B,S-80S,SS,성일,하이에어,조선물류,10.0
30752,1.0,6000,28.39,3,0,0,정상,S810D,30,VA,22.0,제작지연,SN2126TS810DPP0300,PP038S810D,B,S-80S,SS,성일,하이에어,조선물류,10.0
30753,0.5,4124,14.350999999999999,4,1,1,정상,S810D,50,VA,50.0,제작지연,SN2126T8SM1PPP0500,PP058A1105,A,S-80S,SS,성일,하이에어,조선물류,14.0
30754,1.0,4324,22.288,5,2,1,정상,S810D,50,VA,50.0,제작지연,SN2126T8SM1PPP0500,PP058A1105,A,S-80S,SS,성일,하이에어,조선물류,22.0
30755,1.0,1266,11.759,6,4,0,정상,S810D,40,WD,80.0,제작지연,SN2126TS810DPP0300,PP048S810D,A,S-80S,SS,삼성중공업(주)거제,하이에어,조선물류,23.0
30756,2.0,4028,21.468000000000004,4,2,0,정상,S810D,50,DM,80.0,제작지연,SN2126TS810DPP0300,PP058S810D,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,27.0
30757,2.0,6000,34.28,6,3,0,정상,S810D,30,DM,80.0,제작지연,SN2126TS810DPP0300,PP038S810D,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,24.0
30758,2.0,1024,8.318,5,4,0,정상,S810D,50,OL,80.0,제작지연,SN2126TS810DPP0300,PP058S810D,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,22.0
30759,2.0,5012,31.604,6,3,0,정상,S810D,50,OL,22.0,제작지연,SN2126TS810DPP0300,PP05MS810D,A,S-10S,SS,성일,하이에어,조선물류,13.0
30760,2.0,1024,8.318,5,4,0,정상,S810D,50,OL,80.0,제작지연,SN2126TS810DPP0300,PP058S810D,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,24.0
30761,2.0,4582,30.413,7,4,0,정상,S810D,40,OL,30.0,제작지연,SN2126TS81PTPP0400,PP048A2104,A,S-10S,SS,성일,하이에어,조선물류,12.0
30762,2.0,6000,39.830999999999996,7,4,0,정상,S810D,3B,OL,22.0,제작지연,SN2126TS810DPP0300,PP039S810D,A,S-10S,SS,성일,하이에어,조선물류,13.0
30763,2.0,4048,26.441999999999997,6,3,0,정상,S810D,50,VA,80.0,제작지연,SN2126TS810DPP0300,PP058S810D,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,30.0
30764,2.0,2528,17.672,5,3,0,정상,S810D,30,VA,80.0,제작지연,SN2126TS810DPP0300,PP038S810D,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,22.0
30765,2.0,3748,27.011999999999997,8,5,0,정상,S810D,50,VA,80.0,제작지연,SN2126TS810DPP0300,PP058S810D,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,24.0
30766,3.0,4259,56.45399999999999,3,1,0,정상,S810D,3B,FWL,22.0,제작지연,SN2126TS810DPP0300,PP039S810D,A,S-40S,SS,성일,하이에어,조선물류,9.0
30767,3.0,6000,73.91,2,0,0,정상,S810D,3B,FWL,22.0,제작지연,SN2126TS810DPP0300,PP039S810D,A,S-40S,SS,성일,하이에어,조선물류,10.0
30768,3.0,6000,96.48899999999999,5,2,0,정상,S810D,3B,FWL,22.0,제작지연,SN2126TS810DPP0300,PP039S810D,A,S-40S,SS,성일,하이에어,조선물류,10.0
30769,3.0,4298,42.794,6,3,0,정상,S810D,30,OL,22.0,제작지연,SN2126TS810DPP0300,PP038S810D,A,S-10S,SS,성일,하이에어,조선물류,9.0
30770,3.0,4609,40.725,5,3,0,정상,S810D,3B,OL,22.0,제작지연,SN2126TS810DPP0300,PP039S810D,A,S-10S,SS,성일,하이에어,조선물류,12.0
