,DIA,Length,Weight,MemberCount,JointCount,Emergency,ApplyLeadTime,BLOCK,STG,Service,NO_Serial,Problem,NO_Base,NO_SetPLT,Pass,Sch,Material,Making_Co,After2_Co,Distribution,PaintingLT
143,12.0,4833,1234.89,1,0,0,정상,C030B,3B,PG,88.0,설계보류,SN2126TC030BPP03B0,PP039A1103,B,T-36,LTCS,건일산업(주),하이에어,조선물류,12.0
144,12.0,5000,2555.13,2,1,0,정상,C030B,3B,PG,88.0,설계보류,SN2126TC030BPP03B0,PP039A1103,B,T-36,LTCS,건일산업(주),건일산업(주),조선물류,42.0
145,12.0,5000,1362.65,2,1,0,정상,C030B,3B,PG,88.0,설계보류,SN2126TC030BPP03B0,PP039A1103,B,T-36,LTCS,건일산업(주),건일산업(주),조선물류,32.0
146,12.0,5000,2555.13,2,1,0,정상,C030B,3B,PG,88.0,설계보류,SN2126TC030BPP03B0,PP039A1103,B,T-36,LTCS,건일산업(주),건일산업(주),조선물류,35.0
147,12.0,2546,834.0369999999999,2,1,1,최소,C030B,50,PG,90.0,설계(REV),SN2126T0C200PP0501,PP05RA1103,B,T-36,LTCS,성일SIM함안공장,하이에어,조선물류,19.0
148,12.0,2366,788.044,2,1,1,최소,C030B,50,PG,90.0,설계(REV),SN2126T0C200PP0501,PP05RA1103,B,T-36,LTCS,(주)성광테크,(주)성광테크,조선물류,10.0
149,12.0,2186,742.052,2,1,1,최소,C030B,50,PG,90.0,설계(REV),SN2126T0C200PP0501,PP05RA1103,B,T-36,LTCS,(주)성광테크,(주)성광테크,조선물류,13.0
150,3.0,6000,54.36,6,5,1,정상,C030A,3B,WD,30.0,제작지연,SN2126TC030APP03B0,PP039A1104,A,S-10S,SS,건일산업(주),하이에어,조선물류,15.0
151,3.0,6000,53.16,5,4,1,정상,C030A,3B,WD,30.0,제작지연,SN2126TC030APP03B0,PP039A1104,A,S-10S,SS,건일산업(주),하이에어,조선물류,15.0
152,3.0,2722,25.987,4,3,1,정상,C030A,3B,WD,30.0,제작지연,SN2126TC030APP03B0,PP039A1104,A,S-10S,SS,건일산업(주),하이에어,조선물류,15.0
153,3.0,2932,27.340999999999998,4,3,1,정상,C030A,3B,WD,30.0,제작지연,SN2126TC030APP03B0,PP039A1104,A,S-10S,SS,건일산업(주),하이에어,조선물류,15.0
154,3.0,5053,39.821999999999996,3,2,1,정상,C030A,3B,WD,30.0,제작지연,SN2126TC030APP03B0,PP039A1104,A,S-10S,SS,건일산업(주),하이에어,조선물류,15.0
156,12.0,5500,2386.8,11,9,1,정상,C040A,50,PG,90.0,설계문제,SN2126T0C100PP0500,PP058A1103,A,T-36,LTCS,건일산업(주),건일산업(주),조선물류,8.0
157,12.0,5700,2887.3,2,1,1,정상,C040A,50,PG,90.0,기타,SN2126T0C100PP0500,PP058A1103,A,T-36,LTCS,건일산업(주),건일산업(주),조선물류,4.0
158,12.0,2351,784.212,2,1,1,정상,C040A,50,PG,90.0,기타,SN2126T0C100PP0500,PP058A1103,A,T-36,LTCS,건일산업(주),건일산업(주),조선물류,8.0
159,12.0,500,491.12800000000004,4,2,1,정상,C040A,50,PG,90.0,기타,SN2126T0C100PP0500,PP058A1103,A,T-36,LTCS,건일산업(주),건일산업(주),조선물류,13.0
160,12.0,5500,2387.34,11,9,1,정상,C040A,50,PG,90.0,설계문제,SN2126T0C100PP0500,PP058A1103,A,T-36,LTCS,건일산업(주),건일산업(주),조선물류,8.0
161,12.0,5700,2887.3,2,1,1,정상,C040A,50,PG,90.0,기타,SN2126T0C100PP0500,PP058A1103,A,T-36,LTCS,건일산업(주),건일산업(주),조선물류,8.0
162,12.0,1851,656.455,2,1,1,정상,C040A,50,PG,90.0,기타,SN2126T0C100PP0500,PP058A1103,A,T-36,LTCS,건일산업(주),건일산업(주),조선물류,9.0
163,12.0,932,619.395,4,2,1,정상,C040A,50,PG,90.0,기타,SN2126T0C100PP0500,PP058A1103,A,T-36,LTCS,건일산업(주),건일산업(주),조선물류,9.0
164,12.0,5500,2393.29,11,9,1,정상,C040A,50,PG,90.0,설계문제,SN2126T0C100PP0500,PP058A1103,A,T-36,LTCS,건일산업(주),건일산업(주),조선물류,8.0
165,12.0,5700,2887.3,2,1,1,정상,C040A,50,PG,90.0,기타,SN2126T0C100PP0500,PP058A1103,A,T-36,LTCS,건일산업(주),건일산업(주),조선물류,7.0
166,12.0,1351,528.6990000000001,2,1,1,정상,C040A,50,PG,90.0,기타,SN2126T0C100PP0500,PP058A1103,A,T-36,LTCS,건일산업(주),건일산업(주),조선물류,9.0
167,12.0,500,483.718,4,2,1,정상,C040A,50,PG,90.0,기타,SN2126T0C100PP0500,PP058A1103,A,T-36,LTCS,건일산업(주),건일산업(주),조선물류,13.0
168,0.5,1437,14.368,4,2,1,정상,C040A,50,CI,30.0,설계보류,SN2126T0C100PP0500,PP05RA1105,A,S-80S,SS,건일산업(주),하이에어,조선물류,16.0
169,0.5,937,14.368,5,3,1,정상,C040A,50,CT,30.0,설계보류,SN2126T0C100PP0500,PP05RA1105,A,S-80S,SS,건일산업(주),하이에어,조선물류,22.0
170,1.0,1405,19.837,4,2,1,정상,C040A,50,CM,30.0,설계보류,SN2126T0C100PP0500,PP05RA1105,A,S-160,SS,건일산업(주),하이에어,조선물류,16.0
171,1.0,1405,19.837,4,2,1,정상,C040A,50,CM,30.0,설계보류,SN2126T0C100PP0500,PP05RA1105,A,S-160,SS,건일산업(주),하이에어,조선물류,16.0
172,1.0,1405,19.837,4,2,1,정상,C040A,50,CM,30.0,설계보류,SN2126T0C100PP0500,PP05RA1105,A,S-160,SS,건일산업(주),하이에어,조선물류,16.0
173,1.0,1405,22.307,4,2,1,정상,C040A,50,MT,30.0,설계보류,SN2126T0C100PP0500,PP05RA1105,A,S-160,SS,건일산업(주),하이에어,조선물류,16.0
174,1.5,6000,73.244,7,6,1,정상,C040A,3B,CI,30.0,제작지연,SN2126TC040APP03B0,PP039A1105,A,S-XXS,SS,건일산업(주),하이에어,조선물류,14.0
175,1.5,5653,60.836999999999996,3,2,1,최소,C040A,3B,CI,30.0,LT부족,SN2126TC040APP0300,PP039A1105,A,S-XXS,SS,건일산업(주),하이에어,조선물류,13.0
176,1.5,6000,68.056,3,2,1,최소,C040A,3B,CI,30.0,LT부족,SN2126TC040APP0300,PP039A1105,A,S-XXS,SS,건일산업(주),하이에어,조선물류,10.0
177,1.5,6000,73.244,7,6,1,정상,C040A,3B,CT,30.0,제작지연,SN2126TC040APP03B0,PP039A1105,A,S-XXS,SS,건일산업(주),하이에어,조선물류,10.0
178,1.5,5653,60.836999999999996,3,2,1,최소,C040A,3B,CT,30.0,LT부족,SN2126TC040APP0300,PP039A1105,A,S-XXS,SS,건일산업(주),하이에어,조선물류,13.0
179,1.5,6000,68.056,3,2,1,최소,C040A,3B,CT,30.0,LT부족,SN2126TC040APP0300,PP039A1105,A,S-XXS,SS,건일산업(주),하이에어,조선물류,10.0
180,1.5,6000,75.574,7,6,1,정상,C040A,3B,MT,30.0,제작지연,SN2126TC040APP03B0,PP039A1105,A,S-XXS,SS,건일산업(주),하이에어,조선물류,10.0
181,1.5,5637,60.681999999999995,3,2,1,최소,C040A,3B,MT,30.0,LT부족,SN2126TC040APP0300,PP039A1105,A,S-XXS,SS,건일산업(주),하이에어,조선물류,13.0
182,1.5,6000,68.056,3,2,1,최소,C040A,3B,MT,30.0,LT부족,SN2126TC040APP0300,PP039A1105,A,S-XXS,SS,건일산업(주),하이에어,조선물류,10.0
183,1.0,1113,17.391,7,6,1,정상,C040A,3B,CM,30.0,제작지연,SN2126TC040APP03B0,PP039A1105,A,S-160,SS,건일산업(주),하이에어,조선물류,14.0
184,3.0,5386,195.761,11,10,1,정상,C040A,3B,CM,30.0,기타,SN2126TC040APP03B0,PP039A1104,A,S-XXS,SS,건일산업(주),하이에어,조선물류,10.0
185,1.0,663,13.011,7,6,1,정상,C040A,3B,CM,30.0,제작지연,SN2126TC040APP03B0,PP039A1105,A,S-160,SS,건일산업(주),하이에어,조선물류,14.0
186,1.0,913,15.695,7,6,1,정상,C040A,3B,CM,30.0,제작지연,SN2126TC040APP03B0,PP039A1105,A,S-160,SS,건일산업(주),하이에어,조선물류,14.0
187,3.0,6000,178.278,3,2,1,최소,C040A,3B,CM,30.0,LT부족,SN2126TC040APP0300,PP039A1104,A,S-XXS,SS,건일산업(주),하이에어,조선물류,10.0
188,3.0,5500,168.917,3,2,1,최소,C040A,3B,CM,30.0,LT부족,SN2126TC040APP0300,PP039A1104,A,S-XXS,SS,건일산업(주),하이에어,조선물류,13.0
189,2.0,4990,46.035,2,1,0,최소,C110A,40,AI,40.0,LT부족,SN2126TC110APP0300,PP048C110A,A,S-80,CS,(주)성광테크,(주)성광테크,하이에어코리아물류장(주),17.0
190,2.0,654,5.792000000000001,2,1,0,정상,C110A,3B,AI,40.0,제작지연,SN2126TC110APP0300,PP039C110A,A,S-80,CS,성일SIM함안공장,성일SIM함안공장,하이에어코리아물류장(주),16.0
191,2.0,1903,24.074,4,3,0,최소,C110A,3B,AI,40.0,LT부족,SN2126TC110APP0300,PP039C110A,A,S-80,CS,(주)성광테크,(주)성광테크,하이에어코리아물류장(주),17.0
192,2.0,1708,28.401,5,4,0,최소,C110A,3B,AI,40.0,LT부족,SN2126TC110APP0300,PP039C110A,A,S-80,CS,(주)성광테크,(주)성광테크,하이에어코리아물류장(주),17.0
193,2.0,1408,37.475,6,3,1,정상,C110A,40,FGL,60.0,제작지연,SN2126TC12PAPP0400,PP048A1104,A,S-160,CS,(주)성광테크,(주)성광테크,조선물류,14.0
194,2.0,2073,33.213,4,2,0,정상,C110A,50,PL,40.0,제작지연,SN2126TC110APP0300,PP059C110A,A,S-160,CS,성일SIM함안공장,성일SIM함안공장,하이에어코리아물류장(주),16.0
195,2.0,1194,20.785,4,2,0,정상,C110A,40,PL,40.0,제작지연,SN2126TC110APP0300,PP048C110A,A,S-160,CS,성일SIM함안공장,성일SIM함안공장,하이에어코리아물류장(주),16.0
196,3.0,2537,47.86,3,1,0,정상,C110A,40,WM,40.0,제작지연,SN2126TC110APP0300,PP048C110A,A,S-80,CS,성일SIM함안공장,성일SIM함안공장,하이에어코리아물류장(주),20.0
197,3.0,2999,54.662,3,1,0,최소,C110A,40,WM,40.0,LT부족,SN2126TC110APP0300,PP048C110A,A,S-80,CS,(주)성광테크,(주)성광테크,하이에어코리아물류장(주),75.0
198,2.0,5000,46.11,2,1,0,최소,C110A,40,AU,40.0,제작지연,SN2126TC110APP0300,PP048C110A,A,S-80,CS,해승케이피피,해승케이피피,하이에어코리아물류장(주),20.0
199,2.0,1903,33.232,6,5,0,최소,C110A,3B,AU,40.0,LT부족,SN2126TC110APP0300,PP039C110A,A,S-80,CS,(주)성광테크,(주)성광테크,하이에어코리아물류장(주),17.0
200,2.0,1248,24.96,5,4,0,최소,C110A,3B,AU,40.0,LT부족,SN2126TC110APP0300,PP039C110A,A,S-80,CS,(주)성광테크,(주)성광테크,하이에어코리아물류장(주),17.0
201,2.0,1712,34.797,5,4,0,최소,C110A,3B,CM,40.0,제작지연,SN2126TC110APP0300,PP039C110A,A,S-160,CS,해승케이피피,해승케이피피,조선물류,63.0
202,2.0,3398,59.32899999999999,6,5,0,정상,C110A,3B,CM,40.0,제작지연,SN2126TC110APP0300,PP039C110A,A,S-160,CS,성일SIM함안공장,성일SIM함안공장,하이에어코리아물류장(주),16.0
203,2.0,838,26.773000000000003,6,4,0,정상,C110A,40,CM,40.0,제작지연,SN2126TC110APP0300,PP048C110A,A,S-160,CS,성일SIM함안공장,성일SIM함안공장,하이에어코리아물류장(주),20.0
204,2.0,3527,36.032,3,1,0,최소,C110A,40,HWR,40.0,LT부족,SN2126TC110APP0300,PP048C110A,A,S-80,CS,(주)성광테크,(주)성광테크,하이에어코리아물류장(주),23.0
205,2.0,3527,36.032,3,1,0,최소,C110A,40,HWS,40.0,LT부족,SN2126TC110APP0300,PP048C110A,A,S-80,CS,(주)성광테크,(주)성광테크,하이에어코리아물류장(주),23.0
206,2.0,4990,46.035,2,1,0,최소,C110A,40,N,40.0,제작지연,SN2126TC110APP0300,PP048C110A,A,S-80,CS,해승케이피피,해승케이피피,하이에어코리아물류장(주),20.0
207,2.0,1900,34.753,8,7,0,최소,C110A,3B,N,40.0,LT부족,SN2126TC110APP0300,PP039C110A,A,S-80,CS,(주)성광테크,(주)성광테크,하이에어코리아물류장(주),17.0
208,2.0,1248,25.916999999999998,5,4,0,최소,C110A,3B,N,40.0,LT부족,SN2126TC110APP0300,PP039C110A,A,S-80,CS,(주)성광테크,(주)성광테크,하이에어코리아물류장(주),17.0
209,2.0,983,11.572000000000001,3,1,0,최소,C110A,40,N,40.0,LT부족,SN2126TC110APP0300,PP048C110A,A,S-80,CS,(주)성광테크,(주)성광테크,하이에어코리아물류장(주),75.0
210,2.0,3625,67.368,13,12,0,최소,C110A,3B,N,40.0,LT부족,SN2126TC110APP0300,PP039C110A,A,S-80,CS,(주)성광테크,(주)성광테크,하이에어코리아물류장(주),17.0
211,2.0,1793,34.919000000000004,4,3,0,정상,C110A,40,PL,40.0,제작지연,SN2126T1C010PP0700,PP048C110A,A,S-160,CS,성일SIM함안공장,성일SIM함안공장,조선물류,20.0
212,2.0,4208,55.651,2,1,0,최소,C110A,40,PL,40.0,제작지연,SN2126TC110APP0300,PP048C110A,A,S-160,CS,해승케이피피,해승케이피피,하이에어코리아물류장(주),20.0
213,2.0,5440,66.627,3,1,0,최소,C110A,40,PL,40.0,설계문제,SN2126TC110APP0300,PP048C110A,A,S-160,CS,(주)성광테크,(주)성광테크,하이에어코리아물류장(주),44.0
214,2.0,959,11.984000000000002,2,1,0,정상,C110A,3B,PL,40.0,제작지연,SN2126TC110APP0300,PP039C110A,A,S-160,CS,성일SIM함안공장,성일SIM함안공장,하이에어코리아물류장(주),16.0
215,2.0,3426,61.063,13,12,0,최소,C110A,3B,PL,40.0,제작지연,SN2126TC110APP0300,PP039C110A,A,S-160,CS,해승케이피피,해승케이피피,하이에어코리아물류장(주),25.0
216,2.0,1199,20.301,3,2,0,최소,C110A,40,WM,40.0,LT부족,SN2126TC110APP0300,PP048C110A,A,S-160,CS,(주)성광테크,(주)성광테크,하이에어코리아물류장(주),17.0
217,2.0,2073,44.375,6,5,0,정상,C110A,50,WM,40.0,제작지연,SN2126TC110APP0300,PP059C110A,A,S-160,CS,성일SIM함안공장,성일SIM함안공장,하이에어코리아물류장(주),13.0
218,3.0,5421,91.646,3,1,0,최소,C110A,40,CDM,40.0,제작지연,SN2126TC110APP0300,PP048C110A,A,S-80,CS,해승케이피피,해승케이피피,하이에어코리아물류장(주),24.0
219,3.0,3280,96.209,8,7,0,정상,C110A,40,CDM,40.0,제작지연,SN2126TC110APP0300,PP048C110A,A,S-80,CS,해승케이피피,해승케이피피,조선물류,78.0
220,3.0,760,33.829,5,3,0,정상,C110A,40,CM,40.0,제작지연,SN2126TC110APP0300,PP048C110A,A,S-80,CS,성일SIM함안공장,하이에어,하이에어코리아물류장(주),14.0
221,3.0,1751,29.478,2,1,0,정상,C110A,40,CM,40.0,제작지연,SN2126TC110APP0300,PP048C110A,A,S-80,CS,성일SIM함안공장,성일SIM함안공장,하이에어코리아물류장(주),20.0
222,3.0,4910,84.156,2,1,0,최소,C110A,40,CM,40.0,제작지연,SN2126TC110APP0300,PP048C110A,A,S-80,CS,해승케이피피,해승케이피피,하이에어코리아물류장(주),20.0
223,3.0,1750,45.123000000000005,4,3,0,정상,C110A,40,WM,40.0,제작지연,SN2126TC110APP0300,PP048C110A,A,S-80,CS,성일SIM함안공장,성일SIM함안공장,하이에어코리아물류장(주),20.0
224,3.0,4911,84.171,2,1,0,최소,C110A,40,WM,40.0,제작지연,SN2126TC110APP0300,PP048C110A,A,S-80,CS,해승케이피피,해승케이피피,하이에어코리아물류장(주),20.0
225,4.0,4885,87.73100000000001,2,1,0,최소,C110A,40,CM,40.0,제작지연,SN2126TC110APP0300,PP048C110A,A,S-40,CS,해승케이피피,해승케이피피,하이에어코리아물류장(주),20.0
226,4.0,1700,46.87,4,3,0,정상,C110A,40,CM,40.0,제작지연,SN2126TC110APP0300,PP048C110A,A,S-40,CS,성일SIM함안공장,하이에어,하이에어코리아물류장(주),16.0
227,4.0,4885,87.73100000000001,2,1,0,최소,C110A,40,CM,40.0,제작지연,SN2126TC110APP0300,PP048C110A,A,S-40,CS,해승케이피피,해승케이피피,하이에어코리아물류장(주),20.0
228,4.0,1700,31.176,2,1,0,정상,C110A,40,CM,40.0,제작지연,SN2126TC110APP0300,PP048C110A,A,S-40,CS,성일SIM함안공장,하이에어,하이에어코리아물류장(주),16.0
229,4.0,696,36.621,5,3,0,최소,C110A,40,CM,40.0,제작지연,SN2126TC110APP0300,PP048C110A,A,S-40,CS,해승케이피피,해승케이피피,하이에어코리아물류장(주),27.0
230,4.0,1539,48.435,5,4,0,정상,C110A,3B,CM,40.0,제작지연,SN2126TC110APP0300,PP039C110A,A,S-40,CS,성일SIM함안공장,하이에어,하이에어코리아물류장(주),17.0
231,4.0,2696,64.281,5,4,0,정상,C110A,40,CM,40.0,제작지연,SN2126TC110APP0300,PP048C110A,A,S-40,CS,성일SIM함안공장,성일SIM함안공장,하이에어코리아물류장(주),16.0
232,4.0,625,37.449,6,4,0,정상,C110A,40,CM,40.0,제작지연,SN2126TC110APP0300,PP048C110A,A,S-40,CS,성일SIM함안공장,성일SIM함안공장,하이에어코리아물류장(주),20.0
233,6.0,5335,167.797,3,2,0,최소,C110A,40,PA,40.0,제작지연,SN2126TC110APP0300,PP048C110A,A,S-40,CS,해승케이피피,해승케이피피,하이에어코리아물류장(주),24.0
234,6.0,1595,75.765,4,3,0,정상,C110A,40,PA,40.0,제작지연,SN2126TC110APP0300,PP048C110A,A,S-40,CS,성일SIM함안공장,하이에어,하이에어코리아물류장(주),14.0
235,4.0,0,51.934,3,2,1,정상,C110A,40,VA,60.0,제작지연,SN2126TC12PAPP0400,PP048A1104,A,S-40,CS,(주)성광테크,삼녹,조선물류,20.0
236,4.0,0,45.812,6,5,1,정상,C110A,40,VA,60.0,제작지연,SN2126TC12PAPP0400,PP048A1104,A,S-40,CS,(주)성광테크,(주)성광테크,조선물류,26.0
237,6.0,0,70.442,4,3,1,최소,C110A,50,VA,40.0,LT부족,SN2126T1C010PP0500,PP059A1104,A,S-40,CS,건일산업(주),삼녹,조선물류,21.0
238,6.0,0,51.703,7,6,0,정상,C110A,40,VA,26.0,제작지연,SN2126TC12PAPP0400,PP048A1104,A,S-40,CS,(주)성광테크,삼녹,조선물류,17.0
239,6.0,0,84.064,6,5,1,정상,C110A,40,VA,60.0,제작지연,SN2126TC12PAPP0400,PP048A1104,A,S-40,CS,(주)성광테크,삼녹,조선물류,17.0
240,6.0,0,114.302,4,2,1,정상,C110A,40,VA,60.0,제작지연,SN2126TC12PAPP0400,PP048A1104,A,S-40,CS,(주)성광테크,삼녹,조선물류,15.0
241,4.0,0,65.281,10,8,1,정상,C110A,40,VA,60.0,제작지연,SN2126TC12PAPP0400,PP048A1104,A,S-40,CS,(주)성광테크,삼녹,조선물류,15.0
242,2.0,2357,17.039,4,2,0,최소,C110A,40,DM,80.0,제작지연,SN2126TC110APP0300,PP048C110A,A,S-10S,SS,삼성중공업(주)거제,하이에어,하이에어코리아물류장(주),22.0
243,2.0,4990,29.024,3,2,1,정상,C110A,40,WD,50.0,제작지연,SN2126TC12PAPP0400,PP048A1104,A,S-10S,SS,건일산업(주),건일산업(주),조선물류,14.0
244,2.0,654,3.094,2,1,0,정상,C110A,3B,WD,80.0,제작지연,SN2126TC110APP0300,PP039C110A,A,S-10S,SS,삼성중공업(주)거제,하이에어,하이에어코리아물류장(주),12.0
245,2.0,1903,18.83,8,7,0,최소,C110A,3B,WD,80.0,제작지연,SN2126TC110APP0300,PP039C110A,A,S-10S,SS,삼성중공업(주)거제,하이에어,하이에어코리아물류장(주),22.0
246,2.0,1708,17.43,5,4,0,최소,C110A,3B,WD,80.0,제작지연,SN2126TC110APP0300,PP039C110A,A,S-10S,SS,삼성중공업(주)거제,하이에어,하이에어코리아물류장(주),22.0
247,3.0,5410,44.195,3,2,0,최소,C110A,40,WD,80.0,LT부족,SN2126TC110APP0300,PP048C110A,A,S-10S,SS,삼성중공업(주)거제,하이에어,하이에어코리아물류장(주),21.0
248,3.0,1751,11.294,1,0,0,정상,C110A,40,WD,80.0,제작지연,SN2126TC110APP0300,PP048C110A,A,S-10S,SS,삼성중공업(주)거제,하이에어,하이에어코리아물류장(주),13.0
249,3.0,812,23.730999999999998,7,5,0,정상,C110A,40,WD,80.0,제작지연,SN2126TC110APP0300,PP048C110A,A,S-10S,SS,삼성중공업(주)거제,하이에어,하이에어코리아물류장(주),19.0
250,2.0,2368,12.718,5,2,0,최소,C110A,40,DM,100.0,제작지연,SN2126TC110APP0300,PP048C110A,A,S-10S,SS,성일,하이에어,하이에어코리아물류장(주),29.0
251,2.0,3625,37.704,14,13,0,최소,C110A,3B,DM,80.0,제작지연,SN2126TC110APP0300,PP039C110A,A,S-10S,SS,삼성중공업(주)거제,하이에어,하이에어코리아물류장(주),34.0
252,3.0,1740,22.523000000000003,5,3,0,정상,C110A,40,CM,80.0,제작지연,SN2126TC110APP0300,PP048C110A,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,26.0
253,3.0,5410,44.195,3,2,0,최소,C110A,40,WD,80.0,LT부족,SN2126TC110APP0300,PP048C110A,A,S-10S,SS,삼성중공업(주)거제,하이에어,하이에어코리아물류장(주),21.0
254,3.0,1751,11.294,1,0,0,정상,C110A,40,WD,80.0,제작지연,SN2126TC110APP0300,PP048C110A,A,S-10S,SS,삼성중공업(주)거제,하이에어,하이에어코리아물류장(주),13.0
255,3.0,812,23.730999999999998,7,5,0,정상,C110A,40,WD,80.0,제작지연,SN2126TC110APP0300,PP048C110A,A,S-10S,SS,삼성중공업(주)거제,하이에어,하이에어코리아물류장(주),19.0
256,4.0,5398,54.631,3,2,0,정상,C110A,30,PL,80.0,설계(REV),SN2126TC110APPC300,PP038,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,16.0
257,4.0,3123,64.976,9,8,0,최소,C110A,40,PL,80.0,LT부족,SN2126TC110APP0300,PP048C110A,A,S-10S,SS,삼성중공업(주)거제,하이에어,하이에어코리아물류장(주),34.0
258,4.0,5398,54.631,3,2,0,최소,C110A,40,PL,80.0,제작지연,SN2126TC110APP0300,PP048C110A,A,S-10S,SS,삼성중공업(주)거제,하이에어,하이에어코리아물류장(주),22.0
259,2.0,506,8.732000000000001,5,4,1,정상,C110A,40,PW,50.0,제작지연,SN2126TC12PAPP0400,PP048A1104,A,S-10S,SS,건일산업(주),건일산업(주),조선물류,15.0
260,4.0,1652,28.328000000000003,4,3,0,최소,C110A,40,PL,80.0,제작지연,SN2126T1C010PP0600,PP048C110A,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,27.0
261,4.0,3163,45.324,6,5,0,정상,C110A,40,PL,11.0,제작지연,SN2126TC12PAPP0401,PP048A1104,A,S-10S,SS,건일산업(주),하이에어,조선물류,9.0
262,3.0,725,4.7589999999999995,1,0,1,최소,C110A,30,CM,50.0,LT부족,SN2126TC110APPC300,PPC31A1104,A,S-10S,SS,건일산업(주),건일산업(주),조선물류,12.0
263,3.0,2393,21.978,4,3,1,정상,C110A,40,CM,30.0,제작지연,SN2126TC12PAPP0401,PP048A1104,A,S-10S,SS,삼성중공업(주)거제,성도,조선물류,21.0
264,3.0,150,13.905,5,4,1,정상,C110A,40,CM,50.0,LT부족,SN2126TC12PAPP0400,PP048A1104,A,S-10S,SS,삼성중공업(주)거제,성도,조선물류,10.0
265,3.0,497,21.677,9,8,1,정상,C110A,40,CM,50.0,LT부족,SN2126TC12PAPP0400,PP048A1104,A,S-10S,SS,삼성중공업(주)거제,성도,조선물류,21.0
266,3.0,725,4.7589999999999995,1,0,1,최소,C110A,40,CM,50.0,LT부족,SN2126T1C010PP0600,PP061A1104,A,S-10S,SS,건일산업(주),건일산업(주),조선물류,12.0
267,2.0,1544,30.875999999999998,7,6,0,정상,C120A,3B,AI,40.0,제작지연,SN2126TC120APP0300,PP039C120A,A,S-80,CS,성일SIM함안공장,성일SIM함안공장,조선물류,13.0
268,2.0,1544,30.875999999999998,7,6,0,정상,C120A,3B,AU,40.0,제작지연,SN2126TC120APP0300,PP039C120A,A,S-80,CS,성일SIM함안공장,하이에어,조선물류,14.0
269,2.0,6000,50.53,2,1,0,정상,C120A,40,HWR,40.0,제작지연,SN2126TC120APP0300,PP048C120A,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,23.0
270,2.0,6000,50.53,2,1,0,정상,C120A,40,HWS,40.0,제작지연,SN2126TC120APP0300,PP048C120A,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,117.0
271,2.0,1544,30.875999999999998,7,6,0,정상,C120A,3B,N,40.0,제작지연,SN2126TC120APP0300,PP039C120A,A,S-80,CS,성일SIM함안공장,성일SIM함안공장,조선물류,20.0
272,2.0,2344,56.812,8,5,0,정상,C120A,3B,PL,40.0,제작지연,SN2126TC120APP0300,PP039C120A,A,S-160,CS,해승케이피피,해승케이피피,조선물류,27.0
273,2.0,3619,63.998999999999995,5,4,0,정상,C120A,3B,PL,40.0,제작지연,SN2126TC120APP0300,PP039C120A,A,S-160,CS,(주)성광테크,(주)성광테크,조선물류,77.0
274,2.0,6000,75.6,3,2,0,정상,C120A,3B,PL,40.0,제작지연,SN2126TC120APP0300,PP039C120A,A,S-160,CS,성일SIM함안공장,성일SIM함안공장,조선물류,20.0
275,2.0,6000,78.59,3,2,0,정상,C120A,3B,PL,40.0,제작지연,SN2126TC120APP0300,PP039C120A,A,S-160,CS,(주)성광테크,(주)성광테크,조선물류,29.0
276,2.0,2738,54.485,6,5,0,정상,C120A,3B,WM,40.0,제작지연,SN2126TC120APP0300,PP039C120A,A,S-160,CS,성일SIM함안공장,하이에어,조선물류,17.0
277,2.0,6000,80.07,4,3,0,정상,C120A,3B,WM,40.0,제작지연,SN2126TC120APP0300,PP039C120A,A,S-160,CS,성일SIM함안공장,성일SIM함안공장,조선물류,20.0
278,2.0,3198,53.589,7,6,0,정상,C120A,3B,WM,40.0,제작지연,SN2126TC120APP0300,PP039C120A,A,S-160,CS,성일SIM함안공장,성일SIM함안공장,조선물류,16.0
279,2.0,5349,59.427,1,0,0,정상,C120A,40,WM,40.0,제작지연,SN2126TC120APP0300,PP048C120A,A,S-160,CS,성일SIM함안공장,성일SIM함안공장,조선물류,20.0
280,2.0,2858,38.882,4,3,0,정상,C120A,3B,WM,40.0,제작지연,SN2126TC120APP0300,PP039C120A,A,S-160,CS,성일SIM함안공장,성일SIM함안공장,조선물류,20.0
281,2.0,2437,27.075,0,3,0,정상,C120A,3B,WM,40.0,제작지연,SN2126TC120APP0300,PP039,A,S-160,CS,성일SIM함안공장,성일SIM함안공장,조선물류,20.0
